ProductBatch,WorkOrder,ProductionDate,Shift,MachineId,MoldId,BottleId,LotSize,CodeLetter,SampleSize,CriticalDefects,MajorDefects,MinorDefects,TotalSampleDefects,VariablesDecision,AttributesDecision,FinalLotDecision,DispositionDetail,LotDecisionDateTime,Remarks,Inspector
LOTE-M-SOP-008-2517,WO-1950,2025-10-06,SHIFT 3,ISBM-002,M-SOP-008,FR-008-PP-350,17291,M,315,0,14,10,24,Conforming,Approved,Approved,Approved - First Pass,2025-10-06 23:22:16.724,—,Elena Santos
LOTE-M-SOP-002-2518,WO-1951,2025-10-06,Shift 2,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,10969,M,315,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2025-10-07 17:18:57.348,—,Carlos Mendes
LOTE-M-SOP-008-2519,WO-1953,2025-10-08,Shift 1,ISBM-002,M-SOP-008,FR-008-PET-350,17263,M,315,0,3,13,16,Conforming,Approved,Approved,Approved - First Pass,2025-10-10 00:34:38.875,—,Beatriz Costa
LOTE-M-SOP-005-2520,WO-1955,2025-10-09,Shift 3,ISBM-002,M-SOP-005,FR-005-rPET-330,9990,L,200,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2025-10-10 20:14:06.321,—,Beatriz Costa
LOTE-M-SOP-008-2521,WO-1957,2025-10-11,Shift 1,ISBM-002,M-SOP-008,FR-008-PP-350,15409,M,315,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2025-10-12 13:19:12.951,—,Beatriz Costa
LOTE-M-SOP-008-2522,WO-1959,2025-10-12,Shift 1,ISBM-002,M-SOP-008,FR-008-HDPE-350,14534,M,315,0,0,5,5,Conforming,Approved,Approved,Approved - First Pass,2025-10-13 23:11:36.183,—,Ana Silva
LOTE-M-SOP-005-2523,WO-1961,2025-10-13,Shift 2,ISBM-002,M-SOP-005,FR-005-rPET-330,13458,M,315,0,3,10,13,Conforming,Approved,Approved,Approved - First Pass,2025-10-14 11:57:45.776,—,Beatriz Costa
LOTE-M-SOP-005-2524,WO-1962,2025-10-14,Shift 1,ISBM-002,M-SOP-005,FR-005-rPET-330,4613,L,200,0,2,2,4,Conforming,Approved,Approved,Approved - First Pass,2025-10-15 14:03:11.880,—,Diogo Ferreira
LOTE-M-SOP-002-2525,WO-1963,2025-10-15,  Shift 3  ,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,7511,L,200,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2025-10-15 22:25:57.887,—,Beatriz Costa
LOTE-M-SOP-002-2526,WO-1964,2025-10-15,Shift 2,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,4815,L,200,0,2,6,8,Conforming,Approved,Approved,Approved - First Pass,2025-10-16 21:45:44.614,—,Beatriz Costa
LOTE-M-SOP-008-2527,WO-1966,2025-10-16,Shift 2,ISBM-002,M-SOP-008,FR-008-LDPE-350,13014,M,315,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2025-10-17 20:36:00.563,—,Elena Santos
LOTE-M-SOP-008-2528,WO-1967,2025-10-17,Shift 2,ISBM-002,M-SOP-008,FR-008-PETG-350,10018,M,315,0,2,14,16,Conforming,Approved,Approved,Approved - First Pass,2025-10-18 22:02:19.011,—,Elena Santos
LOTE-M-SOP-002-2529,WO-1969,2025-10-19,Shift 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,18633,M,315,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2025-10-20 00:00:46.727,—,Diogo Ferreira
LOTE-M-SOP-002-2530,WO-1971,2025-10-20,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,10307,M,315,0,3,6,9,Conforming,Approved,Approved,Approved - First Pass,2025-10-21 12:13:35.853,—,Elena Santos
LOTE-M-SOP-002-2531,WO-1973,2025-10-21,Shift 2,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,10128,M,315,0,2,10,12,Conforming,Approved,Approved,Approved - First Pass,2025-10-23 05:56:52.501,—,Beatriz Costa
LOTE-M-SOP-005-2532,WO-1974,2025-10-22,Shift 2,ISBM-002,M-SOP-005,FR-005-rPET-330,8436,L,200,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2025-10-24 03:42:20.733,—,Beatriz Costa
LOTE-M-SOP-008-2533,WO-1975,2025-10-23,Shift 1,ISBM-002,M-SOP-008,FR-008-PET-350,3300,L,200,0,3,1,4,Conforming,Approved,Approved,Approved - First Pass,2025-10-25 02:26:39.864,—,Beatriz Costa
LOTE-M-SOP-002-2534,WO-1976,2025-10-24,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,10833,M,315,0,5,2,7,Conforming,Approved,Approved,Approved - First Pass,2025-10-26 00:02:27.300,—,Elena Santos
LOTE-M-SOP-008-2535,WO-1978,2025-10-26,Shift 3,ISBM-002,M-SOP-008,FR-008-PET-350,14033,M,315,0,2,11,13,Conforming,Approved,Approved,Approved - First Pass,2025-10-26 18:12:03.316,—,Ana Silva
LOTE-M-SOP-002-2536,WO-1980,2025-10-27,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,10098,M,315,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2025-10-28 12:13:41.305,—,Beatriz Costa
LOTE-M-SOP-002-2537,WO-1981,2025-10-27,Shift 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,9316,L,200,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2025-10-29 17:13:53.149,—,Beatriz Costa
LOTE-M-SOP-002-2538,WO-1983,2025-10-29,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,11682,M,315,1,2,2,5,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-10-30 08:34:45.529,Leakage:1(Re=1),Ana Silva
LOTE-M-SOP-002-2539,WO-1984,2025-10-30,Shift 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,9749,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2025-10-31 07:18:04.640,—,Ana Silva
LOTE-M-SOP-008-2540,WO-1986,2025-10-31,Shift 2,ISBM-002,M-SOP-008,FR-008-HDPE-PCR-350,13856,M,315,0,1,9,10,Conforming,Approved,Approved,Approved - First Pass,2025-11-01 22:01:59.675,—,Carlos Mendes
LOTE-M-SOP-008-2541,WO-1987,2025-11-01,Shift 1,ISBM-002,M-SOP-008,FR-008-HDPE-350,7827,L,200,0,1,9,10,Conforming,Approved,Approved,Approved - First Pass,2025-11-02 05:59:40.262,—,Elena Santos
LOTE-M-SOP-008-2542,WO-1988,2025-11-01,Shift 2,ISBM-002,M-SOP-008,FR-008-HDPE-PCR-350,3894,L,200,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2025-11-02 23:24:43.080,—,Ana Silva
LOTE-M-SOP-002-2543,WO-1989,2025-11-02,Shift 2,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,8356,L,200,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2025-11-03 13:33:09.972,—,Diogo Ferreira
LOTE-M-SOP-005-2544,WO-1990,2025-11-03,Shift 1,ISBM-002,M-SOP-005,FR-005-rPET-330,6764,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2025-11-04 13:12:56.238,—,Diogo Ferreira
LOTE-M-SOP-008-2545,WO-1991,2025-11-04,Shift 3,ISBM-002,M-SOP-008,FR-008-PP-PCR-350,5480,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2025-11-05 01:32:20.877,—,Carlos Mendes
LOTE-M-SOP-002-2546,WO-1993,2025-11-05,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,15322,M,315,0,7,3,10,Conforming,Approved,Approved,Approved - First Pass,2025-11-06 09:18:28.311,—,Elena Santos
LOTE-M-SOP-002-2547,WO-1995,2025-11-06,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,16284,M,315,0,5,11,16,Conforming,Approved,Approved,Approved - First Pass,2025-11-07 07:42:10.101,—,Beatriz Costa
LOTE-M-SOP-005-2548,WO-1997,2025-11-07,Shift 2,ISBM-002,M-SOP-005,FR-005-rPET-330,20300,M,315,0,3,21,24,Conforming,Approved,Approved,Approved - First Pass,2025-11-08 23:07:18.996,—,Elena Santos
LOTE-M-SOP-005-2549,WO-1999,2025-11-09,Shift 1,ISBM-002,M-SOP-005,FR-005-rPET-330,19011,M,315,0,3,23,26,Conforming,Approved,Approved,Approved - First Pass,2025-11-11 02:08:59.888,—,Carlos Mendes
LOTE-M-SOP-005-2550,WO-2001,2025-11-10,Shift 3,ISBM-002,M-SOP-005,FR-005-rPET-330,13899,M,315,0,4,4,8,Conforming,Approved,Approved,Approved - First Pass,2025-11-11 14:11:57.003,—,Carlos Mendes
LOTE-M-SOP-002-2551,WO-2004,2025-11-12,  Shift 1  ,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,14340,M,315,0,4,13,17,Conforming,Approved,Approved,Approved - First Pass,2025-11-12 22:14:48.944,—,Ana Silva
LOTE-M-SOP-005-2552,WO-2006,2025-11-13,SHIFT 1,ISBM-002,M-SOP-005,FR-005-rPET-330,11645,M,315,0,4,8,12,Conforming,Approved,Approved,Approved - First Pass,2025-11-14 03:55:49.766,—,Elena Santos
LOTE-M-SOP-002-2553,WO-2007,2025-11-13,Shift 2,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,9859,L,200,1,1,3,5,Conforming,Rejected,Approved,Approved - Released on Deviation,2025-11-15 08:36:33.155,—,Elena Santos
LOTE-M-SOP-008-2554,WO-2008,2025-11-14,Shift 2,ISBM-002,M-SOP-008,FR-008-HDPE-350,8412,L,200,0,3,1,4,Conforming,Approved,Approved,Approved - First Pass,2025-11-15 16:17:30.037,—,Diogo Ferreira
LOTE-M-SOP-008-2555,WO-2011,2025-11-16,Shift 2,ISBM-002,M-SOP-008,FR-008-LDPE-350,21543,M,315,0,3,13,16,Conforming,Approved,Approved,Approved - First Pass,2025-11-17 22:39:19.092,—,Diogo Ferreira
LOTE-M-SOP-002-2556,WO-2014,2025-11-19,SHIFT 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,20344,M,315,0,3,11,14,Conforming,Approved,Approved,Approved - First Pass,2025-11-20 07:14:52.982,—,Beatriz Costa
LOTE-M-SOP-005-2557,WO-2015,2025-11-19,Shift 2,ISBM-002,M-SOP-005,FR-005-rPET-330,5086,L,200,0,5,3,8,Conforming,Approved,Approved,Approved - First Pass,2025-11-20 16:08:32.691,—,Diogo Ferreira
LOTE-M-SOP-002-2558,WO-2018,2025-11-21,Shift 2,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,21467,M,315,0,3,15,18,Conforming,Approved,Approved,Approved - First Pass,2025-11-22 12:10:43.607,—,Elena Santos
LOTE-M-SOP-008-2559,WO-2021,2025-11-23,Shift 2,ISBM-002,M-SOP-008,FR-008-PP-PCR-350,23273,M,315,0,4,17,21,Conforming,Approved,Approved,Approved - First Pass,2025-11-25 04:26:38.423,—,Ana Silva
LOTE-M-SOP-008-2560,WO-2022,2025-11-24,Shift 2,ISBM-002,M-SOP-008,FR-008-PP-PCR-350,9692,L,200,0,0,5,5,Conforming,Approved,Approved,Approved - First Pass,2025-11-26 02:49:27.966,—,Beatriz Costa
LOTE-M-SOP-008-2561,WO-2024,2025-11-26,Shift 3,ISBM-002,M-SOP-008,FR-008-rPET-350,10505,M,315,0,4,1,5,Conforming,Approved,Approved,Approved - First Pass,2025-11-26 20:51:48.134,—,Diogo Ferreira
LOTE-M-SOP-005-2562,WO-2027,2025-11-28,Shift 1,ISBM-002,M-SOP-005,FR-005-rPET-330,20568,M,315,0,0,12,12,Conforming,Approved,Approved,Approved - First Pass,2025-11-29 08:49:22.133,—,Ana Silva
LOTE-M-SOP-005-2563,WO-2028,2025-11-29,Shift 3,ISBM-002,M-SOP-005,FR-005-rPET-330,7303,L,200,0,3,6,9,Conforming,Approved,Approved,Approved - First Pass,2025-11-29 19:13:23.873,—,Diogo Ferreira
LOTE-M-SOP-005-2564,WO-2029,2025-11-29,Shift 2,ISBM-002,M-SOP-005,FR-005-rPET-330,8720,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2025-11-30 15:45:25.891,—,Ana Silva
LOTE-M-SOP-005-2565,WO-2030,2025-11-30,Shift 1,ISBM-002,M-SOP-005,FR-005-rPET-330,5761,L,200,0,2,0,2,Conforming,Approved,Approved,Approved - First Pass,2025-12-02 04:22:36.266,—,Carlos Mendes
LOTE-M-SOP-005-2566,WO-2032,2025-12-02,Shift 3,ISBM-002,M-SOP-005,FR-005-rPET-330,17876,M,315,1,3,11,15,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-12-02 20:00:59.959,Leakage:1(Re=1),Diogo Ferreira
LOTE-M-SOP-005-2567,WO-2034,2025-12-03,  Shift 2  ,ISBM-002,M-SOP-005,FR-005-rPET-330,16431,M,315,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2025-12-05 05:32:50.279,—,Ana Silva
LOTE-M-SOP-008-2568,WO-2035,2025-12-04,Shift 2,ISBM-002,M-SOP-008,FR-008-HDPE-PCR-350,8152,L,200,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2025-12-05 17:14:59.961,—,Ana Silva
LOTE-M-SOP-002-2569,WO-2036,2025-12-05,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,6926,L,200,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2025-12-06 16:03:24.633,—,Carlos Mendes
LOTE-M-SOP-008-2570,WO-2038,2025-12-06,Shift 2,ISBM-002,M-SOP-008,FR-008-PETG-350,19249,M,315,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2025-12-08 00:03:32.062,—,Diogo Ferreira
LOTE-M-SOP-002-2571,WO-2040,2025-12-08,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,14261,M,315,0,4,6,10,Conforming,Approved,Approved,Approved - First Pass,2025-12-09 17:06:50.110,—,Ana Silva
LOTE-M-SOP-008-2572,WO-2043,2025-12-10,Shift 1,ISBM-002,M-SOP-008,FR-008-rPET-350,26852,M,315,0,8,16,24,Conforming,Approved,Approved,Approved - First Pass,2025-12-11 07:46:11.205,—,Beatriz Costa
LOTE-M-SOP-008-2573,WO-2044,2025-12-11,Shift 3,ISBM-002,M-SOP-008,FR-008-PET-350,9207,L,200,0,0,5,5,Conforming,Approved,Approved,Approved - First Pass,2025-12-12 14:30:33.081,—,Ana Silva
LOTE-M-SOP-008-2574,WO-2045,2025-12-11,Shift 2,ISBM-002,M-SOP-008,FR-008-HDPE-350,10845,M,315,0,2,4,6,Conforming,Approved,Approved,Approved - First Pass,2025-12-12 20:13:11.211,—,Diogo Ferreira
LOTE-M-SOP-002-2575,WO-2047,2025-12-13,Shift 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,8457,L,200,0,5,13,18,Conforming,Approved,Approved,Approved - First Pass,2025-12-14 00:24:36.587,—,Ana Silva
LOTE-M-SOP-002-2576,WO-2050,2025-12-14,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,22820,M,315,0,2,10,12,Conforming,Approved,Approved,Approved - First Pass,2025-12-15 11:52:21.533,—,Carlos Mendes
LOTE-M-SOP-002-2577,WO-2052,2025-12-15,Shift 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,8489,L,200,0,6,7,13,Conforming,Approved,Approved,Approved - First Pass,2025-12-16 14:13:34.723,—,Ana Silva
LOTE-M-SOP-002-2578,WO-2054,2025-12-17,Shift 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,14295,M,315,0,1,11,12,Conforming,Approved,Approved,Approved - First Pass,2025-12-18 13:58:04.866,—,Elena Santos
LOTE-M-SOP-008-2579,WO-2055,2025-12-17,Shift 2,ISBM-002,M-SOP-008,FR-008-PP-350,7798,L,200,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2025-12-19 08:21:18.914,—,Beatriz Costa
LOTE-M-SOP-005-2580,WO-2058,2025-12-19,Shift 2,ISBM-002,M-SOP-005,FR-005-rPET-330,19932,M,315,0,2,12,14,Conforming,Approved,Approved,Approved - First Pass,2025-12-20 15:08:20.017,—,Diogo Ferreira
LOTE-M-SOP-002-2581,WO-2060,2025-12-21,Shift 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,22812,M,315,0,4,12,16,Conforming,Approved,Approved,Approved - First Pass,2025-12-22 09:15:35.351,—,Carlos Mendes
LOTE-M-SOP-008-2582,WO-2061,2025-12-21,Shift 3,ISBM-002,M-SOP-008,FR-008-LDPE-350,4874,L,200,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2025-12-23 07:43:39.433,—,Ana Silva
LOTE-M-SOP-005-2583,WO-2062,2025-12-22,Shift 2,ISBM-002,M-SOP-005,FR-005-rPET-330,3727,L,200,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2025-12-23 18:48:24.141,—,Ana Silva
LOTE-M-SOP-005-2584,WO-2065,2025-12-24,Shift 2,ISBM-002,M-SOP-005,FR-005-rPET-330,17121,M,315,0,3,9,12,Conforming,Approved,Approved,Approved - First Pass,2025-12-26 00:37:53.514,—,Beatriz Costa
LOTE-M-SOP-008-2585,WO-2068,2025-12-27,Shift 3,ISBM-002,M-SOP-008,FR-008-LDPE-350,23306,M,315,1,4,4,9,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-12-27 17:35:05.128,Leakage:1(Re=1),Carlos Mendes
LOTE-M-SOP-002-2586,WO-2069,2025-12-27,Shift 2,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,4558,L,200,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2025-12-28 21:48:41.261,—,Diogo Ferreira
LOTE-M-SOP-002-2587,WO-2072,2025-12-29,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,19142,M,315,0,3,11,14,Conforming,Approved,Approved,Approved - First Pass,2025-12-30 10:09:19.692,—,Beatriz Costa
LOTE-M-SOP-002-2588,WO-2073,2025-12-29,shift 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,8067,L,200,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2025-12-31 05:33:35.042,—,Carlos Mendes
LOTE-M-SOP-005-2589,WO-2074,2025-12-30,  Shift 2  ,ISBM-002,M-SOP-005,FR-005-rPET-330,7663,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2025-12-31 19:02:17.395,—,Beatriz Costa
LOTE-M-SOP-005-2590,WO-2075,2025-12-31,Shift 1,ISBM-002,M-SOP-005,FR-005-rPET-330,6123,L,200,0,2,2,4,Conforming,Approved,Approved,Approved - First Pass,2025-12-31 22:58:17.271,—,Beatriz Costa
LOTE-M-SOP-005-2591,WO-2077,2026-01-01,Shift 1,ISBM-002,M-SOP-005,FR-005-rPET-330,12286,M,315,0,0,5,5,Conforming,Approved,Approved,Approved - First Pass,2026-01-02 18:34:07.684,—,Diogo Ferreira
LOTE-M-SOP-008-2592,WO-2078,2026-01-02,Shift 3,ISBM-002,M-SOP-008,FR-008-PP-350,3791,L,200,0,2,10,12,Conforming,Approved,Approved,Approved - First Pass,2026-01-03 18:51:36.850,—,Elena Santos
LOTE-M-SOP-008-2593,WO-2080,2026-01-04,Shift 3,ISBM-002,M-SOP-008,FR-008-PET-350,11514,M,315,0,3,7,10,Conforming,Approved,Approved,Approved - First Pass,2026-01-05 08:48:45.555,—,Carlos Mendes
LOTE-M-SOP-002-2594,WO-2081,2026-01-04,Shift 2,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,3277,L,200,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2026-01-05 19:05:44.344,—,Diogo Ferreira
LOTE-M-SOP-008-2595,WO-2084,2026-01-07,Shift 1,ISBM-002,M-SOP-008,FR-008-HDPE-350,24756,M,315,0,6,10,16,Conforming,Approved,Approved,Approved - First Pass,2026-01-08 10:47:20.643,—,Ana Silva
LOTE-M-SOP-002-2596,WO-2085,2026-01-08,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,6378,L,200,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2026-01-09 19:42:02.479,—,Beatriz Costa
LOTE-M-SOP-008-2597,WO-2086,2026-01-09,Shift 1,ISBM-002,M-SOP-008,FR-008-HDPE-350,8777,L,200,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2026-01-10 08:20:54.812,—,Elena Santos
LOTE-M-SOP-008-2598,WO-2087,2026-01-10,Shift 3,ISBM-002,M-SOP-008,FR-008-LDPE-350,7176,L,200,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2026-01-10 20:13:47.989,—,Diogo Ferreira
LOTE-M-SOP-002-2599,WO-2088,2026-01-10,Shift 2,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,5812,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-01-11 20:44:40.893,—,Carlos Mendes
LOTE-M-SOP-005-2600,WO-2089,2026-01-11,Shift 1,ISBM-002,M-SOP-005,FR-005-rPET-330,10273,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-01-12 14:53:15.409,—,Carlos Mendes
LOTE-M-SOP-005-2601,WO-2090,2026-01-12,  Shift 1  ,ISBM-002,M-SOP-005,FR-005-rPET-330,3277,L,200,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2026-01-13 07:38:37.552,—,Diogo Ferreira
LOTE-M-SOP-002-2602,WO-2093,2026-01-13,Shift 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,17621,M,315,0,5,5,10,Conforming,Approved,Approved,Approved - First Pass,2026-01-14 21:48:15.459,—,Ana Silva
LOTE-M-SOP-008-2603,WO-2096,2026-01-16,Shift 3,ISBM-002,M-SOP-008,FR-008-rPET-350,28246,M,315,0,7,17,24,Conforming,Approved,Approved,Approved - First Pass,2026-01-17 11:01:07.359,—,Carlos Mendes
LOTE-M-SOP-005-2604,WO-2097,2026-01-16,  Shift 2  ,ISBM-002,M-SOP-005,FR-005-rPET-330,7286,L,200,0,2,0,2,Conforming,Approved,Approved,Approved - First Pass,2026-01-17 07:56:27.347,—,Diogo Ferreira
LOTE-M-SOP-002-2605,WO-2099,2026-01-18,Shift 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,14205,M,315,0,4,4,8,Conforming,Approved,Approved,Approved - First Pass,2026-01-19 06:04:38.130,—,Elena Santos
LOTE-M-SOP-002-2606,WO-2102,2026-01-20,Shift 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,18623,M,315,0,3,6,9,Conforming,Approved,Approved,Approved - First Pass,2026-01-21 16:25:21.105,—,Beatriz Costa
LOTE-M-SOP-002-2607,WO-2104,2026-01-21,  Shift 1  ,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,10766,M,315,1,4,6,11,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-22 08:24:42.127,Leakage:1(Re=1),Diogo Ferreira
LOTE-M-SOP-008-2608,WO-2105,2026-01-22,SHIFT 3,ISBM-002,M-SOP-008,FR-008-PETG-350,10298,M,315,0,3,1,4,Conforming,Approved,Approved,Approved - First Pass,2026-01-23 14:35:55.138,—,Beatriz Costa
LOTE-M-SOP-002-2609,WO-2106,2026-01-23,Shift 3,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,5795,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-01-24 01:53:52.076,—,Elena Santos
LOTE-M-SOP-005-2610,WO-2108,2026-01-24,Shift 1,ISBM-002,M-SOP-005,FR-005-rPET-330,21271,M,315,2,2,11,15,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-25 11:52:41.007,Leakage:2(Re=1),Carlos Mendes
LOTE-M-SOP-005-2611,WO-2110,2026-01-25,Shift 2,ISBM-002,M-SOP-005,FR-005-rPET-330,11838,M,315,0,0,8,8,Conforming,Approved,Approved,Approved - First Pass,2026-01-27 06:15:14.150,—,Ana Silva
LOTE-M-SOP-008-2612,WO-2112,2026-01-27,Shift 3,ISBM-002,M-SOP-008,FR-008-PP-PCR-350,16142,M,315,1,0,12,13,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-28 12:20:22.826,Leakage:1(Re=1),Elena Santos
LOTE-M-SOP-008-2613,WO-2115,2026-01-29,Shift 1,ISBM-002,M-SOP-008,FR-008-LDPE-350,27584,M,315,0,5,7,12,Conforming,Approved,Approved,Approved - First Pass,2026-01-30 18:35:08.867,—,Ana Silva
LOTE-M-SOP-005-2614,WO-2117,2026-01-30,Shift 2,ISBM-002,M-SOP-005,FR-005-rPET-330,18078,M,315,0,5,10,15,Conforming,Approved,Approved,Approved - First Pass,2026-01-31 20:56:35.177,—,Beatriz Costa
LOTE-M-SOP-002-2615,WO-2118,2026-01-31,Shift 2,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,6488,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-02-01 16:14:47.748,—,Beatriz Costa
LOTE-M-SOP-008-2616,WO-2119,2026-02-01,Shift 3,ISBM-002,M-SOP-008,FR-008-rPET-350,7606,L,200,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2026-02-02 04:06:18.996,—,Elena Santos
LOTE-M-SOP-002-2617,WO-2122,2026-02-03,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,30024,M,315,0,6,16,22,Conforming,Approved,Approved,Approved - First Pass,2026-02-04 15:36:42.803,—,Carlos Mendes
LOTE-M-SOP-002-2618,WO-2125,2026-02-05,Shift 1,ISBM-002,M-SOP-002,FR-002-HDPE-PCR-300,26407,M,315,0,1,14,15,Conforming,Approved,Approved,Approved - First Pass,2026-02-06 22:37:35.701,—,Diogo Ferreira
LOTE-M-SOP-005-2619,WO-2126,2026-02-06,Shift 1,ISBM-002,M-SOP-005,FR-005-rPET-330,8691,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-02-07 11:55:36.045,—,Elena Santos
LOTE-M-SOP-005-2620,WO-2127,2026-02-07,Shift 3,ISBM-002,M-SOP-005,FR-005-rPET-330,4482,L,200,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-02-07 22:44:13.743,—,Ana Silva
LOTE-M-SOP-005-2621,WO-2129,2026-02-07,Shift 2,ISBM-002,M-SOP-005,FR-005-rPET-330,11778,M,315,0,2,12,14,Conforming,Approved,Approved,Approved - First Pass,2026-02-08 23:43:34.621,—,Carlos Mendes
LOTE-M-SOP-008-2622,WO-2132,2026-02-09,shift 3,ISBM-002,M-SOP-008,FR-008-PET-350,16396,M,315,0,3,11,14,Conforming,Approved,Approved,Approved - First Pass,2026-02-10 21:17:15.831,—,Beatriz Costa
LOTE-M-SOP-008-2623,WO-2134,2026-02-11,Shift 1,ISBM-002,M-SOP-008,FR-008-PETG-350,12910,M,315,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-02-12 16:24:25.135,—,Elena Santos
LOTE-M-SOP-005-2624,WO-2137,2026-02-13,Shift 1,ISBM-002,M-SOP-005,FR-005-rPET-330,23572,M,315,0,1,10,11,Conforming,Approved,Approved,Approved - First Pass,2026-02-14 20:25:21.276,—,Ana Silva
LOTE-M-SOP-008-2625,WO-2138,2026-02-14,Shift 3,ISBM-002,M-SOP-008,FR-008-LDPE-350,7128,L,200,0,0,5,5,Conforming,Approved,Approved,Approved - First Pass,2026-02-15 07:45:58.397,—,Carlos Mendes
