ProductBatch,WorkOrder,ProductionDate,Shift,MachineId,MoldId,CapId,Material,CapType,LotSize,CodeLetter,SampleSize,CriticalDefects,MajorDefects,MinorDefects,TotalSampleDefects,VariablesDecision,AttributesDecision,FinalLotDecision,DispositionDetail,LotDecisionDateTime,Remarks,Inspector
LOTE-M-INJ-001-5791,WO-7970,2026-08-08,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,29390,M,315,1,0,4,5,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-08-09 03:00:53.216,Thread:1(Re=1),Beatriz Costa
LOTE-M-INJ-001-5792,WO-7971,2026-08-08,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,24930,M,315,0,0,7,7,Conforming,Approved,Approved,Approved - First Pass,2026-08-09 22:41:42.296,—,Beatriz Costa
LOTE-M-INJ-001-5793,WO-7973,2026-08-10,SHIFT 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,40953,M,315,0,5,7,12,Conforming,Approved,Approved,Approved - First Pass,2026-08-11 16:40:33.902,—,Ana Silva
LOTE-M-INJ-001-5794,WO-7974,2026-08-11,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,10424,M,315,0,2,0,2,Conforming,Approved,Approved,Approved - First Pass,2026-08-12 20:23:41.304,—,Diogo Ferreira
LOTE-M-INJ-001-5795,WO-7975,2026-08-12,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,10700,M,315,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-08-12 23:59:45.480,—,Carlos Mendes
LOTE-M-INJ-001-5796,WO-7976,2026-08-12,shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,16923,M,315,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2026-08-14 00:01:17.416,—,Ana Silva
LOTE-M-INJ-001-5797,WO-7979,2026-08-14,Shift 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,40593,M,315,0,3,9,12,Conforming,Approved,Approved,Approved - First Pass,2026-08-15 06:35:50.762,—,Diogo Ferreira
LOTE-M-INJ-001-5798,WO-7981,2026-08-15,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,27260,M,315,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2026-08-16 16:21:26.693,—,Carlos Mendes
LOTE-M-INJ-001-5799,WO-7983,2026-08-16,Shift 3,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,36288,M,315,0,3,14,17,Conforming,Approved,Approved,Approved - First Pass,2026-08-17 17:05:37.609,—,Diogo Ferreira
LOTE-M-INJ-001-5800,WO-7984,2026-08-17,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,5263,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-08-18 19:04:48.815,—,Carlos Mendes
LOTE-M-INJ-001-5801,WO-7986,2026-08-19,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,16933,M,315,0,2,7,9,Conforming,Approved,Approved,Approved - First Pass,2026-08-20 14:34:07.547,—,Carlos Mendes
LOTE-M-INJ-001-5802,WO-7988,2026-08-20,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,32276,M,315,1,4,6,11,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-08-21 18:00:29.066,Thread:1(Re=1),Elena Santos
LOTE-M-INJ-001-5803,WO-7991,2026-08-22,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,39093,M,315,0,3,11,14,Conforming,Approved,Approved,Approved - First Pass,2026-08-23 03:21:13.886,—,Carlos Mendes
LOTE-M-INJ-001-5804,WO-7992,2026-08-22,Shift 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,9596,L,200,0,4,3,7,Conforming,Approved,Approved,Approved - First Pass,2026-08-23 22:15:57.376,—,Elena Santos
LOTE-M-INJ-001-5805,WO-7994,2026-08-24,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,31284,M,315,1,0,9,10,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-08-24 21:28:53.440,Sealing:1(Re=1),Carlos Mendes
LOTE-M-INJ-001-5806,WO-7996,2026-08-25,SHIFT 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,33376,M,315,1,0,8,9,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-08-26 17:09:57.124,Sealing:1(Re=1),Carlos Mendes
LOTE-M-INJ-001-5807,WO-7997,2026-08-25,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,10373,M,315,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-08-26 14:13:10.057,—,Diogo Ferreira
LOTE-M-INJ-001-5808,WO-7998,2026-08-26,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,8164,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-08-27 15:18:39.430,—,Beatriz Costa
LOTE-M-INJ-001-5809,WO-8001,2026-08-28,Shift 3,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,57921,M,315,1,2,4,7,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-08-30 00:02:59.883,Sealing:1(Re=1),Diogo Ferreira
LOTE-M-INJ-001-5810,WO-8002,2026-08-29,SHIFT 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,13625,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-08-30 12:25:06.489,—,Carlos Mendes
LOTE-M-INJ-001-5811,WO-8004,2026-08-30,  Shift 2  ,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,43150,M,315,0,4,8,12,Conforming,Approved,Approved,Approved - First Pass,2026-09-01 08:26:27.665,—,Ana Silva
LOTE-M-INJ-001-5812,WO-8007,2026-09-01,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,43136,M,315,1,1,5,7,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-09-02 18:07:22.866,Thread:1(Re=1),Ana Silva
LOTE-M-INJ-001-5813,WO-8009,2026-09-03,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,33447,M,315,0,1,10,11,Conforming,Approved,Approved,Approved - First Pass,2026-09-04 02:52:24.268,—,Carlos Mendes
LOTE-M-INJ-001-5814,WO-8010,2026-09-03,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,9260,L,200,0,2,0,2,Conforming,Approved,Approved,Approved - First Pass,2026-09-04 15:44:30.212,—,Diogo Ferreira
LOTE-M-INJ-001-5815,WO-8011,2026-09-04,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,22951,M,315,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2026-09-05 07:47:14.179,—,Carlos Mendes
LOTE-M-INJ-001-5816,WO-8013,2026-09-06,Shift 3,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,32235,M,315,1,2,9,12,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-09-07 08:10:32.774,Sealing:1(Re=1),Diogo Ferreira
LOTE-M-INJ-001-5817,WO-8014,2026-09-06,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,9038,L,200,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2026-09-07 12:48:06.669,—,Elena Santos
LOTE-M-INJ-001-5818,WO-8016,2026-09-07,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,25888,M,315,0,0,12,12,Conforming,Approved,Approved,Approved - First Pass,2026-09-08 13:17:49.599,—,Beatriz Costa
LOTE-M-INJ-001-5819,WO-8017,2026-09-08,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,11848,M,315,0,4,0,4,Conforming,Approved,Approved,Approved - First Pass,2026-09-09 18:21:03.813,—,Ana Silva
LOTE-M-INJ-001-5820,WO-8019,2026-09-09,Shift 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,22667,M,315,0,3,2,5,Conforming,Approved,Approved,Approved - First Pass,2026-09-11 03:38:57.148,—,Carlos Mendes
LOTE-M-INJ-001-5821,WO-8020,2026-09-10,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,9531,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-09-11 22:39:17.933,—,Elena Santos
LOTE-M-INJ-001-5822,WO-8021,2026-09-11,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,15023,M,315,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-09-12 05:18:09.082,—,Carlos Mendes
LOTE-M-INJ-001-5823,WO-8023,2026-09-12,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,35745,M,315,0,4,6,10,Conforming,Approved,Approved,Approved - First Pass,2026-09-13 18:22:54.168,—,Beatriz Costa
LOTE-M-INJ-001-5824,WO-8026,2026-09-14,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,28477,M,315,0,3,10,13,Conforming,Approved,Approved,Approved - First Pass,2026-09-15 13:26:03.225,—,Elena Santos
LOTE-M-INJ-001-5825,WO-8027,2026-09-15,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,11290,M,315,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-09-16 04:43:57.597,—,Carlos Mendes
LOTE-M-INJ-001-5826,WO-8029,2026-09-16,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,31719,M,315,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2026-09-17 02:31:07.773,—,Beatriz Costa
LOTE-M-INJ-001-5827,WO-8030,2026-09-16,Shift 3,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,12281,M,315,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-09-18 08:07:58.481,—,Carlos Mendes
LOTE-M-INJ-001-5828,WO-8033,2026-09-18,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,39551,M,315,0,2,7,9,Conforming,Approved,Approved,Approved - First Pass,2026-09-20 02:00:48.591,—,Beatriz Costa
LOTE-M-INJ-001-5829,WO-8036,2026-09-20,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,34353,M,315,0,6,11,17,Conforming,Approved,Approved,Approved - First Pass,2026-09-20 22:38:43.946,—,Ana Silva
LOTE-M-INJ-001-5830,WO-8038,2026-09-21,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,37563,M,315,0,1,8,9,Conforming,Approved,Approved,Approved - First Pass,2026-09-22 15:37:27.278,—,Elena Santos
LOTE-M-INJ-001-5831,WO-8039,2026-09-22,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,13924,M,315,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-09-23 11:05:12.930,—,Elena Santos
LOTE-M-INJ-001-5832,WO-8040,2026-09-23,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,17919,M,315,0,3,10,13,Conforming,Approved,Approved,Approved - First Pass,2026-09-24 09:45:53.475,—,Ana Silva
LOTE-M-INJ-001-5833,WO-8043,2026-09-25,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,54410,M,315,1,2,5,8,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-09-26 13:40:32.115,Sealing:1(Re=1),Ana Silva
LOTE-M-INJ-001-5834,WO-8046,2026-09-27,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,27459,M,315,0,3,5,8,Conforming,Approved,Approved,Approved - First Pass,2026-09-28 11:21:47.137,—,Carlos Mendes
LOTE-M-INJ-001-5835,WO-8049,2026-09-28,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,35176,M,315,1,4,6,11,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-09-29 14:54:07.655,Thread:1(Re=1),Elena Santos
LOTE-M-INJ-001-5836,WO-8050,2026-09-29,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,7318,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-09-29 20:21:59.820,—,Carlos Mendes
LOTE-M-INJ-001-5837,WO-8053,2026-10-01,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,40737,M,315,0,3,10,13,Conforming,Approved,Approved,Approved - First Pass,2026-10-02 13:11:00.674,—,Carlos Mendes
LOTE-M-INJ-001-5838,WO-8055,2026-10-02,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,18750,M,315,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2026-10-03 18:21:25.131,—,Beatriz Costa
LOTE-M-INJ-001-5839,WO-8058,2026-10-04,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,38339,M,315,0,7,9,16,Conforming,Approved,Approved,Approved - First Pass,2026-10-05 09:36:48.065,—,Elena Santos
LOTE-M-INJ-001-5840,WO-8060,2026-10-05,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,38153,M,315,0,2,11,13,Conforming,Approved,Approved,Approved - First Pass,2026-10-06 18:46:25.537,—,Beatriz Costa
LOTE-M-INJ-001-5841,WO-8063,2026-10-07,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,52011,M,315,3,7,12,22,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-10-08 20:07:44.466,Thread:3(Re=1),Diogo Ferreira
LOTE-M-INJ-001-5842,WO-8066,2026-10-09,Shift 3,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,52301,M,315,0,5,8,13,Conforming,Approved,Approved,Approved - First Pass,2026-10-11 09:09:33.997,—,Beatriz Costa
LOTE-M-INJ-001-5843,WO-8068,2026-10-11,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,29687,M,315,0,5,7,12,Conforming,Approved,Approved,Approved - First Pass,2026-10-12 17:54:10.947,—,Diogo Ferreira
LOTE-M-INJ-001-5844,WO-8069,2026-10-12,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,16756,M,315,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2026-10-13 06:09:02.338,—,Diogo Ferreira
LOTE-M-INJ-001-5845,WO-8070,2026-10-12,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,9749,L,200,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-10-13 20:36:05.824,—,Carlos Mendes
LOTE-M-INJ-001-5846,WO-8071,2026-10-13,SHIFT 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,11717,M,315,0,0,5,5,Conforming,Approved,Approved,Approved - First Pass,2026-10-13 23:51:26.519,—,Beatriz Costa
LOTE-M-INJ-001-5847,WO-8073,2026-10-14,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,13414,M,315,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2026-10-15 18:32:50.582,—,Elena Santos
LOTE-M-INJ-001-5848,WO-8076,2026-10-16,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,38189,M,315,0,2,8,10,Conforming,Approved,Approved,Approved - First Pass,2026-10-17 06:55:24.307,—,Carlos Mendes
LOTE-M-INJ-001-5849,WO-8078,2026-10-17,  Shift 2  ,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,27451,M,315,0,6,11,17,Conforming,Approved,Approved,Approved - First Pass,2026-10-18 08:08:38.807,—,Elena Santos
LOTE-M-INJ-001-5850,WO-8079,2026-10-18,SHIFT 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,16657,M,315,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2026-10-19 05:11:56.684,—,Carlos Mendes
LOTE-M-INJ-001-5851,WO-8081,2026-10-19,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,36129,M,315,0,1,10,11,Conforming,Approved,Approved,Approved - First Pass,2026-10-20 15:25:16.606,—,Beatriz Costa
LOTE-M-INJ-001-5852,WO-8082,2026-10-20,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,10239,M,315,0,2,2,4,Conforming,Approved,Approved,Approved - First Pass,2026-10-21 10:28:46.748,—,Beatriz Costa
LOTE-M-INJ-001-5853,WO-8085,2026-10-22,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,39595,M,315,0,4,6,10,Conforming,Approved,Approved,Approved - First Pass,2026-10-23 05:33:17.843,—,Beatriz Costa
LOTE-M-INJ-001-5854,WO-8087,2026-10-23,SHIFT 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,29156,M,315,0,4,2,6,Conforming,Approved,Approved,Approved - First Pass,2026-10-24 07:32:08.142,—,Elena Santos
LOTE-M-INJ-001-5855,WO-8089,2026-10-24,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,22669,M,315,0,2,10,12,Conforming,Approved,Approved,Approved - First Pass,2026-10-25 14:27:22.707,—,Diogo Ferreira
LOTE-M-INJ-001-5856,WO-8090,2026-10-25,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,18372,M,315,1,0,0,1,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-10-26 11:11:43.378,Thread:1(Re=1),Beatriz Costa
LOTE-M-INJ-001-5857,WO-8091,2026-10-25,  Shift 3  ,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,9202,L,200,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2026-10-27 10:24:41.830,—,Beatriz Costa
LOTE-M-INJ-001-5858,WO-8092,2026-10-26,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,13985,M,315,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-10-27 18:36:26.104,—,Diogo Ferreira
LOTE-M-INJ-001-5859,WO-8094,2026-10-28,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,29005,M,315,0,4,0,4,Conforming,Approved,Approved,Approved - First Pass,2026-10-29 01:43:15.158,—,Ana Silva
LOTE-M-INJ-001-5860,WO-8096,2026-10-29,SHIFT 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,23246,M,315,0,2,13,15,Conforming,Approved,Approved,Approved - First Pass,2026-10-30 03:26:10.795,—,Carlos Mendes
LOTE-M-INJ-001-5861,WO-8097,2026-10-30,Shift 3,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,18935,M,315,1,0,0,1,Conforming,Rejected,Approved,Approved - Reworked,2026-10-31 09:57:15.754,—,Diogo Ferreira
LOTE-M-INJ-001-5862,WO-8099,2026-10-31,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,24039,M,315,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2026-11-01 20:24:47.080,—,Beatriz Costa
LOTE-M-INJ-001-5863,WO-8101,2026-11-01,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,36542,M,315,1,3,9,13,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-11-02 23:14:23.749,Thread:1(Re=1),Diogo Ferreira
LOTE-M-INJ-001-5864,WO-8103,2026-11-03,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,30677,M,315,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2026-11-04 01:20:02.310,—,Beatriz Costa
LOTE-M-INJ-001-5865,WO-8105,2026-11-04,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,20806,M,315,1,0,5,6,Conforming,Rejected,Approved,Approved - Released on Deviation,2026-11-05 23:04:03.026,—,Ana Silva
LOTE-M-INJ-001-5866,WO-8106,2026-11-05,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,10440,M,315,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-11-06 17:30:50.622,—,Beatriz Costa
LOTE-M-INJ-001-5867,WO-8109,2026-11-07,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,55966,M,315,0,2,15,17,Conforming,Approved,Approved,Approved - First Pass,2026-11-08 23:11:48.594,—,Beatriz Costa
LOTE-M-INJ-001-5868,WO-8112,2026-11-09,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,49953,M,315,1,1,2,4,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-11-10 18:39:49.282,Thread:1(Re=1),Ana Silva
LOTE-M-INJ-001-5869,WO-8114,2026-11-11,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,29841,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-11-12 05:06:31.193,—,Carlos Mendes
LOTE-M-INJ-001-5870,WO-8115,2026-11-11,Shift 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,10749,M,315,0,2,1,3,Conforming,Approved,Approved,Approved - First Pass,2026-11-12 23:41:28.330,—,Carlos Mendes
LOTE-M-INJ-001-5871,WO-8117,2026-11-13,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,38242,M,315,0,4,4,8,Conforming,Approved,Approved,Approved - First Pass,2026-11-14 11:52:32.870,—,Ana Silva
LOTE-M-INJ-001-5872,WO-8119,2026-11-14,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,23952,M,315,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2026-11-15 12:12:36.239,—,Diogo Ferreira
LOTE-M-INJ-001-5873,WO-8121,2026-11-16,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,17295,M,315,1,1,3,5,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-11-17 15:46:59.279,Thread:1(Re=1),Carlos Mendes
LOTE-M-INJ-001-5874,WO-8123,2026-11-17,shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,19875,M,315,1,4,14,19,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-11-18 22:12:10.985,Thread:1(Re=1),Carlos Mendes
LOTE-M-INJ-001-5875,WO-8125,2026-11-18,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,22331,M,315,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2026-11-19 09:01:13.361,—,Carlos Mendes
LOTE-M-INJ-001-5876,WO-8126,2026-11-18,Shift 3,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,16691,M,315,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2026-11-19 16:25:19.232,—,Ana Silva
LOTE-M-INJ-001-5877,WO-8127,2026-11-19,shift 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,13162,M,315,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2026-11-20 17:21:22.163,—,Elena Santos
LOTE-M-INJ-001-5878,WO-8130,2026-11-21,  Shift 3  ,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,37129,M,315,0,1,14,15,Conforming,Approved,Approved,Approved - First Pass,2026-11-21 23:55:32.713,—,Ana Silva
LOTE-M-INJ-001-5879,WO-8131,2026-11-21,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,20408,M,315,0,2,2,4,Conforming,Approved,Approved,Approved - First Pass,2026-11-23 02:30:40.918,—,Beatriz Costa
LOTE-M-INJ-001-5880,WO-8132,2026-11-22,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,8952,L,200,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2026-11-23 14:16:53.567,—,Beatriz Costa
LOTE-M-INJ-001-5881,WO-8134,2026-11-23,  Shift 2  ,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,23196,M,315,1,4,6,11,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-11-24 16:54:02.396,Thread:1(Re=1),Diogo Ferreira
LOTE-M-INJ-001-5882,WO-8137,2026-11-25,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,41060,M,315,0,2,7,9,Conforming,Approved,Approved,Approved - First Pass,2026-11-26 23:28:16.624,—,Beatriz Costa
LOTE-M-INJ-001-5883,WO-8139,2026-11-27,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,24447,M,315,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2026-11-27 23:12:02.466,—,Beatriz Costa
LOTE-M-INJ-001-5884,WO-8142,2026-11-29,Shift 3,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,38102,M,315,0,6,20,26,Conforming,Approved,Approved,Approved - First Pass,2026-11-29 20:40:36.056,—,Ana Silva
LOTE-M-INJ-001-5885,WO-8145,2026-12-01,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,48848,M,315,0,2,13,15,Conforming,Approved,Approved,Approved - First Pass,2026-12-02 07:05:46.503,—,Carlos Mendes
LOTE-M-INJ-001-5886,WO-8146,2026-12-01,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,12070,M,315,1,3,6,10,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-12-02 19:36:56.900,Thread:1(Re=1),Diogo Ferreira
LOTE-M-INJ-001-5887,WO-8147,2026-12-02,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,8964,L,200,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2026-12-03 11:05:29.476,—,Carlos Mendes
LOTE-M-INJ-001-5888,WO-8150,2026-12-04,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,23744,M,315,0,4,2,6,Conforming,Approved,Approved,Approved - First Pass,2026-12-04 22:22:00.777,—,Elena Santos
LOTE-M-INJ-001-5889,WO-8152,2026-12-05,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,23588,M,315,0,7,5,12,Conforming,Approved,Approved,Approved - First Pass,2026-12-06 17:46:10.723,—,Carlos Mendes
LOTE-M-INJ-001-5890,WO-8153,2026-12-06,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,14960,M,315,2,0,3,5,Conforming,Rejected,Approved,Approved - Released on Deviation,2026-12-07 15:07:13.285,—,Beatriz Costa
