ComplaintId,Date,CustomerId,ProductFamily,Process,ProductId,WorkOrder,LotId,DefectType,Severity,QtyAffected,Status,ResolutionDate,SalesOrderId
CC-20155,2026-12-04,CUST-007,Cap,Injection Molding,TR-002-PP-PCR-24410,WO-8955,2647122020895574,Torque Too High,Major,4,Open,,SO-15983
CC-20156,2026-12-27,CUST-012,Cap,INJECTION MOLDING,TR-002-PP-24410,WO-8998,2651122020899818,Wrong Product Shipped,Major,35,Open,,SO-16010
CC-20157,2025-08-10,CUST-007,Cap,Injection Molding,TR-001-PETG-24410,WO-9050,2529632030905028,Missing or Illegible Label,Minor,71,Closed,2025-08-30,SO-16045
CC-20158,2026-07-26,CUST-001,Cap,Injection Molding,TR-003-PP-24415,WO-9586,2629132030958669,Cap Back-off (Reopens After Closing / Torque Retention Failure),Major,55,Open,,SO-16423
CC-20159,2026-09-04,CUST-014,Cap,Injection Molding,TR-003-PETG-24415,WO-9639,2634112030963923,Missing or Illegible Label,Critical,232,Closed,2026-09-29,SO-16467
CC-20160,2026-11-05,CUST-006,Cap,Injection Molding,TR-003-HDPE-24415,WO-9730,2642612030973015,Cap Back-off (Reopens After Closing / Torque Retention Failure),Major,259,Open,,SO-16525
CC-20161,2025-08-07,CUST-004,Cap,Injection Molding,TF-007-PP-28410,WO-9856,2529112040985620,Cap Back-off (Reopens After Closing / Torque Retention Failure),Major,92,Closed,2025-08-28,SO-16600
CC-20162,2025-09-18,CUST-001,Cap,Injection Molding,TR-004-HDPE-28410,WO-9929,2536122040992993,Torque Too Low,Major,216,Open,,SO-16633
CC-20163,2025-09-25,CUST-004,Cap,Injection Molding,TR-004-PETG-28410,WO-9937,2536622040993702,Short Shipment (Quantity Shortfall),Critical,28,Closed,2025-10-01,SO-16636
CC-20164,2025-10-27,CUST-014,Cap,Injection Molding,TR-004-PP-28410,WO-9984,2541312040998449,Torque Too Low,Critical,40,Closed,2025-11-29,SO-16651
CC-20165,2025-12-14,CUST-002,Cap,Injection Molding,TF-007-PP-PCR-28410,WO-10066,2549332041006632,Late Delivery,Minor,106,Closed,2026-01-09,SO-16687
CC-20166,2026-01-29,CUST-008,Cap,Injection Molding,TR-004-PP-PCR-28410,WO-10119,2602332041011985,Missing or Illegible Label,Minor,225,Closed,2026-02-25,SO-16701
CC-20167,2026-01-23,CUST-001,Cap,Injection Molding,TR-004-PP-PCR-28410,WO-10124,2602622041012490,Incorrect Color,Major,60,Closed,2026-02-22,SO-16706
CC-20168,2026-04-25,CUST-003,Cap,Injection Molding,TR-004-PETG-28410,WO-10246,2614422041024614,Incorrect Color,Minor,109,Closed,2026-05-27,SO-16736
CC-20169,2026-11-23,CUST-002,Cap,Injection Molding,TF-007-PP-28410,WO-10563,2644622041056334,Incorrect Color,Major,27,Closed,2026-12-05,SO-16787
CC-20170,2025-11-10,CUST-001,Cap,Injection Molding,TF-008-HDPE-28410,WO-10824,2543212051082472,Broken/Cracked Cap,Major,81,Closed,2025-12-12,SO-16958
CC-20171,2026-04-09,CUST-001,Cap,Injection Molding,TF-005-HDPE-24410,WO-11051,2613332051105102,Short Shipment (Quantity Shortfall),Minor,10,Closed,2026-04-12,SO-17135
CC-20172,2026-05-05,CUST-005,Cap,Injection Molding,TF-008-PP-PCR-28410,WO-11077,2615712051107728,Wrong Product Shipped,Major,101,Closed,2026-06-07,SO-17156
CC-20173,2026-06-26,CUST-003,Cap,Injection Molding,TF-008-PP-28410,WO-11172,2625232051117224,Wrong Product Shipped,Major,32,Open,,SO-17229
CC-20174,2026-08-24,CUST-008,Cap,INJECTION MOLDING,TF-005-PP-PCR-24410,WO-11238,2631322051123890,Wrong Product Shipped,Major,43,Closed,2026-09-06,SO-17284
CC-20175,2026-10-21,CUST-014,Cap,Injection Molding,TF-005-PP-PCR-24410,WO-11328,2640312051132881,Short Shipment (Quantity Shortfall),Minor,28,Closed,2026-10-26,SO-17351
CC-20176,2025-09-27,CUST-002,Cap,Injection Molding,TF-006-PP-PCR-24415,WO-11573,2537512061157311,Torque Too High,Critical,25,Closed,2025-10-07,SO-17503
CC-20177,2026-01-24,CUST-002,Cap,  Injection Molding  ,TF-009-HDPE-28415,WO-11738,2601422061173877,Incorrect Color,Major,74,Closed,2026-02-21,SO-17632
CC-20178,2026-05-01,CUST-004,Cap,Injection Molding,TF-009-HDPE-28415,WO-11882,2615432061188223,Wrong Product Shipped,Minor,77,Closed,2026-05-25,SO-17733
CC-20179,2026-03-10,CUST-009,Bottle,Hot Foil Stamping,FR-005-rPET-330,WO-12960,2605135011296065,Late Delivery,Minor,14,Closed,2026-03-16,
CC-20180,2025-12-29,CUST-002,Cap,Injection Molding,TF-005-HDPE-24410,WO-10883,2549132051088332,Wrong Product Shipped,Major,30,Closed,2026-01-22,
CC-20181,2025-12-18,CUST-012,Bottle,Hot Foil Stamping,FR-004-rPET-330,WO-13716,2544525011371679,Missing or Illegible Label,Major,11,Open,,
CC-20182,2026-01-11,CUST-010,Bottle,Hot Foil Stamping,FR-003-rPET-300,WO-13329,2552625011332901,Wrong Product Shipped,Minor,20,Closed,2026-02-09,
CC-20183,2025-12-06,CUST-013,Bottle,Blow Molding,FR-019-MDPE-750,WO-6709,2541521080670947,Wrong Product Shipped,Minor,12,Open,,
CC-20184,2026-05-29,CUST-008,Bottle,Blow Molding,FR-029-MDPE-5000,WO-3858,2619311040385862,Wrong Product Shipped,Minor,8,Closed,2026-06-27,
CC-20185,2026-03-21,CUST-004,Bottle,Hot Foil Stamping,FR-003-rPET-300,WO-13362,2609735021336295,Short Shipment (Quantity Shortfall),Minor,12,Closed,2026-04-01,
CC-20186,2026-06-07,CUST-013,Cap,Injection Molding,TR-004-HDPE-28410,WO-10299,2619512041029967,Missing or Illegible Label,Minor,34,Closed,2026-07-05,
CC-20187,2025-09-05,CUST-002,Bottle,Hot Foil Stamping,FR-029-MDPE-5000,WO-13586,2532235011358605,Short Shipment (Quantity Shortfall),Minor,11,Closed,2025-10-02,
CC-20188,2026-04-10,CUST-008,Bottle,Screen Printing,FR-027-HDPE-5000,WO-14539,2610524011453929,Missing or Illegible Label,Major,18,Closed,2026-04-16,
CC-20189,2025-08-16,CUST-007,Bottle,Blow Molding,FR-009-rPET-350,WO-2649,2531121030264943,Late Delivery,Major,8,Open,,
CC-20190,2026-09-17,CUST-013,Bottle,Blow Molding,FR-029-MDPE-5000,WO-4036,2636621040403642,Missing or Illegible Label,Minor,32,Closed,2026-10-04,
CC-20191,2026-10-25,CUST-001,Bottle,Screen Printing,FR-016-HDPE-600,WO-16002,2638234011600235,Missing or Illegible Label,Major,6,Closed,2026-11-08,
CC-20192,2026-04-01,CUST-008,Bottle,Hot Foil Stamping,FR-017-rPET-600,WO-15478,2609125021547807,Short Shipment (Quantity Shortfall),Minor,4,Closed,2026-04-27,
CC-20193,2026-05-20,CUST-005,Cap,Injection Molding,TR-002-PP-24410,WO-8619,2615512020861935,Wrong Product Shipped,Major,17,Open,,
CC-20194,2026-11-06,CUST-003,Bottle,Blow Molding,FR-007-PETG-350,WO-1690,2642521010169097,Wrong Product Shipped,Minor,8,Closed,2026-12-03,
CC-20195,2026-02-25,CUST-007,Bottle,  Blow Molding  ,FR-013-HDPE-500,WO-4519,2608531050451921,Late Delivery,Minor,9,Closed,2026-03-13,
CC-20196,2025-08-06,CUST-012,Bottle,Hot Foil Stamping,FR-018-PETG-600,WO-14836,2531425021483631,Late Delivery,Major,32,Closed,2025-09-04,
CC-20197,2026-11-17,CUST-014,Bottle,Blow Molding,FR-029-MDPE-5000,WO-4109,2644211040410916,Short Shipment (Quantity Shortfall),Major,28,Closed,2026-12-12,
CC-20198,2025-12-18,CUST-012,Cap,Injection Molding,TR-004-PETG-28410,WO-10079,2550412041007945,Short Shipment (Quantity Shortfall),Minor,18,Closed,2025-12-21,
CC-20199,2026-01-25,CUST-007,Bottle,Blow Molding,FR-003-rPET-300,WO-2889,2602631030288985,Missing or Illegible Label,Minor,25,Closed,2026-02-04,
CC-20200,2026-07-20,CUST-012,Bottle,Hot Foil Stamping,FR-019-HDPE-600,WO-15934,2626235021593417,Missing or Illegible Label,Minor,35,Open,,
CC-20201,2026-07-23,CUST-011,Cap,Injection Molding,TR-001-HDPE-24410,WO-9564,2627122030956447,Short Shipment (Quantity Shortfall),Minor,30,Open,,
CC-20202,2026-05-08,CUST-005,Bottle,Blow Molding,FR-008-HDPE-PCR-350,WO-2248,2618321020224848,Wrong Product Shipped,Minor,1,Closed,2026-05-31,
CC-20203,2026-05-18,CUST-009,Bottle,Screen Printing,FR-007-PETG-350,WO-12588,2620224011258886,Short Shipment (Quantity Shortfall),Minor,13,Closed,2026-06-05,
CC-20204,2026-05-14,CUST-001,Bottle,Blow Molding,FR-002-HDPE-PCR-300,WO-6126,2611711070612682,Short Shipment (Quantity Shortfall),Major,39,Open,,
CC-20205,2026-10-24,CUST-013,Bottle,Blow Molding,FR-019-PP-750,WO-7230,2640311080723073,Missing or Illegible Label,Minor,15,Closed,2026-10-28,
CC-20206,2026-12-27,CUST-008,Bottle,Blow Molding,FR-018-PET-600,WO-5725,2651131060572584,Missing or Illegible Label,Minor,12,Closed,2027-01-06,
CC-20207,2026-11-22,CUST-013,Bottle,Blow Molding,FR-002-HDPE-PCR-300,WO-2523,2645311020252326,Late Delivery,Minor,38,Open,,
CC-20208,2026-09-02,CUST-017,Bottle,Blow Molding,FP-032-PP-PG-100,,,Weight Out of Specification,Major,40,Closed,2026-09-20,
CC-20209,2026-11-18,CUST-018,Cap,Injection Molding,TE-012-PP-PG-24410,,,Tamper Band Separation,Critical,15,Open,,
