PrintLot,ProductBatch,SourceBottleWorkOrder,WorkOrder,ProductionDate,Shift,MachineId,PrintToolId,BottleId,ColorCount,ColorsUsed,Characteristic,Class,AQL,Standard,InspectionLevel,Frequency,Equipment,LotSize,CodeLetter,SampleSize,AcceptanceNumber,RejectionNumber,DefectsFound,LotDecision,InspectionDateTime,Inspector
LOTE-SK-M-SOP-027-3783,LOTE-M-SOP-027-3783,WO-4277,WO-14385,2025-08-27,SHIFT 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-002,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,870,L,200,5,6,0,Approved,2025-08-27 19:13:34.425,Diogo Ferreira
LOTE-SK-M-SOP-027-3783,LOTE-M-SOP-027-3783,WO-4277,WO-14385,2025-08-27,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-002,Coverage,Major,0.65,ISO 2859-1,II,Every 30 min,D65 Light Booth,870,L,200,5,6,0,Approved,2025-08-27 19:14:28.978,Carlos Mendes
LOTE-SK-M-SOP-027-3783,LOTE-M-SOP-027-3783,WO-4277,WO-14385,2025-08-27,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-002,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,870,L,200,10,11,3,Approved,2025-08-27 19:36:30.790,Diogo Ferreira
LOTE-SK-M-SOP-027-3783,LOTE-M-SOP-027-3783,WO-4277,WO-14385,2025-08-27,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-002,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),870,L,200,0,1,0,Approved,2025-08-27 20:02:02.549,Beatriz Costa
LOTE-SK-M-SOP-027-3783,LOTE-M-SOP-027-3783,WO-4278,WO-14386,2025-08-28,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-007,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,300,L,200,10,11,2,Approved,2025-08-28 12:49:42.301,Elena Santos
LOTE-SK-M-SOP-027-3783,LOTE-M-SOP-027-3783,WO-4278,WO-14386,2025-08-28,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-007,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),300,L,200,0,1,0,Approved,2025-08-28 12:17:08.440,Elena Santos
LOTE-SK-M-SOP-027-3783,LOTE-M-SOP-027-3783,WO-4278,WO-14386,2025-08-28,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-007,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,300,L,200,0,1,0,Approved,2025-08-28 13:06:58.585,Ana Silva
LOTE-SK-M-SOP-013-3786,LOTE-M-SOP-013-3786,WO-4282,WO-14388,2025-08-30,Shift 3,SS-002,SK-FR-013-HDPE-500-3C,FR-013-HDPE-500,3,"COR-002, COR-007, COR-001",Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,4677,L,200,5,6,0,Approved,2025-08-31 07:13:56.960,Beatriz Costa
LOTE-SK-M-SOP-013-3786,LOTE-M-SOP-013-3786,WO-4282,WO-14388,2025-08-30,Shift 3,SS-002,SK-FR-013-HDPE-500-3C,FR-013-HDPE-500,3,"COR-002, COR-007, COR-001",Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,4677,L,200,5,6,0,Approved,2025-08-31 06:48:12.760,Carlos Mendes
LOTE-SK-M-SOP-013-3786,LOTE-M-SOP-013-3786,WO-4282,WO-14388,2025-08-30,Shift 3,SS-002,SK-FR-013-HDPE-500-3C,FR-013-HDPE-500,3,"COR-002, COR-007, COR-001",Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,4677,L,200,10,11,0,Approved,2025-08-30 23:50:02.692,Diogo Ferreira
LOTE-SK-M-SOP-013-3786,LOTE-M-SOP-013-3786,WO-4282,WO-14388,2025-08-30,Shift 3,SS-002,SK-FR-013-HDPE-500-3C,FR-013-HDPE-500,3,"COR-002, COR-007, COR-001",Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,4677,L,200,10,11,1,Approved,2025-08-30 23:52:27.013,Elena Santos
LOTE-SK-M-SOP-013-3786,LOTE-M-SOP-013-3786,WO-4282,WO-14388,2025-08-30,Shift 3,SS-002,SK-FR-013-HDPE-500-3C,FR-013-HDPE-500,3,"COR-002, COR-007, COR-001",Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,4677,L,200,0,1,0,Approved,2025-08-31 02:51:33.811,Ana Silva
LOTE-SK-M-SOP-013-3786,LOTE-M-SOP-013-3786,WO-4283,WO-14389,2025-08-31,SHIFT 1,SS-002,SK-FR-013-HDPE-500-3C,FR-013-HDPE-500,3,"COR-003, COR-004, COR-006",Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,9147,L,200,10,11,1,Approved,2025-08-31 22:08:55.668,Diogo Ferreira
LOTE-SK-M-SOP-013-3786,LOTE-M-SOP-013-3786,WO-4283,WO-14389,2025-08-31,Shift 1,SS-002,SK-FR-013-HDPE-500-3C,FR-013-HDPE-500,3,"COR-003, COR-004, COR-006",Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,9147,L,200,10,11,0,Approved,2025-08-31 23:10:08.191,Beatriz Costa
LOTE-SK-M-SOP-013-3786,LOTE-M-SOP-013-3786,WO-4283,WO-14389,2025-08-31,Shift 1,SS-002,SK-FR-013-HDPE-500-3C,FR-013-HDPE-500,3,"COR-003, COR-004, COR-006",Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,9147,L,200,10,11,0,Approved,2025-08-31 14:55:09.401,Elena Santos
LOTE-SK-M-SOP-013-3786,LOTE-M-SOP-013-3786,WO-4283,WO-14389,2025-08-31,Shift 1,SS-002,SK-FR-013-HDPE-500-3C,FR-013-HDPE-500,3,"COR-003, COR-004, COR-006",Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),9147,L,200,0,1,0,Approved,2025-08-31 13:17:08.971,Diogo Ferreira
LOTE-SK-M-SOP-013-3786,LOTE-M-SOP-013-3786,WO-4283,WO-14389,2025-08-31,Shift 1,SS-002,SK-FR-013-HDPE-500-3C,FR-013-HDPE-500,3,"COR-003, COR-004, COR-006",Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,9147,L,200,0,1,0,Approved,2025-08-31 09:35:22.876,Beatriz Costa
LOTE-SK-M-SOP-027-3787,LOTE-M-SOP-027-3787,WO-4284,WO-14390,2025-09-01,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-008,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,749,L,200,5,6,0,Approved,2025-09-01 19:03:54.660,Carlos Mendes
LOTE-SK-M-SOP-027-3787,LOTE-M-SOP-027-3787,WO-4284,WO-14390,2025-09-01,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-008,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,749,L,200,5,6,0,Approved,2025-09-01 19:50:57.178,Ana Silva
LOTE-SK-M-SOP-027-3787,LOTE-M-SOP-027-3787,WO-4284,WO-14390,2025-09-01,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-008,Coverage,Major,0.65,ISO 2859-1,II,Every 30 min,D65 Light Booth,749,L,200,5,6,2,Approved,2025-09-01 19:21:00.789,Elena Santos
LOTE-SK-M-SOP-027-3787,LOTE-M-SOP-027-3787,WO-4284,WO-14390,2025-09-01,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-008,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,749,L,200,10,11,5,Approved,2025-09-01 19:11:37.727,Diogo Ferreira
LOTE-SK-M-SOP-027-3787,LOTE-M-SOP-027-3787,WO-4284,WO-14390,2025-09-01,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-008,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,749,L,200,10,11,4,Approved,2025-09-01 18:45:58.171,Carlos Mendes
LOTE-SK-M-SOP-027-3787,LOTE-M-SOP-027-3787,WO-4284,WO-14390,2025-09-01,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-008,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),749,L,200,0,1,0,Approved,2025-09-01 19:56:24.764,Diogo Ferreira
LOTE-SK-M-SOP-027-3787,LOTE-M-SOP-027-3787,WO-4284,WO-14390,2025-09-01,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-008,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,749,L,200,0,1,0,Approved,2025-09-01 19:05:50.471,Diogo Ferreira
LOTE-SK-M-SOP-027-3788,LOTE-M-SOP-027-3788,WO-4285,WO-14391,2025-09-02,  Shift 1  ,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,453,L,200,5,6,0,Approved,2025-09-02 10:57:54.963,Carlos Mendes
LOTE-SK-M-SOP-027-3788,LOTE-M-SOP-027-3788,WO-4285,WO-14391,2025-09-02,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,453,L,200,5,6,0,Approved,2025-09-02 10:56:21.026,Beatriz Costa
LOTE-SK-M-SOP-027-3788,LOTE-M-SOP-027-3788,WO-4285,WO-14391,2025-09-02,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,453,L,200,10,11,4,Approved,2025-09-02 10:58:01.983,Diogo Ferreira
LOTE-SK-M-SOP-027-3788,LOTE-M-SOP-027-3788,WO-4285,WO-14391,2025-09-02,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,453,L,200,10,11,1,Approved,2025-09-02 11:06:52.427,Elena Santos
LOTE-SK-M-SOP-027-3788,LOTE-M-SOP-027-3788,WO-4285,WO-14391,2025-09-02,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),453,L,200,0,1,0,Approved,2025-09-02 12:31:04.266,Diogo Ferreira
LOTE-SK-M-SOP-027-3788,LOTE-M-SOP-027-3788,WO-4285,WO-14391,2025-09-02,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,453,L,200,0,1,0,Approved,2025-09-02 11:18:31.116,Elena Santos
LOTE-SK-M-SOP-027-3789,LOTE-M-SOP-027-3789,WO-4286,WO-14392,2025-09-02,Shift 2,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,659,L,200,10,11,2,Approved,2025-09-02 23:23:41.099,Carlos Mendes
LOTE-SK-M-SOP-027-3789,LOTE-M-SOP-027-3789,WO-4286,WO-14392,2025-09-02,Shift 2,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,659,L,200,10,11,3,Approved,2025-09-02 22:33:45.241,Beatriz Costa
LOTE-SK-M-SOP-027-3789,LOTE-M-SOP-027-3789,WO-4286,WO-14392,2025-09-02,Shift 2,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,659,L,200,10,11,0,Approved,2025-09-02 22:00:07.633,Ana Silva
LOTE-SK-M-SOP-027-3789,LOTE-M-SOP-027-3789,WO-4286,WO-14392,2025-09-02,Shift 2,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),659,L,200,0,1,0,Approved,2025-09-02 22:35:57.127,Ana Silva
LOTE-SK-M-SOP-027-3789,LOTE-M-SOP-027-3789,WO-4286,WO-14392,2025-09-02,Shift 2,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,659,L,200,0,1,0,Approved,2025-09-02 22:36:30.237,Elena Santos
LOTE-SK-M-SOP-027-3789,LOTE-M-SOP-027-3789,WO-4287,WO-14393,2025-09-03,Shift 1,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-004,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,370,L,200,5,6,0,Approved,2025-09-03 14:00:45.270,Beatriz Costa
LOTE-SK-M-SOP-027-3789,LOTE-M-SOP-027-3789,WO-4287,WO-14393,2025-09-03,SHIFT 1,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-004,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,370,L,200,10,11,3,Approved,2025-09-03 14:16:58.222,Elena Santos
LOTE-SK-M-SOP-027-3789,LOTE-M-SOP-027-3789,WO-4287,WO-14393,2025-09-03,Shift 1,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-004,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,370,L,200,10,11,0,Approved,2025-09-03 14:22:07.851,Carlos Mendes
LOTE-SK-M-SOP-027-3789,LOTE-M-SOP-027-3789,WO-4287,WO-14393,2025-09-03,Shift 1,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-004,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,370,L,200,10,11,1,Approved,2025-09-03 14:14:32.709,Ana Silva
LOTE-SK-M-SOP-027-3791,LOTE-M-SOP-027-3791,WO-4289,WO-14394,2025-09-04,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-002,Coverage,Major,0.65,ISO 2859-1,II,Every 30 min,D65 Light Booth,143,L,200,5,6,0,Approved,2025-09-04 20:33:20.822,Carlos Mendes
LOTE-SK-M-SOP-027-3791,LOTE-M-SOP-027-3791,WO-4289,WO-14394,2025-09-04,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-002,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,143,L,200,10,11,0,Approved,2025-09-04 18:53:27.572,Elena Santos
LOTE-SK-M-SOP-027-3791,LOTE-M-SOP-027-3791,WO-4289,WO-14394,2025-09-04,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-002,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,143,L,200,10,11,2,Approved,2025-09-04 19:59:44.420,Ana Silva
LOTE-SK-M-SOP-027-3791,LOTE-M-SOP-027-3791,WO-4289,WO-14394,2025-09-04,SHIFT 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-002,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),143,L,200,0,1,0,Approved,2025-09-04 19:04:33.853,Ana Silva
LOTE-SK-M-SOP-027-3791,LOTE-M-SOP-027-3791,WO-4289,WO-14394,2025-09-04,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-002,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,143,L,200,0,1,0,Approved,2025-09-04 21:48:02.921,Beatriz Costa
LOTE-SK-M-SOP-027-3791,LOTE-M-SOP-027-3791,WO-4290,WO-14395,2025-09-05,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-003,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,535,L,200,5,6,0,Approved,2025-09-05 19:54:00.489,Elena Santos
LOTE-SK-M-SOP-027-3791,LOTE-M-SOP-027-3791,WO-4290,WO-14395,2025-09-05,Shift 2,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-003,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,535,L,200,5,6,0,Approved,2025-09-05 19:49:18.552,Elena Santos
LOTE-SK-M-SOP-027-3795,LOTE-M-SOP-027-3795,WO-4296,WO-14398,2025-09-10,Shift 3,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-005,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,512,L,200,5,6,1,Approved,2025-09-10 03:15:15.469,Beatriz Costa
LOTE-SK-M-SOP-027-3795,LOTE-M-SOP-027-3795,WO-4296,WO-14398,2025-09-10,Shift 3,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-005,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,512,L,200,5,6,0,Approved,2025-09-10 02:32:49.635,Elena Santos
LOTE-SK-M-SOP-027-3795,LOTE-M-SOP-027-3795,WO-4296,WO-14398,2025-09-10,Shift 3,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-005,Coverage,Major,0.65,ISO 2859-1,II,Every 30 min,D65 Light Booth,512,L,200,5,6,0,Approved,2025-09-10 03:04:38.068,Carlos Mendes
LOTE-SK-M-SOP-027-3795,LOTE-M-SOP-027-3795,WO-4296,WO-14398,2025-09-10,Shift 3,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-005,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,512,L,200,10,11,1,Approved,2025-09-10 03:04:56.151,Elena Santos
LOTE-SK-M-SOP-013-3796,LOTE-M-SOP-013-3796,WO-4297,WO-14399,2025-09-11,Shift 2,SS-002,SK-FR-013-PP-500-1C,FR-013-PP-500,1,COR-002,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,1963,L,200,5,6,0,Approved,2025-09-11 18:05:14.527,Diogo Ferreira
LOTE-SK-M-SOP-013-3796,LOTE-M-SOP-013-3796,WO-4297,WO-14399,2025-09-11,Shift 2,SS-002,SK-FR-013-PP-500-1C,FR-013-PP-500,1,COR-002,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,1963,L,200,5,6,0,Approved,2025-09-11 15:00:31.492,Beatriz Costa
LOTE-SK-M-SOP-013-3796,LOTE-M-SOP-013-3796,WO-4297,WO-14399,2025-09-11,Shift 2,SS-002,SK-FR-013-PP-500-1C,FR-013-PP-500,1,COR-002,Coverage,Major,0.65,ISO 2859-1,II,Every 30 min,D65 Light Booth,1963,L,200,5,6,0,Approved,2025-09-11 19:26:36.624,Ana Silva
LOTE-SK-M-SOP-013-3796,LOTE-M-SOP-013-3796,WO-4297,WO-14399,2025-09-11,Shift 2,SS-002,SK-FR-013-PP-500-1C,FR-013-PP-500,1,COR-002,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,1963,L,200,10,11,2,Approved,2025-09-11 19:13:26.450,Diogo Ferreira
LOTE-SK-M-SOP-013-3796,LOTE-M-SOP-013-3796,WO-4297,WO-14399,2025-09-11,Shift 2,SS-002,SK-FR-013-PP-500-1C,FR-013-PP-500,1,COR-002,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,1963,L,200,10,11,1,Approved,2025-09-11 15:09:24.372,Beatriz Costa
LOTE-SK-M-SOP-013-3796,LOTE-M-SOP-013-3796,WO-4297,WO-14399,2025-09-11,SHIFT 2,SS-002,SK-FR-013-PP-500-1C,FR-013-PP-500,1,COR-002,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,1963,L,200,10,11,5,Approved,2025-09-11 15:24:48.386,Beatriz Costa
LOTE-SK-M-SOP-027-3797,LOTE-M-SOP-027-3797,WO-4298,WO-14400,2025-09-12,Shift 1,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,688,L,200,5,6,0,Approved,2025-09-12 10:01:07.588,Diogo Ferreira
LOTE-SK-M-SOP-027-3797,LOTE-M-SOP-027-3797,WO-4298,WO-14400,2025-09-12,Shift 1,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-001,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,688,L,200,10,11,1,Approved,2025-09-12 11:11:22.445,Carlos Mendes
LOTE-SK-M-SOP-027-3797,LOTE-M-SOP-027-3797,WO-4299,WO-14401,2025-09-13,Shift 3,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-007,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,279,L,200,5,6,0,Approved,2025-09-13 04:31:58.770,Elena Santos
LOTE-SK-M-SOP-027-3797,LOTE-M-SOP-027-3797,WO-4299,WO-14401,2025-09-13,shift 3,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-007,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,279,L,200,10,11,2,Approved,2025-09-13 04:34:52.159,Ana Silva
LOTE-SK-M-SOP-027-3797,LOTE-M-SOP-027-3797,WO-4299,WO-14401,2025-09-13,Shift 3,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-007,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,279,L,200,10,11,1,Approved,2025-09-13 05:27:05.150,Beatriz Costa
LOTE-SK-M-SOP-027-3797,LOTE-M-SOP-027-3797,WO-4299,WO-14401,2025-09-13,Shift 3,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-007,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,279,L,200,10,11,1,Approved,2025-09-13 05:25:28.509,Diogo Ferreira
LOTE-SK-M-SOP-027-3797,LOTE-M-SOP-027-3797,WO-4299,WO-14401,2025-09-13,Shift 3,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-007,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),279,L,200,0,1,0,Approved,2025-09-13 04:32:16.003,Carlos Mendes
LOTE-SK-M-SOP-027-3797,LOTE-M-SOP-027-3797,WO-4299,WO-14401,2025-09-13,Shift 3,SS-002,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-007,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,279,L,200,0,1,0,Approved,2025-09-13 04:57:22.963,Diogo Ferreira
LOTE-SK-M-SOP-027-3799,LOTE-M-SOP-027-3799,WO-4301,WO-14403,2025-09-14,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-004,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,394,L,200,5,6,0,Approved,2025-09-14 11:47:17.533,Diogo Ferreira
LOTE-SK-M-SOP-027-3799,LOTE-M-SOP-027-3799,WO-4301,WO-14403,2025-09-14,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-004,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,394,L,200,5,6,0,Approved,2025-09-14 12:01:45.830,Carlos Mendes
LOTE-SK-M-SOP-027-3799,LOTE-M-SOP-027-3799,WO-4301,WO-14403,2025-09-14,  Shift 1  ,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-004,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,394,L,200,10,11,3,Approved,2025-09-14 12:09:16.706,Beatriz Costa
LOTE-SK-M-SOP-027-3799,LOTE-M-SOP-027-3799,WO-4301,WO-14403,2025-09-14,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-004,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,394,L,200,10,11,1,Approved,2025-09-14 11:44:12.327,Diogo Ferreira
LOTE-SK-M-SOP-027-3799,LOTE-M-SOP-027-3799,WO-4301,WO-14403,2025-09-14,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-004,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,394,L,200,10,11,0,Approved,2025-09-14 12:18:20.086,Carlos Mendes
LOTE-SK-M-SOP-027-3799,LOTE-M-SOP-027-3799,WO-4301,WO-14403,2025-09-14,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-004,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),394,L,200,0,1,0,Approved,2025-09-14 11:47:37.125,Carlos Mendes
LOTE-SK-M-SOP-027-3799,LOTE-M-SOP-027-3799,WO-4302,WO-14404,2025-09-15,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-005,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,808,L,200,5,6,0,Approved,2025-09-15 09:47:51.000,Beatriz Costa
LOTE-SK-M-SOP-027-3799,LOTE-M-SOP-027-3799,WO-4302,WO-14404,2025-09-15,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-005,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,808,L,200,10,11,0,Approved,2025-09-15 08:59:24.990,Ana Silva
LOTE-SK-M-SOP-027-3799,LOTE-M-SOP-027-3799,WO-4302,WO-14404,2025-09-15,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-005,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,808,L,200,10,11,1,Approved,2025-09-15 09:08:27.563,Ana Silva
LOTE-SK-M-SOP-027-3799,LOTE-M-SOP-027-3799,WO-4302,WO-14404,2025-09-15,Shift 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-005,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,808,L,200,10,11,2,Approved,2025-09-15 09:21:32.170,Beatriz Costa
LOTE-SK-M-SOP-027-3799,LOTE-M-SOP-027-3799,WO-4302,WO-14404,2025-09-15,SHIFT 1,SS-001,SK-FR-027-HDPE-5000-1C,FR-027-HDPE-5000,1,COR-005,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),808,L,200,0,1,0,Approved,2025-09-15 09:32:35.131,Carlos Mendes
