ProductBatch,WorkOrder,ProductionDate,MachineId,MoldId,BottleId,Material,Characteristic,Class,AQL,Standard,InspectionLevel,LotSize,CodeLetter,SampleSize,AcceptanceNumber,RejectionNumber,DefectsFound,LotDecision,InspectionDateTime,Inspector
LOTE-M-SOP-007-2302,WO-1554,2026-07-16,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Color,Minor,1.5,ISO 2859-1,II,7160,L,200,10,11,4,Approved,2026-07-17 12:06:36.929,Carlos Mendes
LOTE-M-SOP-001-2303,WO-1555,2026-07-17,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Flash,Major,0.65,ISO 2859-1,II,5719,L,200,5,6,0,Approved,2026-07-18 00:56:38.746,Ana Silva
LOTE-M-SOP-001-2303,WO-1555,2026-07-17,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Bubbles,Major,0.65,ISO 2859-1,II,5719,L,200,5,6,1,Approved,2026-07-18 00:36:20.292,Beatriz Costa
LOTE-M-SOP-001-2303,WO-1555,2026-07-17,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Stain,Minor,1.5,ISO 2859-1,II,5719,L,200,10,11,2,Approved,2026-07-18 00:45:27.597,Diogo Ferreira
LOTE-M-SOP-001-2303,WO-1555,2026-07-17,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Transparency,Minor,1.5,ISO 2859-1,II,5719,L,200,10,11,6,Approved,2026-07-18 01:13:06.080,Ana Silva
LOTE-M-SOP-001-2303,WO-1555,2026-07-17,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Color,Minor,1.5,ISO 2859-1,II,5719,L,200,10,11,1,Approved,2026-07-18 00:50:25.673,Diogo Ferreira
LOTE-M-SOP-001-2303,WO-1556,2026-07-18,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Flash,Major,0.65,ISO 2859-1,II,8079,L,200,5,6,1,Approved,2026-07-18 10:09:38.708,Elena Santos
LOTE-M-SOP-001-2303,WO-1556,2026-07-18,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Bubbles,Major,0.65,ISO 2859-1,II,8079,L,200,5,6,2,Approved,2026-07-18 16:47:02.281,Beatriz Costa
LOTE-M-SOP-001-2303,WO-1556,2026-07-18,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Stain,Minor,1.5,ISO 2859-1,II,8079,L,200,10,11,4,Approved,2026-07-18 09:51:30.207,Carlos Mendes
LOTE-M-SOP-001-2303,WO-1556,2026-07-18,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Transparency,Minor,1.5,ISO 2859-1,II,8079,L,200,10,11,1,Approved,2026-07-18 11:44:37.995,Ana Silva
LOTE-M-SOP-001-2303,WO-1556,2026-07-18,ISBM-001,M-SOP-001,FR-001-rPET-300,rPET,Color,Minor,1.5,ISO 2859-1,II,8079,L,200,10,11,3,Approved,2026-07-18 08:35:07.043,Beatriz Costa
LOTE-M-SOP-007-2304,WO-1557,2026-07-18,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Stain,Minor,1.5,ISO 2859-1,II,3797,L,200,10,11,4,Approved,2026-07-19 00:28:25.775,Beatriz Costa
LOTE-M-SOP-007-2304,WO-1557,2026-07-18,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Transparency,Minor,1.5,ISO 2859-1,II,3797,L,200,10,11,1,Approved,2026-07-18 21:35:27.095,Elena Santos
LOTE-M-SOP-007-2304,WO-1557,2026-07-18,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Burr,Major,0.65,ISO 2859-1,II,3797,L,200,5,6,1,Approved,2026-07-19 05:28:25.575,Carlos Mendes
LOTE-M-SOP-007-2305,WO-1558,2026-07-19,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Flash,Major,0.65,ISO 2859-1,II,7275,L,200,5,6,1,Approved,2026-07-19 13:50:05.308,Carlos Mendes
LOTE-M-SOP-007-2305,WO-1558,2026-07-19,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Black Specks,Minor,1.5,ISO 2859-1,II,7275,L,200,10,11,4,Approved,2026-07-19 12:21:14.119,Elena Santos
LOTE-M-SOP-007-2305,WO-1558,2026-07-19,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Stain,Minor,1.5,ISO 2859-1,II,7275,L,200,10,11,1,Approved,2026-07-19 10:44:45.445,Beatriz Costa
LOTE-M-SOP-007-2305,WO-1558,2026-07-19,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Color,Minor,1.5,ISO 2859-1,II,7275,L,200,10,11,0,Approved,2026-07-19 18:51:07.657,Elena Santos
LOTE-M-SOP-007-2305,WO-1558,2026-07-19,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Burr,Major,0.65,ISO 2859-1,II,7275,L,200,5,6,0,Approved,2026-07-19 08:42:19.256,Ana Silva
LOTE-M-SOP-007-2305,WO-1559,2026-07-19,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Flash,Major,0.65,ISO 2859-1,II,5370,L,200,5,6,2,Approved,2026-07-19 20:20:45.207,Elena Santos
LOTE-M-SOP-007-2305,WO-1559,2026-07-19,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Black Specks,Minor,1.5,ISO 2859-1,II,5370,L,200,10,11,3,Approved,2026-07-20 03:57:04.480,Elena Santos
LOTE-M-SOP-007-2305,WO-1559,2026-07-19,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Transparency,Minor,1.5,ISO 2859-1,II,5370,L,200,10,11,3,Approved,2026-07-19 23:53:16.624,Carlos Mendes
LOTE-M-SOP-007-2305,WO-1560,2026-07-20,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Leakage,Critical,0.1,ISO 2859-1,II,5412,L,200,0,1,0,Approved,2026-07-20 10:54:55.578,Ana Silva
LOTE-M-SOP-007-2305,WO-1560,2026-07-20,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Bubbles,Major,0.65,ISO 2859-1,II,5412,L,200,5,6,0,Approved,2026-07-20 08:09:54.460,Carlos Mendes
LOTE-M-SOP-007-2305,WO-1560,2026-07-20,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Stain,Minor,1.5,ISO 2859-1,II,5412,L,200,10,11,3,Approved,2026-07-20 12:54:04.719,Ana Silva
LOTE-M-SOP-007-2305,WO-1560,2026-07-20,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Color,Minor,1.5,ISO 2859-1,II,5412,L,200,10,11,2,Approved,2026-07-20 16:28:58.429,Elena Santos
LOTE-M-SOP-007-2305,WO-1560,2026-07-20,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Burr,Major,0.65,ISO 2859-1,II,5412,L,200,5,6,0,Approved,2026-07-20 08:45:18.264,Ana Silva
LOTE-M-SOP-001-2306,WO-1561,2026-07-20,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Leakage,Critical,0.1,ISO 2859-1,II,7600,L,200,0,1,1,Rejected,2026-07-20 23:51:28.203,Beatriz Costa
LOTE-M-SOP-001-2306,WO-1561,2026-07-20,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Flash,Major,0.65,ISO 2859-1,II,7600,L,200,5,6,0,Approved,2026-07-21 00:07:09.077,Diogo Ferreira
LOTE-M-SOP-001-2306,WO-1561,2026-07-20,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Black Specks,Minor,1.5,ISO 2859-1,II,7600,L,200,10,11,2,Approved,2026-07-21 01:27:16.277,Ana Silva
LOTE-M-SOP-001-2306,WO-1561,2026-07-20,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Stain,Minor,1.5,ISO 2859-1,II,7600,L,200,10,11,3,Approved,2026-07-21 03:03:45.777,Elena Santos
LOTE-M-SOP-001-2306,WO-1561,2026-07-20,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Color,Minor,1.5,ISO 2859-1,II,7600,L,200,10,11,5,Approved,2026-07-21 09:16:37.212,Beatriz Costa
LOTE-M-SOP-007-2307,WO-1562,2026-07-21,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Leakage,Critical,0.1,ISO 2859-1,II,7225,L,200,0,1,1,Rejected,2026-07-21 19:00:41.282,Elena Santos
LOTE-M-SOP-007-2307,WO-1562,2026-07-21,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Black Specks,Minor,1.5,ISO 2859-1,II,7225,L,200,10,11,3,Approved,2026-07-21 18:34:36.428,Beatriz Costa
LOTE-M-SOP-007-2307,WO-1563,2026-07-22,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Flash,Major,0.65,ISO 2859-1,II,9437,L,200,5,6,2,Approved,2026-07-22 17:16:52.688,Beatriz Costa
LOTE-M-SOP-007-2307,WO-1563,2026-07-22,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Bubbles,Major,0.65,ISO 2859-1,II,9437,L,200,5,6,2,Approved,2026-07-22 19:10:31.385,Elena Santos
LOTE-M-SOP-007-2307,WO-1563,2026-07-22,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Stain,Minor,1.5,ISO 2859-1,II,9437,L,200,10,11,3,Approved,2026-07-22 10:26:47.297,Carlos Mendes
LOTE-M-SOP-007-2307,WO-1563,2026-07-22,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Transparency,Minor,1.5,ISO 2859-1,II,9437,L,200,10,11,1,Approved,2026-07-22 18:25:02.629,Beatriz Costa
LOTE-M-SOP-007-2307,WO-1564,2026-07-23,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Leakage,Critical,0.1,ISO 2859-1,II,6432,L,200,0,1,0,Approved,2026-07-23 17:53:43.169,Diogo Ferreira
LOTE-M-SOP-007-2307,WO-1564,2026-07-23,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Flash,Major,0.65,ISO 2859-1,II,6432,L,200,5,6,2,Approved,2026-07-23 08:17:55.403,Elena Santos
LOTE-M-SOP-007-2307,WO-1564,2026-07-23,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Black Specks,Minor,1.5,ISO 2859-1,II,6432,L,200,10,11,2,Approved,2026-07-23 02:52:25.849,Carlos Mendes
LOTE-M-SOP-007-2307,WO-1564,2026-07-23,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Stain,Minor,1.5,ISO 2859-1,II,6432,L,200,10,11,3,Approved,2026-07-23 05:43:53.518,Ana Silva
LOTE-M-SOP-007-2307,WO-1564,2026-07-23,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Transparency,Minor,1.5,ISO 2859-1,II,6432,L,200,10,11,1,Approved,2026-07-23 10:59:49.313,Carlos Mendes
LOTE-M-SOP-007-2307,WO-1564,2026-07-23,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Color,Minor,1.5,ISO 2859-1,II,6432,L,200,10,11,1,Approved,2026-07-23 03:10:42.908,Ana Silva
LOTE-M-SOP-007-2307,WO-1564,2026-07-23,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,HDPE-PCR,Burr,Major,0.65,ISO 2859-1,II,6432,L,200,5,6,1,Approved,2026-07-23 11:35:52.062,Beatriz Costa
LOTE-M-SOP-007-2308,WO-1565,2026-07-23,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Flash,Major,0.65,ISO 2859-1,II,6605,L,200,5,6,3,Approved,2026-07-24 02:47:48.549,Beatriz Costa
LOTE-M-SOP-007-2308,WO-1565,2026-07-23,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Bubbles,Major,0.65,ISO 2859-1,II,6605,L,200,5,6,0,Approved,2026-07-24 06:16:14.611,Carlos Mendes
LOTE-M-SOP-007-2308,WO-1565,2026-07-23,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Transparency,Minor,1.5,ISO 2859-1,II,6605,L,200,10,11,3,Approved,2026-07-24 04:24:55.629,Beatriz Costa
LOTE-M-SOP-007-2308,WO-1565,2026-07-23,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Color,Minor,1.5,ISO 2859-1,II,6605,L,200,10,11,2,Approved,2026-07-24 02:22:02.145,Diogo Ferreira
LOTE-M-SOP-007-2308,WO-1565,2026-07-23,ISBM-001,M-SOP-007,FR-007-PP-350,PP,Burr,Major,0.65,ISO 2859-1,II,6605,L,200,5,6,0,Approved,2026-07-24 03:19:56.465,Ana Silva
LOTE-M-SOP-001-2309,WO-1566,2026-07-24,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Leakage,Critical,0.1,ISO 2859-1,II,7297,L,200,0,1,0,Approved,2026-07-24 23:54:30.547,Carlos Mendes
LOTE-M-SOP-001-2309,WO-1566,2026-07-24,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Black Specks,Minor,1.5,ISO 2859-1,II,7297,L,200,10,11,2,Approved,2026-07-24 14:40:31.043,Ana Silva
LOTE-M-SOP-001-2309,WO-1566,2026-07-24,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Transparency,Minor,1.5,ISO 2859-1,II,7297,L,200,10,11,2,Approved,2026-07-25 01:19:29.753,Elena Santos
LOTE-M-SOP-001-2309,WO-1566,2026-07-24,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Color,Minor,1.5,ISO 2859-1,II,7297,L,200,10,11,3,Approved,2026-07-24 22:25:31.377,Beatriz Costa
LOTE-M-SOP-001-2309,WO-1567,2026-07-25,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Flash,Major,0.65,ISO 2859-1,II,2317,L,200,5,6,1,Approved,2026-07-25 13:02:26.658,Elena Santos
LOTE-M-SOP-001-2309,WO-1567,2026-07-25,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Bubbles,Major,0.65,ISO 2859-1,II,2317,L,200,5,6,0,Approved,2026-07-25 09:11:08.711,Diogo Ferreira
LOTE-M-SOP-001-2309,WO-1567,2026-07-25,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Color,Minor,1.5,ISO 2859-1,II,2317,L,200,10,11,1,Approved,2026-07-25 03:51:51.848,Ana Silva
LOTE-M-SOP-001-2309,WO-1567,2026-07-25,ISBM-001,M-SOP-001,FR-001-HDPE-300,HDPE,Burr,Major,0.65,ISO 2859-1,II,2317,L,200,5,6,1,Approved,2026-07-25 06:46:36.245,Ana Silva
LOTE-M-SOP-007-2310,WO-1568,2026-07-25,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Flash,Major,0.65,ISO 2859-1,II,7457,L,200,5,6,1,Approved,2026-07-25 21:38:46.267,Ana Silva
LOTE-M-SOP-007-2310,WO-1568,2026-07-25,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Color,Minor,1.5,ISO 2859-1,II,7457,L,200,10,11,4,Approved,2026-07-25 22:27:05.178,Ana Silva
LOTE-M-SOP-007-2311,WO-1569,2026-07-26,ISBM-001,M-SOP-007,FR-007-HDPE-350,HDPE,Leakage,Critical,0.1,ISO 2859-1,II,7654,L,200,0,1,0,Approved,2026-07-26 21:39:26.161,Diogo Ferreira
LOTE-M-SOP-007-2311,WO-1569,2026-07-26,ISBM-001,M-SOP-007,FR-007-HDPE-350,HDPE,Flash,Major,0.65,ISO 2859-1,II,7654,L,200,5,6,1,Approved,2026-07-27 02:21:59.766,Beatriz Costa
LOTE-M-SOP-007-2311,WO-1569,2026-07-26,ISBM-001,M-SOP-007,FR-007-HDPE-350,HDPE,Stain,Minor,1.5,ISO 2859-1,II,7654,L,200,10,11,0,Approved,2026-07-27 01:25:35.309,Beatriz Costa
LOTE-M-SOP-007-2311,WO-1569,2026-07-26,ISBM-001,M-SOP-007,FR-007-HDPE-350,HDPE,Transparency,Minor,1.5,ISO 2859-1,II,7654,L,200,10,11,0,Approved,2026-07-27 04:36:43.858,Beatriz Costa
LOTE-M-SOP-007-2311,WO-1569,2026-07-26,ISBM-001,M-SOP-007,FR-007-HDPE-350,HDPE,Color,Minor,1.5,ISO 2859-1,II,7654,L,200,10,11,1,Approved,2026-07-26 16:34:45.595,Ana Silva
LOTE-M-SOP-007-2312,WO-1570,2026-07-27,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Leakage,Critical,0.1,ISO 2859-1,II,8051,L,200,0,1,0,Approved,2026-07-27 16:56:07.045,Beatriz Costa
LOTE-M-SOP-007-2312,WO-1570,2026-07-27,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Bubbles,Major,0.65,ISO 2859-1,II,8051,L,200,5,6,2,Approved,2026-07-27 18:02:48.625,Diogo Ferreira
LOTE-M-SOP-007-2312,WO-1570,2026-07-27,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Black Specks,Minor,1.5,ISO 2859-1,II,8051,L,200,10,11,2,Approved,2026-07-27 22:25:31.004,Ana Silva
LOTE-M-SOP-007-2312,WO-1570,2026-07-27,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Stain,Minor,1.5,ISO 2859-1,II,8051,L,200,10,11,2,Approved,2026-07-27 10:20:05.607,Carlos Mendes
LOTE-M-SOP-007-2312,WO-1570,2026-07-27,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Color,Minor,1.5,ISO 2859-1,II,8051,L,200,10,11,2,Approved,2026-07-28 04:17:10.906,Carlos Mendes
LOTE-M-SOP-007-2312,WO-1570,2026-07-27,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Burr,Major,0.65,ISO 2859-1,II,8051,L,200,5,6,1,Approved,2026-07-27 10:53:04.537,Carlos Mendes
LOTE-M-SOP-007-2312,WO-1571,2026-07-28,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Leakage,Critical,0.1,ISO 2859-1,II,5922,L,200,0,1,0,Approved,2026-07-28 12:01:31.942,Elena Santos
LOTE-M-SOP-007-2312,WO-1571,2026-07-28,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Flash,Major,0.65,ISO 2859-1,II,5922,L,200,5,6,2,Approved,2026-07-28 07:11:24.709,Ana Silva
LOTE-M-SOP-007-2312,WO-1571,2026-07-28,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Bubbles,Major,0.65,ISO 2859-1,II,5922,L,200,5,6,0,Approved,2026-07-28 07:28:04.244,Beatriz Costa
LOTE-M-SOP-007-2312,WO-1571,2026-07-28,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Black Specks,Minor,1.5,ISO 2859-1,II,5922,L,200,10,11,1,Approved,2026-07-28 07:56:51.659,Elena Santos
LOTE-M-SOP-007-2312,WO-1571,2026-07-28,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Stain,Minor,1.5,ISO 2859-1,II,5922,L,200,10,11,1,Approved,2026-07-28 13:46:42.809,Diogo Ferreira
LOTE-M-SOP-007-2312,WO-1571,2026-07-28,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Color,Minor,1.5,ISO 2859-1,II,5922,L,200,10,11,0,Approved,2026-07-28 12:43:07.255,Elena Santos
LOTE-M-SOP-007-2312,WO-1571,2026-07-28,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Burr,Major,0.65,ISO 2859-1,II,5922,L,200,5,6,1,Approved,2026-07-28 06:28:05.466,Elena Santos
LOTE-M-SOP-007-2312,WO-1572,2026-07-28,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Flash,Major,0.65,ISO 2859-1,II,6136,L,200,5,6,2,Approved,2026-07-28 20:43:29.686,Diogo Ferreira
LOTE-M-SOP-007-2312,WO-1572,2026-07-28,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Black Specks,Minor,1.5,ISO 2859-1,II,6136,L,200,10,11,1,Approved,2026-07-28 22:40:06.418,Ana Silva
LOTE-M-SOP-007-2312,WO-1572,2026-07-28,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Transparency,Minor,1.5,ISO 2859-1,II,6136,L,200,10,11,3,Approved,2026-07-28 21:06:38.854,Beatriz Costa
LOTE-M-SOP-007-2313,WO-1573,2026-07-29,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Leakage,Critical,0.1,ISO 2859-1,II,12664,M,315,0,1,0,Approved,2026-07-29 13:59:53.861,Elena Santos
LOTE-M-SOP-007-2313,WO-1573,2026-07-29,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Flash,Major,0.65,ISO 2859-1,II,12664,M,315,7,8,1,Approved,2026-07-29 04:27:07.450,Carlos Mendes
LOTE-M-SOP-007-2313,WO-1573,2026-07-29,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Bubbles,Major,0.65,ISO 2859-1,II,12664,M,315,7,8,0,Approved,2026-07-29 18:28:14.985,Ana Silva
LOTE-M-SOP-007-2313,WO-1573,2026-07-29,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Black Specks,Minor,1.5,ISO 2859-1,II,12664,M,315,14,15,3,Approved,2026-07-29 23:09:29.567,Elena Santos
LOTE-M-SOP-007-2313,WO-1573,2026-07-29,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Stain,Minor,1.5,ISO 2859-1,II,12664,M,315,14,15,3,Approved,2026-07-29 17:32:45.366,Ana Silva
LOTE-M-SOP-007-2313,WO-1573,2026-07-29,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Transparency,Minor,1.5,ISO 2859-1,II,12664,M,315,14,15,3,Approved,2026-07-29 15:45:48.151,Ana Silva
LOTE-M-SOP-007-2313,WO-1573,2026-07-29,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Color,Minor,1.5,ISO 2859-1,II,12664,M,315,14,15,3,Approved,2026-07-29 19:25:13.424,Diogo Ferreira
LOTE-M-SOP-007-2313,WO-1574,2026-07-30,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Flash,Major,0.65,ISO 2859-1,II,5172,L,200,5,6,1,Approved,2026-07-30 05:19:41.657,Carlos Mendes
LOTE-M-SOP-007-2313,WO-1574,2026-07-30,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Black Specks,Minor,1.5,ISO 2859-1,II,5172,L,200,10,11,1,Approved,2026-07-30 05:22:31.871,Diogo Ferreira
LOTE-M-SOP-007-2313,WO-1574,2026-07-30,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Stain,Minor,1.5,ISO 2859-1,II,5172,L,200,10,11,0,Approved,2026-07-30 02:42:23.800,Ana Silva
LOTE-M-SOP-007-2313,WO-1574,2026-07-30,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Color,Minor,1.5,ISO 2859-1,II,5172,L,200,10,11,4,Approved,2026-07-30 03:26:04.272,Carlos Mendes
LOTE-M-SOP-007-2313,WO-1574,2026-07-30,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Burr,Major,0.65,ISO 2859-1,II,5172,L,200,5,6,0,Approved,2026-07-30 06:35:18.366,Ana Silva
LOTE-M-SOP-007-2313,WO-1575,2026-07-30,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Flash,Major,0.65,ISO 2859-1,II,7794,L,200,5,6,3,Approved,2026-07-30 21:43:26.878,Carlos Mendes
LOTE-M-SOP-007-2313,WO-1575,2026-07-30,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Black Specks,Minor,1.5,ISO 2859-1,II,7794,L,200,10,11,3,Approved,2026-07-30 21:54:25.356,Elena Santos
LOTE-M-SOP-007-2313,WO-1575,2026-07-30,ISBM-001,M-SOP-007,FR-007-PETG-350,PETG,Color,Minor,1.5,ISO 2859-1,II,7794,L,200,10,11,2,Approved,2026-07-30 19:31:53.182,Ana Silva
LOTE-M-SOP-007-2314,WO-1576,2026-07-31,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Leakage,Critical,0.1,ISO 2859-1,II,7514,L,200,0,1,0,Approved,2026-07-31 08:44:03.861,Elena Santos
LOTE-M-SOP-007-2314,WO-1576,2026-07-31,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Black Specks,Minor,1.5,ISO 2859-1,II,7514,L,200,10,11,3,Approved,2026-07-31 11:18:51.846,Ana Silva
LOTE-M-SOP-007-2314,WO-1576,2026-07-31,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Transparency,Minor,1.5,ISO 2859-1,II,7514,L,200,10,11,1,Approved,2026-07-31 04:38:18.331,Beatriz Costa
LOTE-M-SOP-007-2314,WO-1576,2026-07-31,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Color,Minor,1.5,ISO 2859-1,II,7514,L,200,10,11,1,Approved,2026-07-31 03:29:17.377,Ana Silva
LOTE-M-SOP-007-2314,WO-1577,2026-07-31,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Leakage,Critical,0.1,ISO 2859-1,II,5299,L,200,0,1,0,Approved,2026-07-31 17:51:48.160,Elena Santos
LOTE-M-SOP-007-2314,WO-1577,2026-07-31,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Bubbles,Major,0.65,ISO 2859-1,II,5299,L,200,5,6,0,Approved,2026-07-31 13:58:57.885,Ana Silva
LOTE-M-SOP-007-2314,WO-1577,2026-07-31,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Black Specks,Minor,1.5,ISO 2859-1,II,5299,L,200,10,11,1,Approved,2026-07-31 16:54:36.241,Carlos Mendes
LOTE-M-SOP-007-2314,WO-1577,2026-07-31,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Transparency,Minor,1.5,ISO 2859-1,II,5299,L,200,10,11,2,Approved,2026-07-31 21:42:49.600,Beatriz Costa
LOTE-M-SOP-007-2314,WO-1577,2026-07-31,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Color,Minor,1.5,ISO 2859-1,II,5299,L,200,10,11,1,Approved,2026-07-31 16:18:43.245,Diogo Ferreira
LOTE-M-SOP-007-2314,WO-1577,2026-07-31,ISBM-001,M-SOP-007,FR-007-PVC-350,PVC,Burr,Major,0.65,ISO 2859-1,II,5299,L,200,5,6,0,Approved,2026-07-31 19:49:28.839,Ana Silva
LOTE-M-SOP-007-2315,WO-1578,2026-08-01,ISBM-001,M-SOP-007,FR-007-HDPE-350,HDPE,Leakage,Critical,0.1,ISO 2859-1,II,6592,L,200,0,1,0,Approved,2026-08-01 06:38:35.283,Elena Santos
LOTE-M-SOP-007-2315,WO-1578,2026-08-01,ISBM-001,M-SOP-007,FR-007-HDPE-350,HDPE,Flash,Major,0.65,ISO 2859-1,II,6592,L,200,5,6,0,Approved,2026-08-01 08:20:24.936,Beatriz Costa
LOTE-M-SOP-007-2315,WO-1578,2026-08-01,ISBM-001,M-SOP-007,FR-007-HDPE-350,HDPE,Bubbles,Major,0.65,ISO 2859-1,II,6592,L,200,5,6,0,Approved,2026-08-01 12:19:11.121,Elena Santos
LOTE-M-SOP-007-2315,WO-1578,2026-08-01,ISBM-001,M-SOP-007,FR-007-HDPE-350,HDPE,Stain,Minor,1.5,ISO 2859-1,II,6592,L,200,10,11,1,Approved,2026-08-01 07:42:43.187,Beatriz Costa
