SalesOrderId,Date,CustomerId,ProductFamily,Process,ProductId,WorkOrder,LotId,MachineId,ShippedQty,UnitPriceBRL,TotalValueBRL
SO-10387,2026-06-18,CUST-013,Bottle,Blow Molding,FR-001-HDPE-300,WO-1506,2625231010150612,ISBM-001,2224,0.1085,241.3
SO-10388,2026-06-18,CUST-004,Bottle,Blow Molding,FR-007-PVC-350,WO-1507,2625211010150713,ISBM-001,7917,0.3052,2416.27
SO-10389,2026-06-28,CUST-010,Bottle,Blow Molding,FR-001-HDPE-300,WO-1508,2625311010150814,ISBM-001,4932,0.1065,525.26
SO-10390,2026-06-19,CUST-012,Bottle,Blow Molding,FR-001-HDPE-300,WO-1509,2625331010150915,ISBM-001,7288,0.2585,1883.95
SO-10391,2026-06-23,CUST-004,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1510,2625421010151016,ISBM-001,6785,0.1377,934.29
SO-10392,2026-06-26,CUST-010,Bottle,Blow Molding,FR-001-HDPE-300,WO-1511,2625511010151117,ISBM-001,3858,0.2822,1088.73
SO-10393,2026-06-24,CUST-012,Bottle,Blow Molding,FR-007-rPET-350,WO-1512,2625521010151218,ISBM-001,3657,0.2755,1007.5
SO-10394,2026-06-25,CUST-014,Bottle,Blow Molding,FR-007-rPET-350,WO-1513,2625631010151319,ISBM-001,2877,0.2164,622.58
SO-10395,2026-06-26,CUST-006,Bottle,Blow Molding,FR-007-PVC-350,WO-1515,2626131010151521,ISBM-001,2540,0.2696,684.78
SO-10396,2026-06-28,CUST-006,Bottle,Blow Molding,FR-001-HDPE-300,WO-1516,2626121010151622,ISBM-001,5460,0.3459,1888.61
SO-10397,2026-06-28,CUST-012,Bottle,Blow Molding,FR-001-HDPE-300,WO-1517,2626211010151723,ISBM-001,4098,0.3291,1348.65
SO-10398,2026-07-03,CUST-006,Bottle,Blow Molding,FR-001-HDPE-300,WO-1518,2626221010151824,ISBM-001,4383,0.1401,614.06
SO-10399,2026-06-28,CUST-011,Bottle,Blow Molding,FR-001-HDPE-300,WO-1519,2626331010151925,ISBM-001,2737,0.3109,850.93
SO-10400,2026-06-28,CUST-002,Bottle,blow molding,FR-007-PP-PCR-350,WO-1522,2626421010152228,ISBM-001,8861,0.3456,3062.36
SO-10401,2026-07-02,CUST-006,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1523,2626521010152329,ISBM-001,8154,0.1006,820.29
SO-10402,2026-07-04,CUST-007,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1524,2626621010152430,ISBM-001,4726,0.1499,708.43
SO-10403,2026-07-01,CUST-004,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1525,2626731010152531,ISBM-001,3221,0.2522,812.34
SO-10404,2026-07-07,CUST-014,Bottle,blow molding,FR-007-PETG-350,WO-1528,2627231010152834,ISBM-001,11525,0.33,3803.25
SO-10405,2026-07-06,CUST-007,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1529,2627331010152935,ISBM-001,5567,0.0965,537.22
SO-10406,2026-07-09,CUST-005,Bottle,Blow Molding,FR-007-PP-350,WO-1530,2627321010153036,ISBM-001,3577,0.0855,305.83
SO-10407,2026-07-06,CUST-003,Bottle,Blow Molding,FR-001-HDPE-300,WO-1532,2627531010153238,ISBM-001,5482,0.3115,1707.64
SO-10408,2026-07-05,CUST-004,Bottle,Blow Molding,FR-001-rPET-300,WO-1533,2627521010153339,ISBM-001,4768,0.2243,1069.46
SO-10409,2026-07-10,CUST-002,Bottle,Blow Molding,FR-001-rPET-300,WO-1534,2627631010153440,ISBM-001,4248,0.2106,894.63
SO-10410,2026-07-12,CUST-001,Bottle,Blow Molding,FR-001-rPET-300,WO-1535,2627621010153541,ISBM-001,6016,0.1457,876.53
SO-10411,2026-07-08,CUST-012,Bottle,Blow Molding,FR-007-rPET-350,WO-1536,2627711010153642,ISBM-001,3086,0.2721,839.7
SO-10412,2026-07-07,CUST-003,Bottle,Blow Molding,FR-007-rPET-350,WO-1537,2628131010153743,ISBM-001,5746,0.2193,1260.1
SO-10413,2026-07-10,CUST-005,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1538,2628121010153844,ISBM-001,4503,0.1521,684.91
SO-10414,2026-07-10,CUST-005,Bottle,Blow Molding,FR-007-PP-350,WO-1542,2628431010154248,ISBM-001,3026,0.3032,917.48
SO-10415,2026-07-11,CUST-009,Bottle,Blow Molding,FR-007-PP-350,WO-1543,2628421010154349,ISBM-001,5397,0.0836,451.19
SO-10416,2026-07-22,CUST-014,Bottle,Blow Molding,FR-001-rPET-300,WO-1549,2629111010154955,ISBM-001,6147,0.1369,841.52
SO-10417,2026-07-16,CUST-009,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1550,2629231010155056,ISBM-001,5384,0.1008,542.71
SO-10418,2026-07-26,CUST-004,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1551,2629231010155157,ISBM-001,4508,0.1687,760.5
SO-10419,2026-07-23,CUST-011,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1552,2629321010155258,ISBM-001,5389,0.1946,1048.7
SO-10420,2026-07-22,CUST-011,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1553,2629411010155359,ISBM-001,5441,0.3471,1888.57
SO-10421,2026-07-26,CUST-008,Bottle,  Blow Molding  ,FR-007-HDPE-PCR-350,WO-1554,2629421010155460,ISBM-001,4065,0.1684,684.55
SO-10422,2026-07-24,CUST-010,Bottle,Blow Molding,FR-001-rPET-300,WO-1555,2629521010155561,ISBM-001,2407,0.2132,513.17
SO-10423,2026-07-21,CUST-006,Bottle,Blow Molding,FR-001-rPET-300,WO-1556,2629631010155662,ISBM-001,6568,0.2845,1868.6
SO-10424,2026-07-30,CUST-008,Bottle,Blow Molding,FR-007-PETG-350,WO-1557,2629621010155763,ISBM-001,3672,0.2705,993.28
SO-10425,2026-07-22,CUST-004,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1558,2629711010155864,ISBM-001,6961,0.1198,833.93
SO-10426,2026-07-22,CUST-007,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1559,2629721010155965,ISBM-001,2198,0.2196,482.68
SO-10427,2026-07-25,CUST-005,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1560,2630131010156066,ISBM-001,5264,0.2976,1566.57
SO-10428,2026-08-01,CUST-006,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1562,2630211010156268,ISBM-001,5217,0.3247,1693.96
SO-10429,2026-08-02,CUST-012,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1563,2630311010156369,ISBM-001,8216,0.0892,732.87
SO-10430,2026-07-31,CUST-001,Bottle,blow molding,FR-007-HDPE-PCR-350,WO-1564,2630431010156470,ISBM-001,5806,0.2379,1381.25
SO-10431,2026-07-25,CUST-002,Bottle,Blow Molding,FR-007-PP-350,WO-1565,2630431010156571,ISBM-001,6416,0.2821,1809.95
SO-10432,2026-07-31,CUST-002,Bottle,  Blow Molding  ,FR-001-HDPE-300,WO-1566,2630511010156672,ISBM-001,4103,0.1519,623.25
SO-10433,2026-07-31,CUST-004,Bottle,Blow Molding,FR-001-HDPE-300,WO-1567,2630631010156773,ISBM-001,2152,0.245,527.24
SO-10434,2026-08-02,CUST-012,Bottle,Blow Molding,FR-007-PETG-350,WO-1568,2630621010156874,ISBM-001,4504,0.3272,1473.71
SO-10435,2026-07-30,CUST-003,Bottle,Blow Molding,FR-007-HDPE-350,WO-1569,2630711010156975,ISBM-001,5878,0.2501,1470.09
SO-10436,2026-08-06,CUST-014,Bottle,Blow Molding,FR-007-PETG-350,WO-1570,2631111010157076,ISBM-001,6555,0.1223,801.68
SO-10437,2026-08-08,CUST-008,Bottle,Blow Molding,FR-007-PETG-350,WO-1571,2631231010157177,ISBM-001,5750,0.3128,1798.6
SO-10438,2026-08-06,CUST-002,Bottle,Blow Molding,FR-007-PETG-350,WO-1572,2631221010157278,ISBM-001,3503,0.253,886.26
SO-10439,2026-07-31,CUST-012,Bottle,Blow Molding,FR-007-PETG-350,WO-1573,2631331010157379,ISBM-001,8902,0.0801,713.05
SO-10440,2026-08-07,CUST-012,Bottle,Blow Molding,FR-007-PETG-350,WO-1574,2631431010157480,ISBM-001,2622,0.345,904.59
SO-10441,2026-08-11,CUST-014,Bottle,Blow Molding,FR-007-PVC-350,WO-1576,2631531010157682,ISBM-001,6792,0.1268,861.23
SO-10442,2026-08-10,CUST-006,Bottle,Blow Molding,FR-007-PVC-350,WO-1577,2631511010157783,ISBM-001,4671,0.1019,475.97
SO-10443,2026-08-06,CUST-014,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1580,2631711010158086,ISBM-001,6025,0.1635,985.09
SO-10444,2026-08-11,CUST-012,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1581,2632131010158187,ISBM-001,3667,0.0884,324.16
SO-10445,2026-08-12,CUST-004,Bottle,Blow Molding,FR-001-rPET-300,WO-1587,2632431010158793,ISBM-001,3254,0.1326,431.48
SO-10446,2026-08-18,CUST-010,Bottle,Blow Molding,FR-001-rPET-300,WO-1588,2632511010158894,ISBM-001,5962,0.2965,1767.73
SO-10447,2026-08-19,CUST-014,Bottle,Blow Molding,FR-001-HDPE-300,WO-1589,2632611010158995,ISBM-001,4814,0.1704,820.31
SO-10448,2026-08-11,CUST-002,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1590,2632731010159096,ISBM-001,4508,0.2967,1337.52
SO-10449,2026-08-20,CUST-003,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1591,2632721010159197,ISBM-001,8104,0.086,696.94
SO-10450,2026-08-16,CUST-011,Bottle,Blow Molding,FR-001-HDPE-300,WO-1592,2633121010159298,ISBM-001,3019,0.2842,858.0
SO-10451,2026-08-18,CUST-012,Bottle,Blow Molding,FR-001-HDPE-300,WO-1593,2633131010159399,ISBM-001,7082,0.3001,2125.31
SO-10452,2026-08-20,CUST-013,Bottle,Blow Molding,FR-007-PP-350,WO-1596,2633431010159603,ISBM-001,2976,0.2224,661.86
SO-10453,2026-08-25,CUST-011,Bottle,Blow Molding,FR-007-PVC-350,WO-1598,2633511010159805,ISBM-001,5682,0.1188,675.02
SO-10454,2026-08-26,CUST-007,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1599,2633631010159906,ISBM-001,5218,0.3343,1744.38
SO-10455,2026-08-21,CUST-009,Bottle,Blow Molding,FR-007-HDPE-350,WO-1600,2633621010160007,ISBM-001,3768,0.3321,1251.35
SO-10456,2026-08-23,CUST-012,Bottle,Blow Molding,FR-007-HDPE-350,WO-1601,2633721010160108,ISBM-001,4220,0.1022,431.28
SO-10457,2026-08-25,CUST-006,Bottle,Blow Molding,FR-007-HDPE-350,WO-1602,2634111010160209,ISBM-001,3192,0.2987,953.45
SO-10458,2026-08-27,CUST-003,Bottle,  Blow Molding  ,FR-001-HDPE-PCR-300,WO-1603,2634121010160310,ISBM-001,9775,0.1151,1125.1
SO-10459,2026-08-29,CUST-011,Bottle,blow molding,FR-001-HDPE-PCR-300,WO-1604,2634221010160411,ISBM-001,4254,0.324,1378.3
SO-10460,2026-08-28,CUST-009,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1605,2634311010160512,ISBM-001,8706,0.2738,2383.7
SO-10461,2026-08-27,CUST-011,Bottle,Blow Molding,FR-007-PVC-350,WO-1606,2634431010160613,ISBM-001,6333,0.0864,547.17
SO-10462,2026-08-26,CUST-009,Bottle,Blow Molding,FR-007-PVC-350,WO-1607,2634421010160714,ISBM-001,5627,0.2069,1164.23
SO-10463,2026-08-27,CUST-012,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1609,2634631010160916,ISBM-001,3331,0.0854,284.47
SO-10464,2026-08-30,CUST-006,Bottle,Blow Molding,FR-007-rPET-350,WO-1610,2634621010161017,ISBM-001,6438,0.308,1982.9
SO-10465,2026-09-03,CUST-004,Bottle,Blow Molding,FR-007-PETG-350,WO-1611,2634721010161118,ISBM-001,5545,0.3241,1797.13
SO-10466,2026-08-29,CUST-009,Bottle,Blow Molding,FR-007-PETG-350,WO-1612,2635111010161219,ISBM-001,5880,0.2732,1606.42
SO-10467,2026-08-26,CUST-005,Bottle,Blow Molding,FR-001-rPET-300,WO-1613,2635231010161320,ISBM-001,3953,0.2096,828.55
SO-10468,2026-09-05,CUST-002,Bottle,Blow Molding,FR-001-rPET-300,WO-1614,2635221010161421,ISBM-001,2382,0.2677,637.66
SO-10469,2026-09-05,CUST-001,Bottle,Blow Molding,FR-001-HDPE-300,WO-1615,2635331010161522,ISBM-001,1905,0.2432,463.3
SO-10470,2026-08-30,CUST-002,Bottle,Blow Molding,FR-007-rPET-350,WO-1616,2635321010161623,ISBM-001,7902,0.1162,918.21
SO-10471,2026-08-29,CUST-001,Bottle,Blow Molding,FR-007-rPET-350,WO-1617,2635421010161724,ISBM-001,7316,0.1588,1161.78
SO-10472,2026-09-03,CUST-014,Bottle,Blow Molding,FR-007-PP-350,WO-1618,2635511010161825,ISBM-001,3196,0.0932,297.87
SO-10473,2026-08-31,CUST-004,Bottle,Blow Molding,FR-007-PP-350,WO-1619,2635521010161926,ISBM-001,4989,0.3412,1702.25
SO-10474,2026-09-09,CUST-002,Bottle,Blow Molding,FR-007-PVC-350,WO-1620,2635611010162027,ISBM-001,6411,0.2725,1747.0
SO-10475,2026-09-02,CUST-008,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1623,2636121010162330,ISBM-001,2663,0.2224,592.25
SO-10476,2026-09-05,CUST-001,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1624,2636211010162431,ISBM-001,10918,0.228,2489.3
SO-10477,2026-09-05,CUST-014,Bottle,Blow Molding,FR-001-HDPE-300,WO-1627,2636431010162734,ISBM-001,3627,0.1821,660.48
SO-10478,2026-09-10,CUST-001,Bottle,  Blow Molding  ,FR-007-PVC-350,WO-1629,2636521010162936,ISBM-001,7153,0.3205,2292.54
SO-10479,2026-09-08,CUST-012,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1632,2636721010163239,ISBM-001,2706,0.2508,678.66
SO-10480,2026-09-12,CUST-011,Bottle,Blow Molding,FR-007-PVC-350,WO-1633,2637111010163340,ISBM-001,6903,0.2417,1668.46
SO-10481,2026-09-13,CUST-010,Bottle,BLOW MOLDING,FR-007-PP-PCR-350,WO-1634,2637231010163441,ISBM-001,6090,0.1918,1168.06
SO-10482,2026-09-13,CUST-010,Bottle,Blow Molding,FR-001-rPET-300,WO-1635,2637221010163542,ISBM-001,8993,0.1168,1050.38
SO-10483,2026-09-19,CUST-006,Bottle,blow molding,FR-001-rPET-300,WO-1637,2637431010163744,ISBM-001,5965,0.3081,1837.82
SO-10484,2026-09-20,CUST-003,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1638,2637421010163845,ISBM-001,6905,0.1814,1252.57
SO-10485,2026-09-15,CUST-014,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1639,2637511010163946,ISBM-001,5358,0.2475,1326.11
SO-10486,2026-09-20,CUST-003,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1640,2637531010164047,ISBM-001,4370,0.2794,1220.98
SO-10487,2026-09-19,CUST-004,Bottle,Blow Molding,FR-007-rPET-350,WO-1642,2637711010164249,ISBM-001,6980,0.2429,1695.44
SO-10488,2026-09-23,CUST-002,Bottle,Blow Molding,FR-007-rPET-350,WO-1643,2637721010164350,ISBM-001,3343,0.3017,1008.58
SO-10489,2026-09-19,CUST-011,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1644,2638111010164451,ISBM-001,4596,0.1514,695.83
SO-10490,2026-09-16,CUST-003,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1645,2638121010164552,ISBM-001,3880,0.3486,1352.57
SO-10491,2026-09-24,CUST-005,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1646,2638211010164653,ISBM-001,5375,0.3429,1843.09
SO-10492,2026-09-19,CUST-008,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1647,2638331010164754,ISBM-001,3671,0.1605,589.2
SO-10493,2026-09-23,CUST-007,Bottle,Blow Molding,FR-007-HDPE-350,WO-1648,2638321010164855,ISBM-001,6027,0.1546,931.77
SO-10494,2026-09-20,CUST-008,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1649,2638411010164956,ISBM-001,8323,0.3082,2565.15
SO-10495,2026-09-22,CUST-010,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1650,2638511010165057,ISBM-001,7814,0.2058,1608.12
SO-10496,2026-09-30,CUST-003,Bottle,Blow Molding,FR-007-PETG-350,WO-1653,2638711010165360,ISBM-001,7459,0.2969,2214.58
SO-10497,2026-09-25,CUST-007,Bottle,Blow Molding,FR-007-PETG-350,WO-1654,2638731010165461,ISBM-001,6300,0.0992,624.96
SO-10498,2026-10-02,CUST-005,Bottle,  Blow Molding  ,FR-001-HDPE-PCR-300,WO-1655,2639131010165562,ISBM-001,5101,0.1349,688.12
SO-10499,2026-09-29,CUST-011,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1656,2639221010165663,ISBM-001,3508,0.2333,818.42
SO-10500,2026-09-25,CUST-012,Bottle,  Blow Molding  ,FR-001-HDPE-PCR-300,WO-1657,2639311010165764,ISBM-001,5194,0.2427,1260.58
SO-10501,2026-09-30,CUST-010,Bottle,Blow Molding,FR-007-rPET-350,WO-1658,2639431010165865,ISBM-001,5654,0.1087,614.59
SO-10502,2026-10-05,CUST-001,Bottle,Blow Molding,FR-007-rPET-350,WO-1659,2639531010165966,ISBM-001,3382,0.2926,989.57
SO-10503,2026-10-04,CUST-004,Bottle,Blow Molding,FR-007-rPET-350,WO-1660,2639511010166067,ISBM-001,5346,0.1967,1051.56
SO-10504,2026-10-04,CUST-014,Bottle,  Blow Molding  ,FR-007-HDPE-350,WO-1661,2639631010166168,ISBM-001,3653,0.3443,1257.73
SO-10505,2026-09-30,CUST-012,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1662,2639621010166269,ISBM-001,3047,0.2261,688.93
SO-10506,2026-10-03,CUST-006,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1663,2639711010166370,ISBM-001,5395,0.1373,740.73
SO-10507,2026-09-29,CUST-013,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1664,2640131010166471,ISBM-001,4663,0.2581,1203.52
SO-10508,2026-10-08,CUST-010,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1665,2640121010166572,ISBM-001,3471,0.1829,634.85
SO-10509,2026-10-08,CUST-012,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1666,2640211010166673,ISBM-001,8320,0.1243,1034.18
SO-10510,2026-10-11,CUST-001,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1667,2640311010166774,ISBM-001,6814,0.3195,2177.07
SO-10511,2026-10-07,CUST-006,Bottle,Blow Molding,FR-007-HDPE-350,WO-1668,2640331010166875,ISBM-001,8292,0.2064,1711.47
SO-10512,2026-10-09,CUST-012,Bottle,Blow Molding,FR-001-rPET-300,WO-1669,2640421010166976,ISBM-001,7285,0.2079,1514.55
SO-10513,2026-10-03,CUST-011,Bottle,Blow Molding,FR-001-rPET-300,WO-1670,2640531010167077,ISBM-001,4100,0.228,934.8
SO-10514,2026-10-10,CUST-014,Bottle,Blow Molding,FR-001-rPET-300,WO-1671,2640531010167178,ISBM-001,5052,0.1273,643.12
SO-10515,2026-10-10,CUST-008,Bottle,Blow Molding,FR-001-HDPE-300,WO-1672,2640621010167279,ISBM-001,1352,0.1428,193.07
SO-10516,2026-10-11,CUST-009,Bottle,Blow Molding,FR-001-HDPE-300,WO-1673,2640731010167380,ISBM-001,10629,0.1384,1471.05
SO-10517,2026-10-09,CUST-010,Bottle,Blow Molding,FR-001-HDPE-300,WO-1674,2640721010167481,ISBM-001,6604,0.1869,1234.29
SO-10518,2026-10-09,CUST-005,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1675,2641121010167582,ISBM-001,4999,0.1269,634.37
SO-10519,2026-10-10,CUST-014,Bottle,Blow Molding,FR-001-HDPE-300,WO-1676,2641211010167683,ISBM-001,5398,0.1496,807.54
SO-10520,2026-10-11,CUST-007,Bottle,Blow Molding,FR-001-HDPE-300,WO-1677,2641231010167784,ISBM-001,5029,0.1595,802.13
SO-10521,2026-10-12,CUST-013,Bottle,Blow Molding,FR-001-HDPE-300,WO-1678,2641321010167885,ISBM-001,4536,0.1208,547.95
SO-10522,2026-10-20,CUST-013,Bottle,Blow Molding,FR-007-PVC-350,WO-1679,2641411010167986,ISBM-001,5324,0.2092,1113.78
SO-10523,2026-10-19,CUST-011,Bottle,Blow Molding,FR-007-PVC-350,WO-1680,2641511010168087,ISBM-001,5867,0.3033,1779.46
SO-10524,2026-10-21,CUST-003,Bottle,Blow Molding,FR-001-rPET-300,WO-1681,2641611010168188,ISBM-001,7407,0.1584,1173.27
SO-10525,2026-10-19,CUST-008,Bottle,Blow Molding,FR-001-rPET-300,WO-1682,2641731010168289,ISBM-001,5806,0.2556,1484.01
SO-10526,2026-10-16,CUST-007,Bottle,Blow Molding,FR-007-PETG-350,WO-1683,2641721010168390,ISBM-001,4893,0.1078,527.47
SO-10527,2026-10-20,CUST-002,Bottle,Blow Molding,FR-007-PP-350,WO-1684,2642111010168491,ISBM-001,8434,0.2182,1840.3
SO-10528,2026-10-22,CUST-001,Bottle,Blow Molding,FR-007-PP-350,WO-1685,2642121010168592,ISBM-001,6338,0.3205,2031.33
SO-10529,2026-10-17,CUST-013,Bottle,Blow Molding,FR-001-rPET-300,WO-1687,2642311010168794,ISBM-001,3656,0.2437,890.97
SO-10530,2026-10-18,CUST-005,Bottle,Blow Molding,FR-001-rPET-300,WO-1688,2642431010168895,ISBM-001,7263,0.1342,974.69
SO-10531,2026-10-20,CUST-014,Bottle,Blow Molding,FR-001-rPET-300,WO-1689,2642421010168996,ISBM-001,10462,0.2414,2525.53
SO-10532,2026-10-19,CUST-005,Bottle,Blow Molding,FR-007-PETG-350,WO-1690,2642521010169097,ISBM-001,2796,0.0821,229.55
SO-10533,2026-10-21,CUST-007,Bottle,Blow Molding,FR-007-PETG-350,WO-1691,2642611010169198,ISBM-001,4231,0.2327,984.55
SO-10534,2026-10-29,CUST-012,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1693,2643131010169301,ISBM-001,1888,0.0993,187.48
SO-10535,2026-10-24,CUST-001,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1694,2643121010169402,ISBM-001,3665,0.1991,729.7
SO-10536,2026-10-29,CUST-004,Bottle,Blow Molding,FR-001-HDPE-300,WO-1695,2643231010169503,ISBM-001,5445,0.1096,596.77
SO-10537,2026-11-01,CUST-013,Bottle,Blow Molding,FR-001-HDPE-300,WO-1696,2643221010169604,ISBM-001,4368,0.1473,643.41
SO-10538,2026-10-25,CUST-002,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1697,2643311010169705,ISBM-001,7375,0.2777,2048.04
SO-10539,2026-10-25,CUST-012,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1698,2643431010169806,ISBM-001,3290,0.1995,656.36
SO-10540,2026-10-30,CUST-003,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1699,2643421010169907,ISBM-001,4745,0.1842,874.03
SO-10541,2026-10-27,CUST-013,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1700,2643511010170008,ISBM-001,6457,0.3499,2259.3
SO-10542,2026-10-28,CUST-002,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1701,2643521010170109,ISBM-001,9258,0.1517,1404.44
SO-10543,2026-10-27,CUST-013,Bottle,Blow Molding,FR-001-HDPE-300,WO-1702,2643621010170210,ISBM-001,3736,0.1476,551.43
SO-10544,2026-11-04,CUST-012,Bottle,Blow Molding,FR-001-HDPE-300,WO-1703,2643711010170311,ISBM-001,6217,0.281,1746.98
SO-10545,2026-10-29,CUST-003,Bottle,Blow Molding,FR-001-HDPE-300,WO-1704,2644131010170412,ISBM-001,8643,0.1328,1147.79
SO-10546,2026-11-05,CUST-006,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1705,2644131010170513,ISBM-001,3787,0.3371,1276.6
SO-10547,2026-11-08,CUST-005,Bottle,BLOW MOLDING,FR-007-PP-PCR-350,WO-1706,2644221010170614,ISBM-001,2249,0.3397,763.99
SO-10548,2026-10-31,CUST-014,Bottle,Blow Molding,FR-007-rPET-350,WO-1709,2644421010170917,ISBM-001,6441,0.1863,1199.96
SO-10549,2026-11-09,CUST-009,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1711,2644631010171119,ISBM-001,4715,0.284,1339.06
SO-10550,2026-11-06,CUST-003,Bottle,Blow Molding,FR-007-PETG-350,WO-1712,2644621010171220,ISBM-001,4556,0.1476,672.47
SO-10551,2026-11-12,CUST-003,Bottle,Blow Molding,FR-007-PETG-350,WO-1713,2644721010171321,ISBM-001,3697,0.0966,357.13
SO-10552,2026-11-13,CUST-011,Bottle,Blow Molding,FR-007-PETG-350,WO-1714,2645131010171422,ISBM-001,2036,0.1837,374.01
SO-10553,2026-11-11,CUST-001,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1715,2645121010171523,ISBM-001,5811,0.0824,478.83
SO-10554,2026-11-14,CUST-009,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1716,2645211010171624,ISBM-001,3367,0.2624,883.5
SO-10555,2026-11-12,CUST-012,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1717,2645331010171725,ISBM-001,2613,0.3382,883.72
SO-10556,2026-11-07,CUST-005,Bottle,Blow Molding,FR-007-HDPE-350,WO-1718,2645321010171826,ISBM-001,3970,0.1386,550.24
SO-10557,2026-11-06,CUST-011,Bottle,Blow Molding,FR-007-HDPE-350,WO-1719,2645411010171927,ISBM-001,3681,0.2204,811.29
SO-10558,2026-11-14,CUST-003,Bottle,Blow Molding,FR-007-HDPE-350,WO-1720,2645431010172028,ISBM-001,6384,0.1112,709.9
SO-10559,2026-11-15,CUST-003,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1721,2645521010172129,ISBM-001,3316,0.3128,1037.24
SO-10560,2026-11-09,CUST-013,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1722,2645531010172230,ISBM-001,3951,0.1228,485.18
SO-10561,2026-11-19,CUST-006,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1723,2645611010172331,ISBM-001,2736,0.2619,716.56
SO-10562,2026-11-11,CUST-001,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1724,2645731010172432,ISBM-001,4526,0.3353,1517.57
SO-10563,2026-11-17,CUST-012,Bottle,  Blow Molding  ,FR-007-HDPE-PCR-350,WO-1725,2645721010172533,ISBM-001,4148,0.204,846.19
SO-10564,2026-11-18,CUST-014,Bottle,Blow Molding,FR-007-HDPE-PCR-350,WO-1726,2646131010172634,ISBM-001,6547,0.2577,1687.16
SO-10565,2026-11-14,CUST-002,Bottle,  Blow Molding  ,FR-001-HDPE-PCR-300,WO-1729,2646311010172937,ISBM-001,6014,0.1992,1197.99
SO-10566,2026-11-14,CUST-008,Bottle,Blow Molding,FR-001-HDPE-PCR-300,WO-1730,2646431010173038,ISBM-001,4519,0.1836,829.69
SO-10567,2026-11-17,CUST-002,Bottle,Blow Molding,FR-007-PP-PCR-350,WO-1732,2646511010173240,ISBM-001,2001,0.1953,390.8
SO-10568,2026-11-20,CUST-012,Bottle,Blow Molding,FR-007-rPET-350,WO-1735,2646711010173543,ISBM-001,5981,0.3346,2001.24
