Date,Process,MachineId,ToolId,WorkOrder,ProductId,ProductBatch,StartTime,EndTime,PlannedQty,ProducedQty,RejectedQty,OperatorId,IsRedo,RedoOfBatch
2026-03-22,Blow Molding,ISBM-007,M-SOP-015,WO-6136,FR-015-HDPE-PCR-500,LOTE-M-SOP-015-4794,12:23:30,21:33:56,4232,4051,73,OP-SOP-002,False,
2026-03-22,Blow Molding,ISBM-007,M-SOP-017,WO-6137,FR-017-HDPE-PCR-600,LOTE-M-SOP-017-4795,22:50:16,15:09:09,9334,7403,166,OP-SOP-004,False,
2026-03-23,Blow Molding,ISBM-007,M-SOP-017,WO-6138,FR-017-HDPE-PCR-600,LOTE-M-SOP-017-4795,15:52:14,12:45:09,11245,7677,185,OP-SOP-003,False,
2026-03-24,Blow Molding,ISBM-007,M-SOP-017,WO-6139,FR-017-HDPE-PCR-600,LOTE-M-SOP-017-4795,12:51:25,23:47:30,6961,6442,141,OP-SOP-004,False,
2026-03-25,Blow Molding,ISBM-007,M-SOP-017,WO-6140,FR-017-PP-600,LOTE-M-SOP-017-4796,00:34:35,11:10:30,5382,3470,85,OP-SOP-002,False,
2026-03-25,Blow Molding,ISBM-007,M-SOP-017,WO-6141,FR-017-PP-600,LOTE-M-SOP-017-4796,12:01:51,07:50:26,10380,7231,120,OP-SOP-004,False,
2026-03-26,Blow Molding,ISBM-007,M-SOP-017,WO-6142,FR-017-PP-600,LOTE-M-SOP-017-4796,08:51:19,22:40:08,8619,7777,139,OP-SOP-002,False,
2026-03-26,Blow Molding,ISBM-007,M-SOP-017,WO-6143,FR-017-HDPE-600,LOTE-M-SOP-017-4797,23:06:48,15:54:55,10757,9635,211,OP-SOP-003,False,
2026-03-27,Blow Molding,ISBM-007,M-SOP-017,WO-6144,FR-017-HDPE-600,LOTE-M-SOP-017-4797,16:14:52,05:13:22,8150,7199,133,OP-SOP-001,False,
2026-03-28,Blow Molding,ISBM-007,M-SOP-020,WO-6145,FR-020-PP-750,LOTE-M-SOP-020-4798,07:49:57,02:35:26,8706,7458,106,OP-SOP-001,False,
2026-03-29,Blow Molding,ISBM-007,M-SOP-020,WO-6146,FR-020-PP-750,LOTE-M-SOP-020-4798,03:28:19,13:42:28,4693,3920,76,OP-SOP-002,False,
2026-03-29,Blow Molding,ISBM-007,M-SOP-020,WO-6147,FR-020-PET-750,LOTE-M-SOP-020-4799,14:28:57,07:24:29,7941,7270,174,OP-SOP-003,False,
2026-03-30,Blow Molding,ISBM-007,M-SOP-020,WO-6148,FR-020-PET-750,LOTE-M-SOP-020-4799,08:29:07,20:01:41,5434,5249,91,OP-SOP-002,False,
2026-03-30,Blow Molding,ISBM-007,M-SOP-015,WO-6149,FR-015-HDPE-PCR-500,LOTE-M-SOP-015-4800,21:27:10,15:07:37,7604,6322,166,OP-SOP-003,False,
2026-03-31,Blow Molding,ISBM-007,M-SOP-015,WO-6150,FR-015-HDPE-PCR-500,LOTE-M-SOP-015-4800,16:11:45,13:41:21,7044,3728,81,OP-SOP-002,False,
2026-04-01,Blow Molding,ISBM-007,M-SOP-015,WO-6151,FR-015-HDPE-PCR-500,LOTE-M-SOP-015-4800,14:14:49,03:51:09,6179,5080,116,OP-SOP-004,False,
2026-04-02,Blow Molding,ISBM-007,M-SOP-002,WO-6152,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4801,06:32:29,02:31:04,10632,8705,172,OP-SOP-004,False,
2026-04-03,Blow Molding,ISBM-007,M-SOP-002,WO-6153,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4801,03:20:47,21:17:12,10584,9596,229,OP-SOP-003,False,
2026-04-03,Blow Molding,ISBM-007,M-SOP-015,WO-6154,FR-015-rPET-500,LOTE-M-SOP-015-4802,22:45:08,17:22:19,7186,5571,114,OP-SOP-004,False,
2026-04-04,Blow Molding,ISBM-007,M-SOP-015,WO-6155,FR-015-rPET-500,LOTE-M-SOP-015-4802,18:16:16,10:54:04,7813,7189,127,OP-SOP-003,False,
2026-04-05,Blow Molding,ISBM-007,M-SOP-015,WO-6156,FR-015-rPET-500,LOTE-M-SOP-015-4802,11:31:54,23:52:16,5780,5636,120,OP-SOP-004,False,
2026-04-06,Blow Molding,ISBM-007,M-SOP-017,WO-6157,FR-017-PP-PCR-600,LOTE-M-SOP-017-4803,02:02:57,21:12:27,12200,11678,221,OP-SOP-002,False,
2026-04-06,Blow Molding,ISBM-007,M-SOP-017,WO-6158,FR-017-PP-PCR-600,LOTE-M-SOP-017-4803,21:58:48,18:50:12,8300,2751,43,OP-SOP-002,False,
2026-04-07,Blow Molding,ISBM-007,M-SOP-017,WO-6159,FR-017-PP-PCR-600,LOTE-M-SOP-017-4803,19:21:55,07:25:28,6363,4271,137,OP-SOP-001,False,
2026-04-08,Blow Molding,ISBM-007,M-SOP-002,WO-6160,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4804,08:32:18,21:05:10,5370,3007,50,OP-SOP-001,False,
2026-04-08,Blow Molding,ISBM-007,M-SOP-002,WO-6161,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4804,21:20:25,13:21:12,7836,5315,127,OP-SOP-001,False,
2026-04-09,  Blow Molding  ,ISBM-007,M-SOP-017,WO-6162,FR-017-PP-600,LOTE-M-SOP-017-4805,14:28:49,12:38:34,9165,3739,103,OP-SOP-003,False,
2026-04-10,Blow Molding,ISBM-007,M-SOP-017,WO-6163,FR-017-rPET-600,LOTE-M-SOP-017-4806,13:31:04,03:43:10,7325,4800,111,OP-SOP-001,False,
2026-04-11,Blow Molding,ISBM-007,M-SOP-002,WO-6164,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4807,05:25:02,20:17:00,8892,8664,177,OP-SOP-004,False,
2026-04-11,Blow Molding,ISBM-007,M-SOP-002,WO-6165,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4807,20:47:45,10:36:04,7992,6563,161,OP-SOP-004,False,
2026-04-12,Blow Molding,ISBM-007,M-SOP-002,WO-6166,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4807,10:42:10,03:23:46,9978,9866,141,OP-SOP-002,False,
2026-04-13,Blow Molding,ISBM-007,M-SOP-002,WO-6167,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4808,03:54:34,16:11:24,6870,6315,84,OP-SOP-002,False,
2026-04-13,Blow Molding,ISBM-007,M-SOP-015,WO-6168,FR-015-PETG-500,LOTE-M-SOP-015-4809,16:54:23,06:44:08,4355,1912,56,OP-SOP-001,False,
2026-04-14,BLOW MOLDING,ISBM-007,M-SOP-015,WO-6169,FR-015-PETG-500,LOTE-M-SOP-015-4809,07:54:53,02:45:48,7904,5528,107,OP-SOP-004,False,
2026-04-15,blow molding,ISBM-007,M-SOP-015,WO-6170,FR-015-PETG-500,LOTE-M-SOP-015-4809,03:45:30,15:19:31,5386,5025,84,OP-SOP-002,False,
2026-04-15,Blow Molding,ISBM-007,M-SOP-017,WO-6171,FR-017-PP-600,LOTE-M-SOP-017-4810,17:06:37,08:17:56,9132,7447,229,OP-SOP-002,False,
2026-04-16,blow molding,ISBM-007,M-SOP-017,WO-6172,FR-017-PP-600,LOTE-M-SOP-017-4810,08:27:28,23:01:47,9334,8967,192,OP-SOP-003,False,
2026-04-16,Blow Molding,ISBM-007,M-SOP-002,WO-6173,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4811,23:59:46,12:40:15,7428,7039,142,OP-SOP-001,False,
2026-04-17,Blow Molding,ISBM-007,M-SOP-002,WO-6174,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4811,12:48:12,23:40:21,6210,5388,89,OP-SOP-003,False,
2026-04-18,Blow Molding,ISBM-007,M-SOP-002,WO-6175,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4811,00:50:28,12:03:11,5928,4202,70,OP-SOP-002,False,
2026-04-18,Blow Molding,ISBM-007,M-SOP-017,WO-6176,FR-017-PP-600,LOTE-M-SOP-017-4812,14:59:36,07:14:04,10426,9643,384,OP-SOP-001,False,
2026-04-19,Blow Molding,ISBM-007,M-SOP-017,WO-6177,FR-017-PP-600,LOTE-M-SOP-017-4812,08:25:56,00:07:33,8047,5243,96,OP-SOP-003,False,
2026-04-20,Blow Molding,ISBM-007,M-SOP-020,WO-6178,FR-020-HDPE-750,LOTE-M-SOP-020-4813,01:03:18,14:22:16,6198,5720,114,OP-SOP-002,False,
2026-04-20,Blow Molding,ISBM-007,M-SOP-020,WO-6179,FR-020-rPET-750,LOTE-M-SOP-020-4814,15:08:24,03:03:30,5505,4856,108,OP-SOP-001,False,
2026-04-21,Blow Molding,ISBM-007,M-SOP-015,WO-6180,FR-015-HDPE-500,LOTE-M-SOP-015-4815,04:16:43,00:40:23,7961,6067,105,--,False,
2026-04-22,Blow Molding,ISBM-007,M-SOP-015,WO-6181,FR-015-HDPE-500,LOTE-M-SOP-015-4815,01:04:59,12:05:34,5196,4975,111,OP-SOP-003,False,
2026-04-22,Blow Molding,ISBM-007,M-SOP-002,WO-6182,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4816,14:13:25,07:53:30,7782,4384,117,OP-SOP-002,False,
2026-04-23,Blow Molding,ISBM-007,M-SOP-015,WO-6183,FR-015-PETG-500,LOTE-M-SOP-015-4817,08:32:39,03:53:26,7115,4471,54,OP-SOP-003,False,
2026-04-24,Blow Molding,ISBM-007,M-SOP-020,WO-6184,FR-020-HDPE-750,LOTE-M-SOP-020-4818,05:00:09,15:06:19,4593,4417,93,OP-SOP-002,False,
2026-04-24,  Blow Molding  ,ISBM-007,M-SOP-020,WO-6185,FR-020-PP-PCR-750,LOTE-M-SOP-020-4819,15:41:25,06:03:00,6664,6832,186,OP-SOP-002,False,
2026-04-25,Blow Molding,ISBM-007,M-SOP-015,WO-6186,FR-015-rPET-500,LOTE-M-SOP-015-4820,07:25:53,04:49:43,9390,7509,131,OP-SOP-003,False,
2026-04-26,Blow Molding,ISBM-007,M-SOP-015,WO-6187,FR-015-rPET-500,LOTE-M-SOP-015-4820,05:17:17,01:46:42,8735,6722,160,,False,
2026-04-27,Blow Molding,ISBM-007,M-SOP-020,WO-6188,FR-020-PET-750,LOTE-M-SOP-020-4821,03:40:16,18:34:37,4123,1092,21,OP-SOP-002,False,
2026-04-27,Blow Molding,ISBM-007,M-SOP-020,WO-6189,FR-020-PET-750,LOTE-M-SOP-020-4821,18:42:36,12:50:19,6650,4326,114,OP-SOP-003,False,
2026-04-28,Blow Molding,ISBM-007,M-SOP-017,WO-6190,FR-017-PP-PCR-600,LOTE-M-SOP-017-4822,15:19:54,23:58:28,5336,4961,134,OP-SOP-001,False,
2026-04-29,Blow Molding,ISBM-007,M-SOP-015,WO-6191,FR-015-PETG-500,LOTE-M-SOP-015-4823,01:19:17,19:14:04,7044,5179,120,OP-SOP-004,False,
2026-04-29,Blow Molding,ISBM-007,M-SOP-015,WO-6192,FR-015-HDPE-PCR-500,LOTE-M-SOP-015-4824,19:42:28,03:50:09,3790,3446,105,OP-SOP-003,False,
2026-04-30,Blow Molding,ISBM-007,M-SOP-015,WO-6193,FR-015-HDPE-PCR-500,LOTE-M-SOP-015-4824,04:01:29,20:13:18,7106,5698,104,OP-SOP-003,False,
2026-04-30,Blow Molding,ISBM-007,M-SOP-017,WO-6194,FR-017-rPET-600,LOTE-M-SOP-017-4825,22:27:29,16:17:50,11173,10309,213,OP-SOP-002,False,
2026-05-01,Blow Molding,ISBM-007,M-SOP-017,WO-6195,FR-017-rPET-600,LOTE-M-SOP-017-4825,17:23:34,06:17:30,8164,7245,197,OP-SOP-003,False,
2026-05-02,Blow Molding,ISBM-007,M-SOP-017,WO-6196,FR-017-rPET-600,LOTE-M-SOP-017-4825,06:47:00,14:26:33,4771,4281,93,OP-SOP-002,False,
2026-05-02,Blow Molding,ISBM-007,M-SOP-017,WO-6197,FR-017-HDPE-PCR-600,LOTE-M-SOP-017-4826,15:38:14,03:51:06,6981,5437,127,OP-SOP-002,False,
2026-05-03,blow molding,ISBM-007,M-SOP-017,WO-6198,FR-017-HDPE-PCR-600,LOTE-M-SOP-017-4826,04:10:23,13:30:52,5778,4974,71,OP-SOP-002,False,
2026-05-03,Blow Molding,ISBM-007,M-SOP-002,WO-6199,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4827,16:13:59,06:41:07,8490,7854,249,OP-SOP-003,False,
2026-05-04,Blow Molding,ISBM-007,M-SOP-017,WO-6200,FR-017-HDPE-600,LOTE-M-SOP-017-4828,07:32:34,07:02:34,8866,1591,21,OP-SOP-002,False,
2026-05-05,Blow Molding,ISBM-007,M-SOP-017,WO-6201,FR-017-HDPE-600,LOTE-M-SOP-017-4828,07:44:07,22:12:58,9230,9499,195,OP-SOP-003,False,
2026-05-05,Blow Molding,ISBM-007,M-SOP-017,WO-6202,FR-017-HDPE-600,LOTE-M-SOP-017-4828,22:40:04,07:56:23,5804,5376,124,OP-SOP-003,False,
2026-05-06,BLOW MOLDING,ISBM-007,M-SOP-020,WO-6203,FR-020-PET-750,LOTE-M-SOP-020-4829,10:56:06,02:51:30,7210,6582,99,OP-SOP-001,False,
2026-05-07,Blow Molding,ISBM-007,M-SOP-017,WO-6204,FR-017-PP-PCR-600,LOTE-M-SOP-017-4830,04:34:20,18:15:16,8638,8028,171,OP-SOP-004,False,
2026-05-07,Blow Molding,ISBM-007,M-SOP-020,WO-6205,FR-020-rPET-750,LOTE-M-SOP-020-4831,19:21:03,10:06:48,6897,5769,139,OP-SOP-003,False,
2026-05-08,Blow Molding,ISBM-007,M-SOP-020,WO-6206,FR-020-rPET-750,LOTE-M-SOP-020-4831,10:41:16,00:35:45,6564,5802,83,OP-SOP-003,False,
2026-05-09,Blow Molding,ISBM-007,M-SOP-002,WO-6207,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4832,01:54:15,13:46:58,5838,4136,135,OP-SOP-002,False,
2026-05-09,Blow Molding,ISBM-007,M-SOP-002,WO-6208,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4833,14:33:56,09:54:41,11412,10583,386,OP-SOP-004,False,
2026-05-10,Blow Molding,ISBM-007,M-SOP-002,WO-6209,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4833,10:36:44,18:59:55,4956,4544,93,OP-SOP-003,False,
2026-05-10,  Blow Molding  ,ISBM-007,M-SOP-015,WO-6210,FR-015-PETG-500,LOTE-M-SOP-015-4834,21:50:39,09:03:14,3657,1848,47,OP-SOP-001,False,
2026-05-11,Blow Molding,ISBM-007,M-SOP-020,WO-6211,FR-020-HDPE-PCR-750,LOTE-M-SOP-020-4835,11:30:17,03:34:23,6954,6047,177,OP-SOP-001,False,
2026-05-12,blow molding,ISBM-007,M-SOP-015,WO-6212,FR-015-PETG-500,LOTE-M-SOP-015-4836,06:05:27,12:42:46,3040,2463,55,OP-SOP-001,False,
2026-05-12,BLOW MOLDING,ISBM-007,M-SOP-015,WO-6213,FR-015-PETG-500,LOTE-M-SOP-015-4836,13:02:51,10:35:32,7970,5092,97,OP-SOP-001,False,
2026-05-13,Blow Molding,ISBM-007,M-SOP-015,WO-6214,FR-015-PETG-500,LOTE-M-SOP-015-4836,11:05:17,03:25:33,7614,6710,146,OP-SOP-002,False,
2026-05-14,Blow Molding,ISBM-007,M-SOP-020,WO-6215,FR-020-HDPE-PCR-750,LOTE-M-SOP-020-4837,05:42:42,00:53:52,6279,2952,77,OP-SOP-001,False,
2026-05-15,Blow Molding,ISBM-007,M-SOP-020,WO-6216,FR-020-HDPE-PCR-750,LOTE-M-SOP-020-4837,01:04:07,12:07:28,4593,3659,93,OP-SOP-002,False,
2026-05-15,Blow Molding,ISBM-007,M-SOP-015,WO-6217,FR-015-HDPE-PCR-500,LOTE-M-SOP-015-4838,13:53:58,23:18:17,4360,3662,94,OP-SOP-002,False,
2026-05-16,blow molding,ISBM-007,M-SOP-015,WO-6218,FR-015-HDPE-PCR-500,LOTE-M-SOP-015-4838,00:02:23,13:37:20,6260,5996,199,OP-SOP-001,False,
2026-05-16,Blow Molding,ISBM-007,M-SOP-015,WO-6219,FR-015-HDPE-PCR-500,LOTE-M-SOP-015-4838,14:18:57,01:54:33,5386,4337,193,OP-SOP-001,False,
2026-05-17,Blow Molding,ISBM-007,M-SOP-015,WO-6220,FR-015-PETG-500,LOTE-M-SOP-015-4839,02:17:46,17:56:51,6783,5099,92,OP-SOP-001,False,
2026-05-17,Blow Molding,ISBM-007,M-SOP-015,WO-6221,FR-015-PETG-500,LOTE-M-SOP-015-4839,18:10:53,07:47:34,5025,3056,75,OP-SOP-001,False,
2026-05-18,Blow Molding,ISBM-007,M-SOP-015,WO-6222,FR-015-PETG-500,LOTE-M-SOP-015-4839,08:07:20,17:50:28,3876,2647,54,OP-SOP-003,False,
2026-05-18,Blow Molding,ISBM-007,M-SOP-017,WO-6223,FR-017-rPET-600,LOTE-M-SOP-017-4840,20:00:09,08:38:30,7130,5417,145,OP-SOP-004,False,
2026-05-19,Blow Molding,ISBM-007,M-SOP-015,WO-6224,FR-015-PETG-500,LOTE-M-SOP-015-4841,10:36:58,21:48:39,3652,1848,38,OP-SOP-003,False,
2026-05-20,  Blow Molding  ,ISBM-007,M-SOP-017,WO-6225,FR-017-HDPE-600,LOTE-M-SOP-017-4842,00:01:34,20:18:15,12830,12587,338,OP-SOP-002,False,
2026-05-20,Blow Molding,ISBM-007,M-SOP-017,WO-6226,FR-017-HDPE-600,LOTE-M-SOP-017-4842,20:31:34,13:17:26,10803,9992,274,OP-SOP-003,False,
2026-05-21,Blow Molding,ISBM-007,M-SOP-017,WO-6227,FR-017-HDPE-600,LOTE-M-SOP-017-4842,13:55:02,06:00:34,10283,10166,162,OP-SOP-001,False,
2026-05-22,Blow Molding,ISBM-007,M-SOP-002,WO-6228,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4843,08:06:21,19:07:43,6426,6022,191,OP-SOP-004,False,
2026-05-22,Blow Molding,ISBM-007,M-SOP-002,WO-6229,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4843,19:28:33,06:05:36,4973,3087,138,OP-SOP-003,False,
2026-05-23,Blow Molding,ISBM-007,M-SOP-015,WO-6230,FR-015-HDPE-PCR-500,LOTE-M-SOP-015-4844,07:13:50,05:59:07,8493,6438,239,OP-SOP-004,False,
2026-05-24,Blow Molding,ISBM-007,M-SOP-020,WO-6231,FR-020-rPET-750,LOTE-M-SOP-020-4845,08:04:19,18:57:14,4094,2913,71,OP-SOP-001,False,
2026-05-24,Blow Molding,ISBM-007,M-SOP-020,WO-6232,FR-020-rPET-750,LOTE-M-SOP-020-4845,19:27:07,10:36:59,3833,441,11,OP-SOP-002,False,
2026-05-25,Blow Molding,ISBM-007,M-SOP-017,WO-6233,FR-017-HDPE-PCR-600,LOTE-M-SOP-017-4846,13:10:58,04:26:02,9782,8360,221,OP-SOP-003,False,
2026-05-26,Blow Molding,ISBM-007,M-SOP-017,WO-6234,FR-017-HDPE-PCR-600,LOTE-M-SOP-017-4846,05:14:45,19:13:47,8833,8221,214,OP-SOP-002,False,
2026-05-26,Blow Molding,ISBM-007,M-SOP-015,WO-6235,FR-015-HDPE-500,LOTE-M-SOP-015-4847,20:25:14,08:00:35,4094,2354,64,OP-SOP-003,False,
2026-05-27,blow molding,ISBM-007,M-SOP-015,WO-6236,FR-015-HDPE-500,LOTE-M-SOP-015-4847,08:53:32,15:49:12,2935,2449,50,OP-SOP-001,False,
2026-05-27,Blow Molding,ISBM-007,M-SOP-015,WO-6237,FR-015-HDPE-500,LOTE-M-SOP-015-4847,16:16:43,07:50:37,7253,6872,145,OP-SOP-003,False,
2026-05-28,Blow Molding,ISBM-007,M-SOP-020,WO-6238,FR-020-PET-750,LOTE-M-SOP-020-4848,09:31:34,06:25:35,9390,7849,152,OP-SOP-004,False,
2026-05-29,Blow Molding,ISBM-007,M-SOP-002,WO-6239,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4849,08:20:10,21:27:58,7734,6695,215,OP-SOP-001,False,
2026-05-29,Blow Molding,ISBM-007,M-SOP-002,WO-6240,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4850,22:37:52,17:16:51,11022,9155,345,OP-SOP-003,False,
2026-05-30,BLOW MOLDING,ISBM-007,M-SOP-002,WO-6241,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4850,17:59:57,12:14:25,10104,8481,257,OP-SOP-004,False,
2026-05-31,Blow Molding,ISBM-007,M-SOP-002,WO-6242,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4850,12:53:00,05:17:50,7548,4734,106,OP-SOP-003,False,
2026-06-01,Blow Molding,ISBM-007,M-SOP-015,WO-6243,FR-015-PETG-500,LOTE-M-SOP-015-4851,07:46:20,23:36:25,5970,4139,57,OP-SOP-001,False,
2026-06-02,Blow Molding,ISBM-007,M-SOP-002,WO-6244,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4852,01:38:35,18:57:34,9390,8180,136,OP-SOP-004,False,
2026-06-02,Blow Molding,ISBM-007,M-SOP-002,WO-6245,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4852,19:22:51,12:18:16,8868,7172,182,OP-SOP-003,False,
2026-06-03,Blow Molding,ISBM-007,M-SOP-017,WO-6246,FR-017-PP-600,LOTE-M-SOP-017-4853,13:41:10,05:37:04,10133,9137,199,OP-SOP-001,False,
2026-06-04,Blow Molding,ISBM-007,M-SOP-017,WO-6247,FR-017-HDPE-PCR-600,LOTE-M-SOP-017-4854,06:08:20,19:25:56,8359,8134,243,OP-SOP-004,False,
2026-06-04,Blow Molding,ISBM-007,M-SOP-017,WO-6248,FR-017-HDPE-PCR-600,LOTE-M-SOP-017-4854,20:33:23,09:23:46,8040,7451,253,OP-SOP-002,False,
2026-06-05,Blow Molding,ISBM-007,M-SOP-020,WO-6249,FR-020-PET-750,LOTE-M-SOP-020-4855,11:45:18,06:12:09,6825,4596,98,OP-SOP-004,False,
2026-06-06,Blow Molding,ISBM-007,M-SOP-020,WO-6250,FR-020-PET-750,LOTE-M-SOP-020-4855,06:28:33,01:17:36,8535,7999,184,OP-SOP-002,False,
2026-06-07,Blow Molding,ISBM-007,M-SOP-020,WO-6251,FR-020-PET-750,LOTE-M-SOP-020-4855,02:18:09,18:49:34,6118,3725,55,OP-SOP-004,False,
2026-06-07,Blow Molding,ISBM-007,M-SOP-017,WO-6252,FR-017-HDPE-PCR-600,LOTE-M-SOP-017-4856,20:48:41,04:33:58,4816,4466,139,OP-SOP-002,False,
2026-06-08,Blow Molding,ISBM-007,M-SOP-017,WO-6253,FR-017-HDPE-PCR-600,LOTE-M-SOP-017-4856,04:51:06,19:50:23,9555,9172,146,OP-SOP-001,False,
2026-06-08,Blow Molding,ISBM-007,M-SOP-017,WO-6254,FR-017-HDPE-PCR-600,LOTE-M-SOP-017-4856,21:00:38,15:30:05,7254,2613,76,OP-SOP-004,False,
2026-06-09,Blow Molding,ISBM-007,M-SOP-020,WO-6255,FR-020-PET-750,LOTE-M-SOP-020-4857,17:12:40,07:15:33,5966,4960,119,OP-SOP-001,False,
2026-06-10,Blow Molding,ISBM-007,M-SOP-020,WO-6256,FR-020-rPET-750,LOTE-M-SOP-020-4858,08:01:09,01:30:20,8208,7294,104,OP-SOP-004,False,
2026-06-11,Blow Molding,ISBM-007,M-SOP-017,WO-6257,FR-017-PP-600,LOTE-M-SOP-017-4859,03:05:02,15:20:54,7208,5977,143,OP-SOP-002,False,
2026-06-11,Blow Molding,ISBM-007,M-SOP-017,WO-6258,FR-017-PP-600,LOTE-M-SOP-017-4859,16:30:56,11:48:43,12356,11517,312,OP-SOP-003,False,
2026-06-12,Blow Molding,ISBM-007,M-SOP-017,WO-6259,FR-017-PP-PCR-600,LOTE-M-SOP-017-4860,12:47:57,02:46:21,9054,9311,243,OP-SOP-003,False,
2026-06-13,Blow Molding,ISBM-007,M-SOP-002,WO-6260,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4861,03:41:02,18:36:10,8676,7901,230,OP-SOP-004,False,
2026-06-13,Blow Molding,ISBM-007,M-SOP-015,WO-6261,FR-015-rPET-500,LOTE-M-SOP-015-4862,20:39:51,13:21:10,6949,5734,123,OP-SOP-004,False,
2026-06-14,Blow Molding,ISBM-007,M-SOP-015,WO-6262,FR-015-rPET-500,LOTE-M-SOP-015-4862,13:46:58,03:24:39,4493,2401,44,OP-SOP-002,False,
2026-06-15,Blow Molding,ISBM-007,M-SOP-015,WO-6263,FR-015-HDPE-PCR-500,LOTE-M-SOP-015-4863,04:26:47,18:47:58,6137,5005,90,OP-SOP-001,False,
2026-06-15,BLOW MOLDING,ISBM-007,M-SOP-015,WO-6264,FR-015-HDPE-PCR-500,LOTE-M-SOP-015-4863,19:41:29,12:07:32,7718,6336,145,OP-SOP-001,False,
2026-06-16,Blow Molding,ISBM-007,M-SOP-020,WO-6265,FR-020-PP-PCR-750,LOTE-M-SOP-020-4864,14:22:31,07:55:30,7215,5423,168,OP-SOP-003,False,
2026-06-17,Blow Molding,ISBM-007,M-SOP-020,WO-6266,FR-020-PP-PCR-750,LOTE-M-SOP-020-4864,08:26:15,05:50:52,10008,9447,201,OP-SOP-003,False,
2026-06-18,Blow Molding,ISBM-007,M-SOP-020,WO-6267,FR-020-PP-PCR-750,LOTE-M-SOP-020-4864,06:37:09,17:54:51,3401,1340,26,OP-SOP-003,False,
2026-06-18,Blow Molding,ISBM-007,M-SOP-020,WO-6268,FR-020-rPET-750,LOTE-M-SOP-020-4865,18:39:42,08:49:13,5989,5061,118,OP-SOP-003,False,
2026-06-19,Blow Molding,ISBM-007,M-SOP-020,WO-6269,FR-020-HDPE-PCR-750,LOTE-M-SOP-020-4866,09:50:09,03:25:47,8079,7479,181,OP-SOP-001,False,
2026-06-20,Blow Molding,ISBM-007,M-SOP-020,WO-6270,FR-020-PP-750,LOTE-M-SOP-020-4867,04:17:41,22:28:47,8364,7251,216,OP-SOP-002,False,
2026-06-20,Blow Molding,ISBM-007,M-SOP-020,WO-6271,FR-020-HDPE-750,LOTE-M-SOP-020-4868,23:08:36,15:13:40,7604,7033,179,OP-SOP-003,False,
2026-06-21,Blow Molding,ISBM-007,M-SOP-002,WO-6272,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4869,16:31:39,01:55:51,5520,4897,95,OP-SOP-001,False,
2026-06-22,Blow Molding,ISBM-007,M-SOP-002,WO-6273,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4869,02:22:14,18:29:31,9474,7913,166,OP-SOP-002,False,
2026-06-22,Blow Molding,ISBM-007,M-SOP-002,WO-6274,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4869,18:54:42,05:00:14,5694,4911,123,n/a,False,
2026-06-23,Blow Molding,ISBM-007,M-SOP-015,WO-6275,FR-015-HDPE-500,LOTE-M-SOP-015-4870,06:23:35,18:04:08,4602,3627,59,OP-SOP-004,False,
2026-06-23,Blow Molding,ISBM-007,M-SOP-015,WO-6276,FR-015-HDPE-500,LOTE-M-SOP-015-4870,18:54:52,05:28:25,4902,4445,104,OP-SOP-002,False,
2026-06-24,Blow Molding,ISBM-007,M-SOP-015,WO-6277,FR-015-PETG-500,LOTE-M-SOP-015-4871,06:07:42,20:42:21,6811,5769,99,OP-SOP-002,False,
2026-06-24,Blow Molding,ISBM-007,M-SOP-002,WO-6278,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4872,22:40:59,13:05:01,8442,7933,87,OP-SOP-001,False,
2026-06-25,  Blow Molding  ,ISBM-007,M-SOP-002,WO-6279,FR-002-HDPE-PCR-300,LOTE-M-SOP-002-4872,13:11:28,00:33:16,5202,3285,59,OP-SOP-002,False,
