WorkOrder,Process,MachineId,MoldId,ProductionDate,BarrelTemperatureC,InjectionSpeedPct,CoolingTimeSec,PackingPressureBar,MoldTemperatureC,MoldHumidityPct
WO-10737,Injection Molding,IM-005,M-INJ-005,2025-08-24,224.1,74.7,11.0,58.2,39.8,
WO-10738,Injection Molding,IM-005,M-INJ-008,2025-08-25,225.1,70.4,12.5,66.5,45.8,
WO-10739,Injection Molding,IM-005,M-INJ-008,2025-08-25,221.1,68.3,10.3,64.9,45.5,
WO-10740,Injection Molding,IM-005,M-INJ-005,2025-08-26,223.6,66.7,11.0,61.2,47.2,
WO-10741,Injection Molding,IM-005,M-INJ-005,2025-08-26,222.8,68.9,11.4,74.1,44.2,
WO-10742,Injection Molding,IM-005,M-INJ-005,2025-08-27,226.4,66.1,13.0,62.9,47.3,
WO-10743,Injection Molding,IM-005,M-INJ-005,2025-08-28,224.4,66.6,10.4,66.7,47.0,
WO-10744,Injection Molding,IM-005,M-INJ-005,2025-08-29,227.0,74.1,12.3,55.7,42.1,
WO-10745,Injection Molding,IM-005,M-INJ-005,2025-08-29,221.0,74.8,11.8,62.8,44.2,
WO-10746,Injection Molding,IM-005,M-INJ-008,2025-08-30,227.2,68.9,10.3,67.3,43.3,
WO-10747,Injection Molding,IM-005,M-INJ-008,2025-08-31,223.4,66.5,9.8,66.7,46.2,
WO-10748,Injection Molding,IM-005,M-INJ-008,2025-09-01,225.7,84.0,8.8,65.2,48.4,
WO-10749,Injection Molding,IM-005,M-INJ-008,2025-09-02,225.3,73.3,8.8,67.9,44.1,
WO-10750,Injection Molding,IM-005,M-INJ-005,2025-09-02,224.4,64.5,10.3,74.9,41.5,
WO-10751,Injection Molding,IM-005,M-INJ-008,2025-09-03,224.7,65.0,10.2,54.8,51.1,
WO-10752,injection molding,IM-005,M-INJ-008,2025-09-04,225.3,69.8,10.9,68.5,43.2,
WO-10753,Injection Molding,IM-005,M-INJ-008,2025-09-04,224.4,77.1,12.1,66.5,44.4,
WO-10754,injection molding,IM-005,M-INJ-005,2025-09-05,224.9,71.0,12.3,58.8,49.0,
WO-10755,Injection Molding,IM-005,M-INJ-005,2025-09-06,225.8,68.7,12.2,56.8,47.1,
WO-10756,Injection Molding,IM-005,M-INJ-008,2025-09-07,226.4,71.1,10.3,61.6,47.5,
WO-10757,  Injection Molding  ,IM-005,M-INJ-005,2025-09-08,225.2,68.4,11.0,68.1,44.5,
WO-10758,Injection Molding,IM-005,M-INJ-005,2025-09-08,224.5,70.2,12.0,67.2,43.6,
WO-10759,Injection Molding,IM-005,M-INJ-005,2025-09-09,222.0,69.9,10.6,57.1,44.0,
WO-10760,injection molding,IM-005,M-INJ-008,2025-09-09,226.1,64.8,13.0,69.0,50.4,
WO-10761,Injection Molding,IM-005,M-INJ-008,2025-09-10,224.8,69.7,10.4,68.8,41.3,
WO-10762,Injection Molding,IM-005,M-INJ-008,2025-09-10,222.2,71.6,9.3,62.9,44.6,
WO-10763,Injection Molding,IM-005,M-INJ-005,2025-09-11,224.6,72.9,11.7,67.6,53.8,
WO-10764,Injection Molding,IM-005,M-INJ-005,2025-09-12,227.2,71.1,12.9,70.3,49.4,
WO-10765,Injection Molding,IM-005,M-INJ-005,2025-09-12,227.7,67.3,10.1,62.3,45.3,
WO-10766,Injection Molding,IM-005,M-INJ-005,2025-09-13,225.2,70.9,11.4,64.4,38.3,
WO-10767,Injection Molding,IM-005,M-INJ-005,2025-09-13,226.5,75.9,10.5,61.1,41.4,
WO-10768,Injection Molding,IM-005,M-INJ-005,2025-09-14,226.2,67.8,13.1,71.2,43.4,
WO-10769,INJECTION MOLDING,IM-005,M-INJ-005,2025-09-14,221.2,65.8,11.2,65.1,47.1,
WO-10770,injection molding,IM-005,M-INJ-005,2025-09-15,220.8,69.8,12.1,61.1,47.7,
WO-10771,Injection Molding,IM-005,M-INJ-005,2025-09-16,223.4,73.5,10.9,68.5,46.3,
WO-10772,Injection Molding,IM-005,M-INJ-008,2025-09-17,225.4,74.2,11.7,67.0,42.7,
WO-10773,Injection Molding,IM-005,M-INJ-008,2025-09-18,222.3,69.9,12.0,70.4,45.4,
WO-10774,Injection Molding,IM-005,M-INJ-008,2025-09-18,224.8,71.0,10.6,68.2,37.9,
WO-10775,Injection Molding,IM-005,M-INJ-008,2025-09-19,224.0,75.9,13.7,65.4,47.4,
WO-10776,Injection Molding,IM-005,M-INJ-008,2025-09-20,224.8,67.7,10.4,74.0,46.0,
WO-10777,Injection Molding,IM-005,M-INJ-008,2025-09-21,226.3,65.0,9.3,60.7,47.7,
WO-10778,Injection Molding,IM-005,M-INJ-008,2025-09-21,224.3,69.4,12.4,67.8,49.7,
WO-10779,Injection Molding,IM-005,M-INJ-005,2025-09-22,224.1,71.4,12.1,63.0,46.1,
WO-10780,Injection Molding,IM-005,M-INJ-008,2025-09-22,227.6,66.6,11.1,68.2,46.6,
WO-10781,Injection Molding,IM-005,M-INJ-008,2025-09-23,224.7,72.7,10.2,59.0,41.0,
WO-10782,Injection Molding,IM-005,M-INJ-008,2025-09-24,219.9,73.1,10.2,65.4,42.6,
WO-10783,Injection Molding,IM-005,M-INJ-008,2025-09-24,227.5,72.0,9.3,74.6,46.6,
WO-10784,Injection Molding,IM-005,M-INJ-005,2025-09-25,223.9,71.3,13.0,62.3,45.6,
WO-10785,INJECTION MOLDING,IM-005,M-INJ-005,2025-09-25,226.7,72.3,11.8,58.5,40.2,
WO-10786,Injection Molding,IM-005,M-INJ-008,2025-09-26,220.8,69.7,8.9,69.5,44.6,
WO-10787,Injection Molding,IM-005,M-INJ-008,2025-09-27,226.3,67.9,9.7,61.6,44.6,
WO-10788,Injection Molding,IM-005,M-INJ-008,2025-09-28,227.3,70.8,12.4,62.1,44.6,
WO-10789,Injection Molding,IM-005,M-INJ-005,2025-09-28,228.6,69.5,10.4,62.0,48.8,
WO-10790,Injection Molding,IM-005,M-INJ-008,2025-09-29,226.1,72.6,10.8,62.2,51.1,
WO-10791,Injection Molding,IM-005,M-INJ-008,2025-09-29,225.7,71.0,11.3,69.0,44.0,
WO-10792,Injection Molding,IM-005,M-INJ-008,2025-09-30,228.7,69.5,11.2,55.8,40.1,
WO-10793,Injection Molding,IM-005,M-INJ-005,2025-10-01,225.6,66.5,10.3,67.2,41.3,
WO-10794,Injection Molding,IM-005,M-INJ-005,2025-10-02,219.5,73.8,11.9,70.1,41.3,
WO-10795,Injection Molding,IM-005,M-INJ-005,2025-10-02,228.0,65.7,9.8,61.8,49.2,
WO-10796,Injection Molding,IM-005,M-INJ-008,2025-10-03,226.1,71.2,12.2,61.5,45.9,
WO-10797,Injection Molding,IM-005,M-INJ-008,2025-10-04,228.2,64.1,12.4,58.0,45.3,
WO-10798,Injection Molding,IM-005,M-INJ-008,2025-10-04,224.3,68.4,11.7,76.5,51.3,
WO-10799,Injection Molding,IM-005,M-INJ-008,2025-10-05,223.9,68.6,10.4,61.7,46.7,
WO-10800,Injection Molding,IM-005,M-INJ-008,2025-10-06,225.2,67.6,11.7,67.5,46.4,
WO-10801,injection molding,IM-005,M-INJ-005,2025-10-06,224.4,66.3,10.0,66.7,40.5,
WO-10802,Injection Molding,IM-005,M-INJ-008,2025-10-07,226.7,62.6,11.5,67.5,43.8,
WO-10803,INJECTION MOLDING,IM-005,M-INJ-008,2025-10-08,229.5,72.5,9.7,59.2,48.8,
WO-10804,Injection Molding,IM-005,M-INJ-005,2025-10-09,225.1,76.7,9.9,71.7,42.0,
WO-10805,INJECTION MOLDING,IM-005,M-INJ-005,2025-10-09,225.1,68.4,11.4,65.0,44.6,
WO-10806,Injection Molding,IM-005,M-INJ-005,2025-10-10,227.7,72.8,9.0,61.6,40.8,
WO-10807,Injection Molding,IM-005,M-INJ-005,2025-10-11,224.0,83.0,12.3,63.2,44.9,
WO-10808,Injection Molding,IM-005,M-INJ-005,2025-10-11,221.7,70.9,12.9,70.5,45.3,
WO-10809,Injection Molding,IM-005,M-INJ-005,2025-10-12,229.0,65.9,7.2,61.7,43.8,
WO-10810,INJECTION MOLDING,IM-005,M-INJ-008,2025-10-13,222.6,68.2,9.9,66.5,47.0,
WO-10811,Injection Molding,IM-005,M-INJ-005,2025-10-13,225.5,67.5,9.5,68.3,44.6,
WO-10812,Injection Molding,IM-005,M-INJ-005,2025-10-14,226.7,62.6,9.8,63.8,44.5,
WO-10813,Injection Molding,IM-005,M-INJ-005,2025-10-14,224.6,67.6,10.9,70.8,44.4,
WO-10814,injection molding,IM-005,M-INJ-005,2025-10-15,223.6,62.2,10.3,64.4,43.5,
WO-10815,Injection Molding,IM-005,M-INJ-005,2025-10-16,227.3,67.4,10.7,67.8,45.7,
WO-10816,Injection Molding,IM-005,M-INJ-005,2025-10-16,226.1,65.0,12.6,62.7,40.4,
WO-10817,Injection Molding,IM-005,M-INJ-005,2025-10-17,225.3,77.8,12.6,70.6,44.5,
WO-10818,Injection Molding,IM-005,M-INJ-005,2025-10-17,227.5,76.6,10.7,60.0,48.4,
WO-10819,Injection Molding,IM-005,M-INJ-005,2025-10-18,226.4,67.4,12.0,60.7,40.3,
WO-10820,Injection Molding,IM-005,M-INJ-005,2025-10-18,223.2,65.2,13.3,71.8,43.6,
WO-10821,Injection Molding,IM-005,M-INJ-005,2025-10-19,223.7,67.7,8.9,69.6,48.1,
WO-10822,Injection Molding,IM-005,M-INJ-005,2025-10-20,224.4,65.8,10.0,66.4,35.6,
WO-10823,Injection Molding,IM-005,M-INJ-008,2025-10-20,224.2,68.6,10.0,58.2,45.7,
WO-10824,Injection Molding,IM-005,M-INJ-008,2025-10-21,226.9,72.8,12.1,64.2,43.9,
WO-10825,Injection Molding,IM-005,M-INJ-008,2025-10-21,225.0,72.8,9.3,61.6,45.8,
WO-10826,INJECTION MOLDING,IM-005,M-INJ-008,2025-10-22,225.3,65.2,9.8,71.6,42.1,
WO-10827,  Injection Molding  ,IM-005,M-INJ-008,2025-10-22,222.1,71.4,13.4,72.9,48.3,
WO-10828,Injection Molding,IM-005,M-INJ-008,2025-10-23,223.4,64.4,8.1,70.2,42.0,
WO-10829,Injection Molding,IM-005,M-INJ-005,2025-10-24,225.7,76.6,9.2,72.3,45.8,
WO-10830,Injection Molding,IM-005,M-INJ-005,2025-10-25,225.8,64.7,9.0,58.9,45.8,
WO-10831,INJECTION MOLDING,IM-005,M-INJ-008,2025-10-25,227.0,65.3,10.6,67.7,43.7,
WO-10832,Injection Molding,IM-005,M-INJ-005,2025-10-26,223.7,71.1,10.5,63.9,38.7,
WO-10833,Injection Molding,IM-005,M-INJ-005,2025-10-27,224.5,66.5,12.3,72.1,44.9,
WO-10834,Injection Molding,IM-005,M-INJ-005,2025-10-27,224.8,69.7,10.8,64.5,42.0,
WO-10835,Injection Molding,IM-005,M-INJ-008,2025-10-28,227.7,68.2,11.8,66.1,46.4,
WO-10836,Injection Molding,IM-005,M-INJ-005,2025-10-29,224.1,65.9,11.5,63.1,46.8,
WO-10837,Injection Molding,IM-005,M-INJ-005,2025-10-29,227.3,68.4,10.6,61.0,45.8,
WO-10838,Injection Molding,IM-005,M-INJ-005,2025-10-30,223.0,69.3,13.8,63.2,44.4,
WO-10839,Injection Molding,IM-005,M-INJ-008,2025-10-31,225.5,76.8,10.7,62.3,46.6,
WO-10840,Injection Molding,IM-005,M-INJ-005,2025-11-01,223.6,78.8,10.8,67.8,40.5,
WO-10841,Injection Molding,IM-005,M-INJ-008,2025-11-01,227.0,80.1,7.5,65.5,42.6,
WO-10842,Injection Molding,IM-005,M-INJ-008,2025-11-02,226.0,67.1,12.0,57.4,45.3,
WO-10843,injection molding,IM-005,M-INJ-008,2025-11-02,225.4,68.9,12.3,59.9,42.6,
WO-10844,Injection Molding,IM-005,M-INJ-005,2025-11-03,224.4,66.6,11.9,65.5,44.1,
WO-10845,Injection Molding,IM-005,M-INJ-005,2025-11-04,226.6,70.9,12.9,65.0,44.9,
WO-10846,Injection Molding,IM-005,M-INJ-008,2025-11-05,224.8,69.4,10.9,66.6,44.9,
WO-10847,Injection Molding,IM-005,M-INJ-008,2025-11-05,227.7,71.9,11.5,64.4,38.7,
WO-10848,Injection Molding,IM-005,M-INJ-005,2025-11-06,223.0,73.2,11.1,68.0,43.1,
WO-10849,Injection Molding,IM-005,M-INJ-005,2025-11-07,222.5,62.7,10.2,62.3,48.3,
WO-10850,Injection Molding,IM-005,M-INJ-005,2025-11-07,224.3,66.6,9.6,59.1,45.9,
WO-10851,Injection Molding,IM-005,M-INJ-008,2025-11-08,221.5,77.5,12.8,60.2,44.0,
WO-10852,INJECTION MOLDING,IM-005,M-INJ-008,2025-11-09,222.9,65.1,10.1,65.5,41.8,
WO-10853,Injection Molding,IM-005,M-INJ-005,2025-11-10,224.0,74.9,11.6,70.1,41.5,
WO-10854,Injection Molding,IM-005,M-INJ-008,2025-11-11,221.5,61.5,13.2,66.4,45.3,
WO-10855,Injection Molding,IM-005,M-INJ-005,2025-11-11,224.8,70.2,10.8,64.2,40.7,
WO-10856,Injection Molding,IM-005,M-INJ-005,2025-11-12,224.3,65.2,11.2,66.7,42.6,
WO-10857,Injection Molding,IM-005,M-INJ-008,2025-11-12,226.3,72.1,9.2,67.1,41.0,
WO-10858,Injection Molding,IM-005,M-INJ-008,2025-11-13,226.3,65.3,12.7,65.0,44.7,
WO-10859,Injection Molding,IM-005,M-INJ-005,2025-11-14,227.5,76.0,10.4,60.6,47.4,
WO-10860,Injection Molding,IM-005,M-INJ-005,2025-11-14,225.6,71.0,11.0,66.9,44.2,
WO-10861,Injection Molding,IM-005,M-INJ-005,2025-11-15,224.8,73.4,10.2,72.8,45.0,
WO-10862,  Injection Molding  ,IM-005,M-INJ-005,2025-11-16,222.9,72.1,11.1,66.2,46.2,
WO-10863,Injection Molding,IM-005,M-INJ-005,2025-11-16,226.3,68.8,7.7,62.4,46.1,
WO-10864,  Injection Molding  ,IM-005,M-INJ-005,2025-11-17,224.1,77.5,11.7,58.8,45.0,
WO-10865,Injection Molding,IM-005,M-INJ-005,2025-11-17,228.0,72.0,9.6,61.2,47.4,
WO-10866,Injection Molding,IM-005,M-INJ-005,2025-11-18,221.9,68.0,10.5,56.0,38.7,
WO-10867,Injection Molding,IM-005,M-INJ-008,2025-11-19,223.7,72.2,9.6,69.9,37.7,
WO-10868,Injection Molding,IM-005,M-INJ-008,2025-11-20,225.8,71.6,9.0,66.1,46.2,
WO-10869,Injection Molding,IM-005,M-INJ-008,2025-11-20,228.3,73.0,13.2,63.5,44.7,
WO-10870,Injection Molding,IM-005,M-INJ-008,2025-11-21,225.7,71.4,11.2,65.9,46.8,
WO-10871,  Injection Molding  ,IM-005,M-INJ-005,2025-11-22,228.2,66.8,10.5,66.3,41.1,
WO-10872,Injection Molding,IM-005,M-INJ-005,2025-11-22,224.0,74.3,12.2,71.8,47.6,
WO-10873,Injection Molding,IM-005,M-INJ-005,2025-11-23,224.1,73.2,8.7,63.5,43.9,
WO-10874,Injection Molding,IM-005,M-INJ-005,2025-11-24,221.4,68.5,11.3,60.1,45.9,
WO-10875,Injection Molding,IM-005,M-INJ-005,2025-11-24,225.7,69.1,12.1,61.9,42.9,
WO-10876,Injection Molding,IM-005,M-INJ-005,2025-11-25,223.0,74.7,11.7,62.2,44.2,
WO-10877,Injection Molding,IM-005,M-INJ-005,2025-11-26,224.4,72.9,10.3,62.2,43.4,
WO-10878,Injection Molding,IM-005,M-INJ-008,2025-11-27,222.0,65.1,9.6,63.3,43.7,
WO-10879,Injection Molding,IM-005,M-INJ-008,2025-11-28,224.7,74.5,10.3,64.9,45.7,
WO-10880,Injection Molding,IM-005,M-INJ-008,2025-11-28,229.1,77.5,10.6,69.0,48.6,
WO-10881,Injection Molding,IM-005,M-INJ-008,2025-11-29,225.5,74.7,11.9,70.3,46.6,
WO-10882,Injection Molding,IM-005,M-INJ-005,2025-11-30,226.4,63.1,8.9,70.5,45.9,
WO-10883,Injection Molding,IM-005,M-INJ-005,2025-12-01,221.3,74.4,8.0,70.3,41.8,
WO-10884,Injection Molding,IM-005,M-INJ-005,2025-12-01,222.7,71.6,11.1,73.0,42.4,
WO-10885,Injection Molding,IM-005,M-INJ-005,2025-12-02,226.0,69.7,11.4,60.4,44.9,
WO-10886,Injection Molding,IM-005,M-INJ-005,2025-12-03,227.5,78.2,11.4,76.2,43.1,
WO-10887,Injection Molding,IM-005,M-INJ-005,2025-12-04,224.7,72.2,11.9,70.4,49.8,
WO-10888,Injection Molding,IM-005,M-INJ-008,2025-12-04,226.5,74.5,12.0,72.6,46.3,
WO-10889,Injection Molding,IM-005,M-INJ-008,2025-12-05,227.1,73.5,8.6,66.1,41.7,
WO-10890,Injection Molding,IM-005,M-INJ-008,2025-12-06,224.4,75.4,11.6,69.3,43.5,
WO-10891,Injection Molding,IM-005,M-INJ-008,2025-12-06,221.2,67.7,8.5,69.1,40.6,
WO-10892,Injection Molding,IM-005,M-INJ-005,2025-12-07,224.6,75.9,10.5,70.5,43.9,
WO-10893,injection molding,IM-005,M-INJ-005,2025-12-08,226.5,70.5,11.4,66.8,47.1,
WO-10894,Injection Molding,IM-005,M-INJ-005,2025-12-08,226.2,69.0,11.9,62.9,44.3,
WO-10895,Injection Molding,IM-005,M-INJ-005,2025-12-09,226.7,70.8,10.9,58.9,40.1,
WO-10896,injection molding,IM-005,M-INJ-008,2025-12-09,225.3,71.7,12.2,58.9,43.1,
WO-10897,Injection Molding,IM-005,M-INJ-008,2025-12-10,220.2,67.1,9.8,70.2,48.3,
WO-10898,Injection Molding,IM-005,M-INJ-008,2025-12-11,228.2,71.2,8.8,66.3,39.4,
WO-10899,Injection Molding,IM-005,M-INJ-005,2025-12-11,229.2,65.5,11.6,70.4,45.1,
WO-10900,Injection Molding,IM-005,M-INJ-008,2025-12-12,220.7,62.9,10.7,64.3,43.7,
WO-10901,Injection Molding,IM-005,M-INJ-008,2025-12-13,224.1,66.5,10.6,46.1,49.1,
WO-10902,Injection Molding,IM-005,M-INJ-008,2025-12-14,220.5,74.2,12.1,71.4,46.1,
WO-10903,Injection Molding,IM-005,M-INJ-008,2025-12-14,222.3,69.4,11.3,70.0,43.5,
WO-10904,INJECTION MOLDING,IM-005,M-INJ-008,2025-12-15,224.3,72.6,8.2,65.9,40.4,
WO-10905,Injection Molding,IM-005,M-INJ-008,2025-12-16,225.4,65.8,11.9,65.5,42.3,
WO-10906,Injection Molding,IM-005,M-INJ-008,2025-12-16,224.7,76.1,9.6,59.4,45.0,
WO-10907,injection molding,IM-005,M-INJ-008,2025-12-17,226.4,67.4,13.7,63.7,41.7,
WO-10908,Injection Molding,IM-005,M-INJ-008,2025-12-18,226.7,74.6,10.2,62.4,43.4,
WO-10909,Injection Molding,IM-005,M-INJ-008,2025-12-18,225.7,69.1,11.1,63.9,44.4,
WO-10910,Injection Molding,IM-005,M-INJ-005,2025-12-19,227.8,67.7,10.5,65.9,44.7,
WO-10911,Injection Molding,IM-005,M-INJ-005,2025-12-19,223.7,67.5,9.9,62.8,42.8,
WO-10912,Injection Molding,IM-005,M-INJ-005,2025-12-20,223.1,67.1,8.9,57.9,38.7,
WO-10913,Injection Molding,IM-005,M-INJ-008,2025-12-20,222.8,68.5,12.1,72.5,48.1,
WO-10914,Injection Molding,IM-005,M-INJ-008,2025-12-21,225.5,66.4,11.6,58.0,44.1,
WO-10915,Injection Molding,IM-005,M-INJ-008,2025-12-22,224.9,70.6,13.1,61.2,41.6,
WO-10916,Injection Molding,IM-005,M-INJ-008,2025-12-22,225.9,72.6,11.9,68.3,42.2,
WO-10917,injection molding,IM-005,M-INJ-005,2025-12-23,222.6,64.7,7.6,62.7,45.0,
WO-10918,Injection Molding,IM-005,M-INJ-008,2025-12-24,225.6,74.4,11.2,66.8,47.6,
WO-10919,Injection Molding,IM-005,M-INJ-005,2025-12-25,225.9,72.8,9.3,61.8,48.0,
WO-10920,Injection Molding,IM-005,M-INJ-005,2025-12-26,224.6,68.5,13.4,61.5,41.1,
WO-10921,Injection Molding,IM-005,M-INJ-005,2025-12-27,225.8,65.5,9.3,71.0,42.6,
WO-10922,Injection Molding,IM-005,M-INJ-008,2025-12-27,226.2,67.4,13.5,66.4,50.1,
WO-10923,Injection Molding,IM-005,M-INJ-008,2025-12-28,225.5,67.2,11.1,64.0,45.0,
WO-10924,Injection Molding,IM-005,M-INJ-008,2025-12-29,222.4,66.5,10.8,66.6,45.1,
WO-10925,injection molding,IM-005,M-INJ-005,2025-12-30,226.1,70.9,11.3,67.4,39.8,
WO-10926,Injection Molding,IM-005,M-INJ-005,2025-12-30,220.9,65.4,9.9,63.8,47.1,
WO-10927,Injection Molding,IM-005,M-INJ-005,2025-12-31,226.9,70.7,12.0,71.1,46.4,
WO-10928,Injection Molding,IM-005,M-INJ-005,2026-01-01,224.9,73.6,13.0,66.4,45.5,
WO-10929,Injection Molding,IM-005,M-INJ-005,2026-01-01,227.0,75.0,8.4,60.6,46.8,
WO-10930,Injection Molding,IM-005,M-INJ-005,2026-01-02,225.1,74.1,10.4,64.4,43.8,
WO-10931,Injection Molding,IM-005,M-INJ-008,2026-01-03,225.9,75.8,12.3,72.9,45.2,
WO-10932,Injection Molding,IM-005,M-INJ-008,2026-01-03,222.7,67.3,11.8,53.0,47.4,
WO-10933,Injection Molding,IM-005,M-INJ-008,2026-01-04,225.9,69.0,11.8,66.5,46.9,
WO-10934,Injection Molding,IM-005,M-INJ-008,2026-01-05,222.8,64.5,11.0,72.0,44.6,
WO-10935,Injection Molding,IM-005,M-INJ-008,2026-01-05,223.7,73.0,8.2,60.7,45.3,
WO-10936,  Injection Molding  ,IM-005,M-INJ-005,2026-01-06,227.9,69.8,10.8,60.1,42.0,
WO-10937,Injection Molding,IM-005,M-INJ-005,2026-01-06,223.4,71.4,10.9,63.8,45.2,
WO-10938,INJECTION MOLDING,IM-005,M-INJ-005,2026-01-07,228.8,73.7,13.8,59.1,40.5,
WO-10939,Injection Molding,IM-005,M-INJ-008,2026-01-08,223.1,70.5,11.8,75.0,44.1,
WO-10940,Injection Molding,IM-005,M-INJ-008,2026-01-09,225.8,68.2,12.8,59.7,42.7,
WO-10941,Injection Molding,IM-005,M-INJ-008,2026-01-10,222.7,73.4,13.3,65.4,39.8,
WO-10942,injection molding,IM-005,M-INJ-008,2026-01-10,224.5,71.5,12.0,65.4,47.8,
WO-10943,Injection Molding,IM-005,M-INJ-008,2026-01-11,224.0,76.4,12.1,63.8,46.2,
WO-10944,Injection Molding,IM-005,M-INJ-008,2026-01-12,225.7,71.4,10.2,63.3,46.3,
WO-10945,Injection Molding,IM-005,M-INJ-005,2026-01-12,228.7,75.2,11.2,56.0,46.4,
WO-10946,Injection Molding,IM-005,M-INJ-005,2026-01-13,226.1,74.5,12.3,58.7,39.1,
WO-10947,injection molding,IM-005,M-INJ-008,2026-01-13,225.1,73.6,9.7,58.0,47.4,
WO-10948,Injection Molding,IM-005,M-INJ-008,2026-01-14,222.7,74.8,9.1,66.2,49.1,
WO-10949,Injection Molding,IM-005,M-INJ-008,2026-01-14,225.6,68.6,9.3,67.6,41.7,
WO-10950,  Injection Molding  ,IM-005,M-INJ-008,2026-01-15,227.8,69.8,10.7,62.5,39.5,
WO-10951,Injection Molding,IM-005,M-INJ-008,2026-01-16,226.8,68.7,12.9,62.7,45.1,
WO-10952,Injection Molding,IM-005,M-INJ-008,2026-01-16,225.1,68.3,11.1,64.6,43.4,
WO-10953,Injection Molding,IM-005,M-INJ-008,2026-01-17,222.3,71.7,10.6,60.3,44.6,
WO-10954,Injection Molding,IM-005,M-INJ-005,2026-01-18,229.3,67.9,11.0,66.8,47.2,
WO-10955,Injection Molding,IM-005,M-INJ-005,2026-01-18,224.5,63.2,12.6,60.8,49.3,
WO-10956,Injection Molding,IM-005,M-INJ-005,2026-01-19,222.3,67.5,11.0,69.9,39.2,
WO-10957,Injection Molding,IM-005,M-INJ-005,2026-01-20,225.1,70.7,12.9,69.0,46.9,
WO-10958,Injection Molding,IM-005,M-INJ-005,2026-01-20,222.2,70.4,12.2,67.3,44.4,
WO-10959,Injection Molding,IM-005,M-INJ-005,2026-01-21,226.0,72.3,11.7,68.4,47.5,
WO-10960,Injection Molding,IM-005,M-INJ-005,2026-01-22,225.9,67.4,10.1,68.0,49.1,
WO-10961,Injection Molding,IM-005,M-INJ-005,2026-01-22,224.3,65.1,11.0,66.8,42.5,
WO-10962,Injection Molding,IM-005,M-INJ-008,2026-01-23,224.7,72.2,11.5,64.0,42.1,
WO-10963,INJECTION MOLDING,IM-005,M-INJ-008,2026-01-24,224.5,66.7,12.9,58.2,46.9,
WO-10964,Injection Molding,IM-005,M-INJ-005,2026-01-24,226.2,71.7,11.9,71.9,45.8,
WO-10965,Injection Molding,IM-005,M-INJ-005,2026-01-25,224.1,72.7,11.0,62.7,42.8,
WO-10966,Injection Molding,IM-005,M-INJ-005,2026-01-26,224.3,70.2,11.5,69.1,44.6,
WO-10967,Injection Molding,IM-005,M-INJ-005,2026-01-26,223.5,73.7,14.8,62.6,44.1,
WO-10968,Injection Molding,IM-005,M-INJ-008,2026-01-27,225.2,72.6,8.0,55.7,48.5,
WO-10969,Injection Molding,IM-005,M-INJ-008,2026-01-28,222.0,67.8,9.9,69.2,47.3,
WO-10970,Injection Molding,IM-005,M-INJ-008,2026-01-28,227.9,66.9,10.9,66.0,46.5,
WO-10971,INJECTION MOLDING,IM-005,M-INJ-005,2026-01-29,223.1,68.6,8.7,73.2,48.4,
WO-10972,Injection Molding,IM-005,M-INJ-005,2026-01-30,225.2,66.9,13.6,63.7,47.4,
WO-10973,Injection Molding,IM-005,M-INJ-005,2026-01-30,225.4,65.9,11.7,70.6,43.6,
WO-10974,Injection Molding,IM-005,M-INJ-005,2026-01-31,223.7,65.4,11.1,63.2,46.4,
WO-10975,Injection Molding,IM-005,M-INJ-005,2026-02-01,222.5,64.6,11.0,64.8,43.2,
WO-10976,Injection Molding,IM-005,M-INJ-005,2026-02-02,222.7,63.2,9.6,65.8,44.5,
WO-10977,Injection Molding,IM-005,M-INJ-005,2026-02-02,223.4,58.2,10.9,67.4,44.0,
WO-10978,Injection Molding,IM-005,M-INJ-005,2026-02-03,223.1,69.1,10.9,58.8,39.1,
WO-10979,Injection Molding,IM-005,M-INJ-005,2026-02-03,222.9,67.5,11.5,67.5,48.3,
WO-10980,Injection Molding,IM-005,M-INJ-005,2026-02-04,227.3,72.5,9.7,67.9,46.3,
WO-10981,Injection Molding,IM-005,M-INJ-005,2026-02-05,224.1,66.5,10.7,66.7,44.7,
WO-10982,Injection Molding,IM-005,M-INJ-005,2026-02-06,225.3,76.6,11.4,63.7,47.1,
WO-10983,Injection Molding,IM-005,M-INJ-005,2026-02-07,220.8,61.2,11.8,67.6,41.5,
WO-10984,INJECTION MOLDING,IM-005,M-INJ-005,2026-02-07,223.1,71.8,13.0,67.6,45.1,
WO-10985,Injection Molding,IM-005,M-INJ-005,2026-02-08,225.0,75.3,9.1,64.1,37.7,
WO-10986,Injection Molding,IM-005,M-INJ-005,2026-02-09,224.2,71.9,12.0,71.2,44.7,
WO-10987,injection molding,IM-005,M-INJ-005,2026-02-10,224.5,64.9,10.3,65.5,46.9,
WO-10988,Injection Molding,IM-005,M-INJ-005,2026-02-10,224.6,67.7,11.3,63.6,50.7,
WO-10989,Injection Molding,IM-005,M-INJ-005,2026-02-11,226.2,73.0,12.3,60.6,46.0,
WO-10990,  Injection Molding  ,IM-005,M-INJ-005,2026-02-11,224.1,68.7,10.2,64.2,45.9,
WO-10991,Injection Molding,IM-005,M-INJ-005,2026-02-12,225.2,71.6,9.1,65.9,44.7,
WO-10992,Injection Molding,IM-005,M-INJ-008,2026-02-13,224.6,67.3,10.3,75.4,42.5,
