PrintLot,BottleLot,SourceBottleWorkOrder,WorkOrder,ProductionDate,Shift,MachineId,PrintToolId,BottleId,ColorCount,ColorsUsed,LotSize,CodeLetter,SampleSize,CriticalDefects,MajorDefects,MinorDefects,TotalSampleDefects,AttributesDecision,FinalLotDecision,DispositionDetail,LotDecisionDateTime,Remarks,Inspector
LOTE-SK-M-SOP-024-4338,LOTE-M-SOP-024-4338,WO-5274,WO-15032,2026-02-11,Shift 1,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-003,7193,L,200,0,2,4,6,Approved,Approved,Approved - First Pass,2026-02-12 01:01:23.569,—,Carlos Mendes
LOTE-SK-M-SOP-028-4339,LOTE-M-SOP-028-4339,WO-5275,WO-15033,2026-02-11,Shift 2,SS-002,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-004,677,L,200,0,2,3,5,Approved,Approved,Approved - First Pass,2026-02-11 21:02:10.414,—,Elena Santos
LOTE-SK-M-SOP-024-4340,LOTE-M-SOP-024-4340,WO-5276,WO-15034,2026-02-12,Shift 1,SS-001,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,4025,L,200,0,0,6,6,Approved,Approved,Approved - First Pass,2026-02-13 06:17:35.181,—,Beatriz Costa
LOTE-SK-M-SOP-024-4341,LOTE-M-SOP-024-4341,WO-5278,WO-15036,2026-02-14,Shift 3,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-002,3719,L,200,1,2,9,12,Rejected,Rejected,Rejected - Scrapped,2026-02-14 11:59:02.770,Cure:1(Re=1),Carlos Mendes
LOTE-SK-M-SOP-011-4343,LOTE-M-SOP-011-4343,WO-5282,WO-15038,2026-02-16,Shift 2,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-005, COR-001, COR-003",11479,M,315,0,0,8,8,Approved,Approved,Approved - First Pass,2026-02-18 06:44:44.773,—,Carlos Mendes
LOTE-SK-M-SOP-024-4344,LOTE-M-SOP-024-4344,WO-5284,WO-15040,2026-02-18,Shift 1,SS-001,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-002,7226,L,200,1,0,3,4,Approved,Rejected,Rejected - Scrapped,2026-02-18 19:35:56.569,—,Beatriz Costa
LOTE-SK-M-SOP-014-4345,LOTE-M-SOP-014-4345,WO-5285,WO-15041,2026-02-18,Shift 3,SS-001,SK-FR-014-rPET-500-1C,FR-014-rPET-500,1,COR-002,3548,L,200,1,0,6,7,Rejected,Rejected,Rejected - Scrapped,2026-02-19 13:14:01.722,Cure:1(Re=1),Ana Silva
LOTE-SK-M-SOP-024-4346,LOTE-M-SOP-024-4346,WO-5286,WO-15042,2026-02-19,Shift 2,SS-001,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,5551,L,200,0,0,7,7,Approved,Approved,Approved - First Pass,2026-02-20 07:00:17.240,—,Carlos Mendes
LOTE-SK-M-SOP-011-4347,LOTE-M-SOP-011-4347,WO-5290,WO-15046,2026-02-21,Shift 2,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-008, COR-004, COR-006",14134,M,315,0,1,7,8,Approved,Approved,Approved - First Pass,2026-02-22 21:13:59.836,—,Ana Silva
LOTE-SK-M-SOP-028-4349,LOTE-M-SOP-028-4349,WO-5294,WO-15048,2026-02-24,Shift 2,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-003,1215,L,200,0,1,5,6,Approved,Approved,Approved - First Pass,2026-02-24 23:48:54.689,—,Elena Santos
LOTE-SK-M-SOP-018-4350,LOTE-M-SOP-018-4350,WO-5297,WO-15051,2026-02-27,  Shift 1  ,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-001,23731,M,315,0,0,16,16,Approved,Approved,Approved - First Pass,2026-02-27 19:52:36.440,—,Diogo Ferreira
LOTE-SK-M-SOP-018-4352,LOTE-M-SOP-018-4352,WO-5303,WO-15054,2026-03-03,Shift 1,SS-002,SK-FR-018-HDPE-600-3C,FR-018-HDPE-600,3,"COR-004, COR-008, COR-005",13867,M,315,0,2,12,14,Approved,Approved,Approved - First Pass,2026-03-04 14:02:05.433,—,Carlos Mendes
LOTE-SK-M-SOP-024-4354,LOTE-M-SOP-024-4354,WO-5308,WO-15057,2026-03-07,SHIFT 1,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,6835,L,200,0,3,12,15,Approved,Approved,Approved - First Pass,2026-03-08 12:59:28.920,—,Ana Silva
LOTE-SK-M-SOP-024-4356,LOTE-M-SOP-024-4356,WO-5312,WO-15059,2026-03-09,Shift 2,SS-001,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-006,3788,L,200,1,0,9,10,Rejected,Rejected,Rejected - Scrapped,2026-03-10 12:52:28.863,Adhesion:1(Re=1),Elena Santos
LOTE-SK-M-SOP-028-4357,LOTE-M-SOP-028-4357,WO-5314,WO-15061,2026-03-10,SHIFT 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,1532,L,200,0,2,5,7,Approved,Approved,Approved - First Pass,2026-03-10 16:24:37.710,—,Ana Silva
LOTE-SK-M-SOP-018-4358,LOTE-M-SOP-018-4358,WO-5317,WO-15064,2026-03-13,Shift 3,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-007,17079,M,315,0,0,8,8,Approved,Approved,Approved - First Pass,2026-03-14 08:30:34.609,—,Elena Santos
LOTE-SK-M-SOP-028-4359,LOTE-M-SOP-028-4359,WO-5318,WO-15065,2026-03-14,Shift 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-006,793,L,200,0,1,3,4,Approved,Approved,Approved - First Pass,2026-03-15 07:49:22.895,—,Beatriz Costa
LOTE-SK-M-SOP-018-4361,LOTE-M-SOP-018-4361,WO-5323,WO-15067,2026-03-16,Shift 1,SS-002,SK-FR-018-HDPE-600-3C,FR-018-HDPE-600,3,"COR-002, COR-006, COR-001",11168,M,315,0,0,3,3,Approved,Approved,Approved - First Pass,2026-03-17 20:01:15.541,—,Elena Santos
LOTE-SK-M-SOP-028-4362,LOTE-M-SOP-028-4362,WO-5326,WO-15070,2026-03-19,  Shift 3  ,SS-002,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-002,3251,L,200,0,0,6,6,Approved,Approved,Approved - First Pass,2026-03-19 14:02:38.029,—,Ana Silva
LOTE-SK-M-SOP-024-4364,LOTE-M-SOP-024-4364,WO-5329,WO-15073,2026-03-21,Shift 3,SS-001,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-006,1866,L,200,0,1,6,7,Approved,Approved,Approved - First Pass,2026-03-21 14:34:15.458,—,Elena Santos
LOTE-SK-M-SOP-028-4365,LOTE-M-SOP-028-4365,WO-5331,WO-15075,2026-03-23,Shift 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-004,741,L,200,0,0,4,4,Approved,Approved,Approved - First Pass,2026-03-24 03:28:26.945,—,Beatriz Costa
LOTE-SK-M-SOP-011-4366,LOTE-M-SOP-011-4366,WO-5334,WO-15078,2026-03-25,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-004, COR-008, COR-001",16493,M,315,0,1,9,10,Approved,Approved,Approved - First Pass,2026-03-27 00:05:43.424,—,Diogo Ferreira
LOTE-SK-M-SOP-011-4367,LOTE-M-SOP-011-4367,WO-5335,WO-15079,2026-03-25,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-007, COR-004, COR-008",5915,L,200,0,0,1,1,Approved,Approved,Approved - First Pass,2026-03-26 18:21:44.013,—,Beatriz Costa
LOTE-SK-M-SOP-024-4368,LOTE-M-SOP-024-4368,WO-5336,WO-15080,2026-03-26,Shift 1,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-001,1500,L,200,0,0,2,2,Approved,Approved,Approved - First Pass,2026-03-26 20:48:24.541,—,Elena Santos
LOTE-SK-M-SOP-011-4370,LOTE-M-SOP-011-4370,WO-5340,WO-15081,2026-03-29,Shift 1,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-001, COR-006, COR-008",4957,L,200,0,1,2,3,Approved,Approved,Approved - First Pass,2026-03-30 19:27:40.143,—,Ana Silva
LOTE-SK-M-SOP-028-4371,LOTE-M-SOP-028-4371,WO-5341,WO-15082,2026-03-30,Shift 2,SS-002,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-007,2544,L,200,1,4,9,14,Rejected,Rejected,Rejected - Scrapped,2026-03-30 20:22:29.821,Cure:1(Re=1),Diogo Ferreira
LOTE-SK-M-SOP-011-4374,LOTE-M-SOP-011-4374,WO-5345,WO-15085,2026-04-02,Shift 3,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-003, COR-005, COR-002",7077,L,200,0,2,5,7,Approved,Approved,Approved - First Pass,2026-04-03 04:50:13.043,—,Diogo Ferreira
LOTE-SK-M-SOP-024-4375,LOTE-M-SOP-024-4375,WO-5347,WO-15087,2026-04-03,Shift 1,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-003,4189,L,200,0,0,8,8,Approved,Approved,Approved - First Pass,2026-04-04 09:17:38.087,—,Carlos Mendes
LOTE-SK-M-SOP-028-4377,LOTE-M-SOP-028-4377,WO-5350,WO-15090,2026-04-05,Shift 1,SS-002,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-001,974,L,200,1,2,8,11,Rejected,Rejected,Rejected - Scrapped,2026-04-06 05:45:26.603,Cure:1(Re=1),Elena Santos
LOTE-SK-M-SOP-011-4378,LOTE-M-SOP-011-4378,WO-5351,WO-15091,2026-04-05,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-007, COR-006, COR-004",4391,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-04-06 14:01:11.186,—,Elena Santos
LOTE-SK-M-SOP-028-4379,LOTE-M-SOP-028-4379,WO-5352,WO-15092,2026-04-06,Shift 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-004,682,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-04-07 02:46:56.122,—,Elena Santos
LOTE-SK-M-SOP-018-4382,LOTE-M-SOP-018-4382,WO-5360,WO-15097,2026-04-13,Shift 3,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,5184,L,200,0,0,5,5,Approved,Approved,Approved - First Pass,2026-04-14 13:32:10.946,—,Diogo Ferreira
LOTE-SK-M-SOP-011-4383,LOTE-M-SOP-011-4383,WO-5361,WO-15098,2026-04-12,Shift 1,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-001, COR-004, COR-002",4384,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-04-13 02:44:02.643,—,Ana Silva
LOTE-SK-M-SOP-024-4384,LOTE-M-SOP-024-4384,WO-5362,WO-15099,2026-04-14,Shift 1,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-006,2567,L,200,0,0,1,1,Approved,Approved,Approved - First Pass,2026-04-15 11:36:41.729,—,Ana Silva
LOTE-SK-M-SOP-014-4385,LOTE-M-SOP-014-4385,WO-5363,WO-15100,2026-04-14,Shift 2,SS-001,SK-FR-014-rPET-500-1C,FR-014-rPET-500,1,COR-003,7863,L,200,0,2,1,3,Approved,Approved,Approved - First Pass,2026-04-15 18:06:14.729,—,Beatriz Costa
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5365,WO-15102,2026-04-16,Shift 2,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,631,L,200,1,1,6,8,Rejected,Rejected,Rejected - Scrapped,2026-04-16 19:40:55.609,Cure:1(Re=1),Beatriz Costa
LOTE-SK-M-SOP-024-4387,LOTE-M-SOP-024-4387,WO-5366,WO-15103,2026-04-16,Shift 3,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,2564,L,200,0,0,4,4,Approved,Approved,Approved - First Pass,2026-04-17 17:29:49.612,—,Ana Silva
LOTE-SK-M-SOP-011-4388,LOTE-M-SOP-011-4388,WO-5367,WO-15104,2026-04-17,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-003, COR-004, COR-001",9193,L,200,0,1,4,5,Approved,Approved,Approved - First Pass,2026-04-19 02:29:54.412,—,Beatriz Costa
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5371,WO-15108,2026-04-19,Shift 2,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-008,16662,M,315,0,0,11,11,Approved,Approved,Approved - First Pass,2026-04-20 04:28:36.161,—,Ana Silva
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5373,WO-15110,2026-04-20,Shift 2,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-002, COR-003, COR-007",12100,M,315,0,2,5,7,Approved,Approved,Approved - First Pass,2026-04-21 20:42:09.122,—,Beatriz Costa
LOTE-SK-M-SOP-028-4391,LOTE-M-SOP-028-4391,WO-5375,WO-15112,2026-04-22,Shift 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-008,1112,L,200,0,0,7,7,Approved,Approved,Approved - First Pass,2026-04-22 17:47:40.590,—,Beatriz Costa
LOTE-SK-M-SOP-024-4393,LOTE-M-SOP-024-4393,WO-5378,WO-15113,2026-04-24,Shift 2,SS-001,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-005,161,L,200,0,0,1,1,Approved,Approved,Approved - First Pass,2026-04-25 18:02:16.633,—,Ana Silva
LOTE-SK-M-SOP-024-4394,LOTE-M-SOP-024-4394,WO-5380,WO-15115,2026-04-26,Shift 3,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-006,2818,L,200,0,1,5,6,Approved,Approved,Approved - First Pass,2026-04-26 17:08:42.426,—,Ana Silva
LOTE-SK-M-SOP-028-4396,LOTE-M-SOP-028-4396,WO-5382,WO-15116,2026-04-27,Shift 3,SS-002,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-001,580,L,200,0,1,3,4,Approved,Approved,Approved - First Pass,2026-04-27 09:42:05.664,—,Diogo Ferreira
LOTE-SK-M-SOP-028-4397,LOTE-M-SOP-028-4397,WO-5383,WO-15117,2026-04-28,Shift 3,SS-002,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-007,1235,L,200,0,2,8,10,Approved,Approved,Approved - First Pass,2026-04-29 03:18:57.909,—,Ana Silva
LOTE-SK-M-SOP-011-4398,LOTE-M-SOP-011-4398,WO-5387,WO-15121,2026-04-30,Shift 3,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-008, COR-007, COR-002",16014,M,315,1,0,6,7,Rejected,Rejected,Rejected - Scrapped,2026-05-02 02:15:22.901,Adhesion:1(Re=1),Beatriz Costa
LOTE-SK-M-SOP-028-4399,LOTE-M-SOP-028-4399,WO-5388,WO-15122,2026-04-30,Shift 2,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-001,1056,L,200,0,0,3,3,Approved,Approved,Approved - First Pass,2026-05-01 02:23:04.622,—,Carlos Mendes
LOTE-SK-M-SOP-028-4400,LOTE-M-SOP-028-4400,WO-5391,WO-15125,2026-05-03,Shift 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-001,1889,L,200,1,0,13,14,Approved,Rejected,Rejected - Scrapped,2026-05-04 01:29:14.110,—,Beatriz Costa
LOTE-SK-M-SOP-018-4401,LOTE-M-SOP-018-4401,WO-5394,WO-15128,2026-05-04,Shift 2,SS-002,SK-FR-018-HDPE-600-3C,FR-018-HDPE-600,3,"COR-007, COR-005, COR-008",13822,M,315,0,0,7,7,Approved,Approved,Approved - First Pass,2026-05-05 14:35:40.324,—,Elena Santos
LOTE-SK-M-SOP-011-4402,LOTE-M-SOP-011-4402,WO-5396,WO-15130,2026-05-06,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-005, COR-006, COR-004",16179,M,315,0,0,5,5,Approved,Approved,Approved - First Pass,2026-05-08 06:11:46.233,—,Ana Silva
LOTE-SK-M-SOP-011-4403,LOTE-M-SOP-011-4403,WO-5399,WO-15133,2026-05-08,Shift 1,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-003, COR-005, COR-004",12500,M,315,0,1,5,6,Approved,Approved,Approved - First Pass,2026-05-09 14:54:27.112,—,Beatriz Costa
LOTE-SK-M-SOP-024-4404,LOTE-M-SOP-024-4404,WO-5401,WO-15135,2026-05-09,Shift 2,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-004,6721,L,200,1,1,3,5,Rejected,Rejected,Rejected - Scrapped,2026-05-10 19:32:56.859,Adhesion:1(Re=1),Diogo Ferreira
LOTE-SK-M-SOP-024-4406,LOTE-M-SOP-024-4406,WO-5406,WO-15137,2026-05-13,Shift 3,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,4436,L,200,0,1,0,1,Approved,Approved,Approved - First Pass,2026-05-13 05:47:32.076,—,Ana Silva
LOTE-SK-M-SOP-024-4408,LOTE-M-SOP-024-4408,WO-5410,WO-15140,2026-05-16,shift 3,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,8710,L,200,1,0,8,9,Rejected,Rejected,Rejected - Scrapped,2026-05-16 16:37:17.114,Cure:1(Re=1),Beatriz Costa
LOTE-SK-M-SOP-024-4409,LOTE-M-SOP-024-4409,WO-5413,WO-15143,2026-05-17,Shift 3,SS-001,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-001,4684,L,200,0,1,4,5,Approved,Approved,Approved - First Pass,2026-05-18 04:58:04.270,—,Diogo Ferreira
LOTE-SK-M-SOP-024-4411,LOTE-M-SOP-024-4411,WO-5415,WO-15144,2026-05-18,Shift 1,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,2435,L,200,0,0,6,6,Approved,Approved,Approved - First Pass,2026-05-18 21:13:26.807,—,Ana Silva
LOTE-SK-M-SOP-024-4413,LOTE-M-SOP-024-4413,WO-5419,WO-15148,2026-05-21,Shift 3,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-004,6423,L,200,0,0,5,5,Approved,Approved,Approved - First Pass,2026-05-21 18:12:54.630,—,Ana Silva
LOTE-SK-M-SOP-024-4416,LOTE-M-SOP-024-4416,WO-5426,WO-15151,2026-05-24,Shift 2,SS-001,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-006,7768,L,200,1,1,6,8,Approved,Rejected,Rejected - Scrapped,2026-05-26 02:44:18.380,—,Carlos Mendes
LOTE-SK-M-SOP-028-4417,LOTE-M-SOP-028-4417,WO-5428,WO-15153,2026-05-26,Shift 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-008,1404,L,200,1,0,3,4,Approved,Rejected,Rejected - Scrapped,2026-05-26 19:02:05.226,—,Beatriz Costa
LOTE-SK-M-SOP-014-4418,LOTE-M-SOP-014-4418,WO-5429,WO-15154,2026-05-27,Shift 2,SS-001,SK-FR-014-rPET-500-1C,FR-014-rPET-500,1,COR-008,4350,L,200,1,0,3,4,Approved,Rejected,Rejected - Scrapped,2026-05-29 00:12:46.199,—,Carlos Mendes
LOTE-SK-M-SOP-024-4420,LOTE-M-SOP-024-4420,WO-5434,WO-15159,2026-05-30,Shift 2,SS-001,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-006,999,L,200,1,0,7,8,Rejected,Rejected,Rejected - Scrapped,2026-05-31 06:08:21.969,Cure:1(Re=1),Elena Santos
LOTE-SK-M-SOP-024-4422,LOTE-M-SOP-024-4422,WO-5439,WO-15162,2026-06-03,Shift 1,SS-001,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-003,8427,L,200,1,0,5,6,Approved,Rejected,Rejected - Scrapped,2026-06-03 17:10:37.580,—,Beatriz Costa
LOTE-SK-M-SOP-024-4425,LOTE-M-SOP-024-4425,WO-5443,WO-15163,2026-06-06,Shift 3,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-003,896,L,200,0,0,5,5,Approved,Approved,Approved - First Pass,2026-06-06 17:14:51.552,—,Beatriz Costa
LOTE-SK-M-SOP-018-4426,LOTE-M-SOP-018-4426,WO-5445,WO-15165,2026-06-07,Shift 3,SS-002,SK-FR-018-HDPE-600-3C,FR-018-HDPE-600,3,"COR-001, COR-008, COR-006",9247,L,200,1,0,6,7,Rejected,Rejected,Rejected - Scrapped,2026-06-08 03:47:10.887,Cure:1(Re=1),Elena Santos
LOTE-SK-M-SOP-028-4427,LOTE-M-SOP-028-4427,WO-5446,WO-15166,2026-06-08,Shift 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,168,L,200,0,0,1,1,Approved,Approved,Approved - First Pass,2026-06-09 00:57:26.543,—,Ana Silva
LOTE-SK-M-SOP-011-4428,LOTE-M-SOP-011-4428,WO-5447,WO-15167,2026-06-09,Shift 3,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-002, COR-005, COR-001",8164,L,200,1,0,0,1,Approved,Rejected,Rejected - Scrapped,2026-06-10 09:31:23.319,—,Ana Silva
LOTE-SK-M-SOP-011-4429,LOTE-M-SOP-011-4429,WO-5450,WO-15170,2026-06-11,  Shift 3  ,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-002, COR-008, COR-005",12133,M,315,1,0,6,7,Approved,Rejected,Rejected - Scrapped,2026-06-12 18:23:37.438,—,Carlos Mendes
LOTE-SK-M-SOP-018-4431,LOTE-M-SOP-018-4431,WO-5454,WO-15173,2026-06-12,Shift 3,SS-002,SK-FR-018-HDPE-600-3C,FR-018-HDPE-600,3,"COR-003, COR-004, COR-006",14784,M,315,0,0,13,13,Approved,Approved,Approved - First Pass,2026-06-14 07:45:04.527,—,Elena Santos
LOTE-SK-M-SOP-024-4432,LOTE-M-SOP-024-4432,WO-5457,WO-15176,2026-06-14,Shift 3,SS-001,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,5764,L,200,0,1,9,10,Approved,Approved,Approved - First Pass,2026-06-15 17:40:34.947,—,Beatriz Costa
LOTE-SK-M-SOP-028-4433,LOTE-M-SOP-028-4433,WO-5458,WO-15177,2026-06-15,Shift 2,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-006,685,L,200,1,0,3,4,Rejected,Approved,Approved - Released on Deviation,2026-06-15 21:09:57.613,—,Carlos Mendes
LOTE-SK-M-SOP-028-4435,LOTE-M-SOP-028-4435,WO-5464,WO-15180,2026-06-20,Shift 2,SS-002,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-001,1408,L,200,0,1,10,11,Approved,Approved,Approved - First Pass,2026-06-21 13:36:44.359,—,Carlos Mendes
LOTE-SK-M-SOP-011-4437,LOTE-M-SOP-011-4437,WO-5468,WO-15182,2026-06-23,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-007, COR-005, COR-006",6808,L,200,1,0,13,14,Rejected,Rejected,Rejected - Scrapped,2026-06-24 21:17:15.380,Adhesion:1(Re=1),Beatriz Costa
LOTE-SK-M-SOP-028-4438,LOTE-M-SOP-028-4438,WO-5471,WO-15185,2026-06-25,Shift 3,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-007,876,L,200,0,0,4,4,Approved,Approved,Approved - First Pass,2026-06-25 15:33:01.736,—,Carlos Mendes
LOTE-SK-M-SOP-018-4442,LOTE-M-SOP-018-4442,WO-5480,WO-15188,2026-06-30,Shift 3,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-006,20825,M,315,2,0,10,12,Rejected,Rejected,Rejected - Scrapped,2026-07-01 23:53:59.443,Adhesion:1(Re=1),Ana Silva
LOTE-SK-M-SOP-028-4443,LOTE-M-SOP-028-4443,WO-5481,WO-15189,2026-07-01,Shift 2,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-003,792,L,200,0,0,5,5,Approved,Approved,Approved - First Pass,2026-07-02 06:30:08.390,—,Diogo Ferreira
LOTE-SK-M-SOP-011-4444,LOTE-M-SOP-011-4444,WO-5483,WO-15191,2026-07-03,Shift 1,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-002, COR-008, COR-001",9891,L,200,0,0,3,3,Approved,Approved,Approved - First Pass,2026-07-04 05:49:05.098,—,Carlos Mendes
LOTE-SK-M-SOP-011-4445,LOTE-M-SOP-011-4445,WO-5485,WO-15193,2026-07-04,Shift 1,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-004, COR-007, COR-002",21652,M,315,0,2,9,11,Approved,Approved,Approved - First Pass,2026-07-05 13:34:57.071,—,Diogo Ferreira
LOTE-SK-M-SOP-028-4447,LOTE-M-SOP-028-4447,WO-5491,WO-15196,2026-07-08,Shift 3,SS-002,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-007,1257,L,200,0,2,9,11,Approved,Approved,Approved - First Pass,2026-07-08 11:13:23.802,—,Ana Silva
LOTE-SK-M-SOP-011-4448,LOTE-M-SOP-011-4448,WO-5493,WO-15198,2026-07-09,Shift 1,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-003, COR-001, COR-004",13923,M,315,1,1,1,3,Approved,Rejected,Rejected - Scrapped,2026-07-10 00:11:05.158,—,Diogo Ferreira
LOTE-SK-M-SOP-018-4449,LOTE-M-SOP-018-4449,WO-5494,WO-15199,2026-07-09,Shift 2,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,6383,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-07-10 06:25:48.445,—,Diogo Ferreira
LOTE-SK-M-SOP-024-4450,LOTE-M-SOP-024-4450,WO-5496,WO-15201,2026-07-11,Shift 1,SS-001,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,5203,L,200,0,0,8,8,Approved,Approved,Approved - First Pass,2026-07-11 19:36:37.633,—,Diogo Ferreira
LOTE-SK-M-SOP-028-4453,LOTE-M-SOP-028-4453,WO-5504,WO-15204,2026-07-16,Shift 3,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-006,1819,L,200,0,3,2,5,Approved,Approved,Approved - First Pass,2026-07-16 15:15:37.188,—,Carlos Mendes
LOTE-SK-M-SOP-028-4454,LOTE-M-SOP-028-4454,WO-5507,WO-15207,2026-07-18,Shift 1,SS-002,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-003,2381,L,200,2,1,6,9,Rejected,Rejected,Rejected - Scrapped,2026-07-18 22:01:06.507,Cure:1(Re=1),Elena Santos
