Date,Process,MachineId,ToolId,WorkOrder,PlannedQty,StartTime,EndTime,PlannedHours,ProductId
2026-08-27,Blow Molding,ISBM-002,M-SOP-002,WO-2422,11440,15:03:36,08:39:36,17.6,FR-002-HDPE-PCR-300
2026-08-28,Blow Molding,ISBM-002,M-SOP-002,WO-2423,7026,09:05:25,19:54:01,10.81,FR-002-HDPE-PCR-300
2026-08-29,Blow Molding,ISBM-002,M-SOP-002,WO-2424,6779,01:41:00,12:06:48,10.43,FR-002-HDPE-PCR-300
2026-08-29,Blow Molding,ISBM-002,M-SOP-008,WO-2425,6812,20:09:33,06:38:21,10.48,FR-008-rPET-350
2026-08-30,Blow Molding,ISBM-002,M-SOP-008,WO-2426,9262,07:50:47,22:05:47,14.25,FR-008-rPET-350
2026-08-30,Blow Molding,ISBM-002,M-SOP-008,WO-2427,8801,22:54:25,12:26:49,13.54,FR-008-rPET-350
2026-08-31,Blow Molding,ISBM-002,M-SOP-002,WO-2428,8508,20:34:08,09:39:32,13.09,FR-002-HDPE-PCR-300
2026-09-01,Blow Molding,ISBM-002,M-SOP-002,WO-2429,9379,15:01:07,05:26:55,14.43,FR-002-HDPE-PCR-300
2026-09-02,Blow Molding,ISBM-002,M-SOP-002,WO-2430,9067,07:59:15,21:56:15,13.95,FR-002-HDPE-PCR-300
2026-09-03,Blow Molding,ISBM-002,M-SOP-002,WO-2431,9204,03:50:02,17:59:38,14.16,FR-002-HDPE-PCR-300
2026-09-03,Blow Molding,ISBM-002,M-SOP-002,WO-2432,9496,21:01:10,11:37:46,14.61,FR-002-HDPE-PCR-300
2026-09-04,Blow Molding,ISBM-002,M-SOP-008,WO-2433,12083,14:26:49,09:02:13,18.59,FR-008-LDPE-350
2026-09-05,Blow Molding,ISBM-002,M-SOP-008,WO-2434,7500,10:08:21,21:40:45,11.54,FR-008-PETG-350
2026-09-06,Blow Molding,ISBM-002,M-SOP-002,WO-2435,11732,00:44:34,18:47:34,18.05,FR-002-HDPE-PCR-300
2026-09-06,blow molding,ISBM-002,M-SOP-005,WO-2436,9984,23:39:25,15:01:01,15.36,FR-005-rPET-330
2026-09-07,Blow Molding,ISBM-002,M-SOP-005,WO-2437,9412,15:57:18,06:26:06,14.48,FR-005-rPET-330
2026-09-08,Blow Molding,ISBM-002,M-SOP-002,WO-2438,8203,08:40:28,21:17:40,12.62,FR-002-HDPE-PCR-300
2026-09-09,Blow Molding,ISBM-002,M-SOP-002,WO-2439,6902,00:53:01,11:30:13,10.62,FR-002-HDPE-PCR-300
2026-09-09,Blow Molding,ISBM-002,M-SOP-002,WO-2440,7215,14:38:26,01:44:26,11.1,FR-002-HDPE-PCR-300
2026-09-10,blow molding,ISBM-002,M-SOP-005,WO-2441,8853,09:15:28,22:52:40,13.62,FR-005-rPET-330
2026-09-11,Blow Molding,ISBM-002,M-SOP-005,WO-2442,5622,01:37:54,10:16:54,8.65,FR-005-rPET-330
2026-09-11,Blow Molding,ISBM-002,M-SOP-008,WO-2443,8515,11:59:42,01:05:42,13.1,FR-008-LDPE-350
2026-09-12,blow molding,ISBM-002,M-SOP-008,WO-2444,7260,02:52:48,14:03:00,11.17,FR-008-LDPE-350
2026-09-12,Blow Molding,ISBM-002,M-SOP-008,WO-2445,5044,14:48:31,22:34:07,7.76,FR-008-PP-350
2026-09-12,blow molding,ISBM-002,M-SOP-008,WO-2446,7046,23:10:52,10:01:16,10.84,FR-008-rPET-350
2026-09-13,Blow Molding,ISBM-002,M-SOP-008,WO-2447,10023,10:52:29,02:17:41,15.42,FR-008-PETG-350
2026-09-14,Blow Molding,ISBM-002,M-SOP-005,WO-2448,6136,03:31:30,12:57:54,9.44,FR-005-rPET-330
2026-09-14,Blow Molding,ISBM-002,M-SOP-005,WO-2449,10315,13:58:05,05:50:17,15.87,FR-005-rPET-330
2026-09-15,Blow Molding,ISBM-002,M-SOP-008,WO-2450,12701,07:12:31,02:44:55,19.54,FR-008-LDPE-350
2026-09-16,blow molding,ISBM-002,M-SOP-008,WO-2451,8021,06:45:42,19:06:06,12.34,FR-008-LDPE-350
2026-09-16,Blow Molding,ISBM-002,M-SOP-005,WO-2452,5759,21:52:55,06:44:31,8.86,FR-005-rPET-330
2026-09-17,Blow Molding,ISBM-002,M-SOP-002,WO-2453,4530,11:04:32,18:02:44,6.97,FR-002-HDPE-PCR-300
2026-09-17,Blow Molding,ISBM-002,M-SOP-002,WO-2454,7670,19:27:36,07:15:36,11.8,FR-002-HDPE-PCR-300
2026-09-18,BLOW MOLDING,ISBM-002,M-SOP-002,WO-2455,8300,09:19:30,22:05:42,12.77,FR-002-HDPE-PCR-300
2026-09-19,Blow Molding,ISBM-002,M-SOP-008,WO-2456,9347,00:37:52,15:00:40,14.38,FR-008-LDPE-350
2026-09-19,Blow Molding,ISBM-002,M-SOP-005,WO-2457,8476,16:52:38,05:55:02,13.04,FR-005-rPET-330
2026-09-20,Blow Molding,ISBM-002,M-SOP-005,WO-2458,5050,07:18:46,15:04:58,7.77,FR-005-rPET-330
2026-09-20,Blow Molding,ISBM-002,M-SOP-008,WO-2459,6077,16:59:06,02:20:06,9.35,FR-008-PETG-350
2026-09-21,Blow Molding,ISBM-002,M-SOP-008,WO-2460,8684,04:09:13,17:30:49,13.36,FR-008-PP-PCR-350
2026-09-21,Blow Molding,ISBM-002,M-SOP-005,WO-2461,7825,22:52:00,10:54:24,12.04,FR-005-rPET-330
2026-09-22,Blow Molding,ISBM-002,M-SOP-005,WO-2462,12883,16:41:30,12:30:42,19.82,FR-005-rPET-330
2026-09-23,  Blow Molding  ,ISBM-002,M-SOP-005,WO-2463,12103,16:07:43,10:44:55,18.62,FR-005-rPET-330
2026-09-24,Blow Molding,ISBM-002,M-SOP-002,WO-2464,8248,13:21:26,02:02:50,12.69,FR-002-HDPE-PCR-300
2026-09-25,Blow Molding,ISBM-002,M-SOP-008,WO-2465,11453,06:06:18,23:43:30,17.62,FR-008-rPET-350
2026-09-26,Blow Molding,ISBM-002,M-SOP-008,WO-2466,7020,03:56:38,14:44:38,10.8,FR-008-rPET-350
2026-09-26,BLOW MOLDING,ISBM-002,M-SOP-008,WO-2467,6942,16:15:31,02:56:19,10.68,FR-008-HDPE-PCR-350
2026-09-27,Blow Molding,ISBM-002,M-SOP-005,WO-2468,7754,04:48:35,16:44:23,11.93,FR-005-rPET-330
2026-09-27,BLOW MOLDING,ISBM-002,M-SOP-005,WO-2469,11426,19:11:03,12:45:51,17.58,FR-005-rPET-330
2026-09-28,Blow Molding,ISBM-002,M-SOP-005,WO-2470,12961,13:52:57,09:49:21,19.94,FR-005-rPET-330
2026-09-29,Blow Molding,ISBM-002,M-SOP-005,WO-2471,10517,14:14:03,06:24:51,16.18,FR-005-rPET-330
2026-09-30,Blow Molding,ISBM-002,M-SOP-002,WO-2472,7319,07:58:43,19:14:19,11.26,FR-002-HDPE-PCR-300
2026-09-30,Blow Molding,ISBM-002,M-SOP-005,WO-2473,9314,22:10:14,12:30:02,14.33,FR-005-rPET-330
2026-10-01,  Blow Molding  ,ISBM-002,M-SOP-008,WO-2474,9639,13:46:48,04:36:36,14.83,FR-008-PETG-350
2026-10-02,Blow Molding,ISBM-002,M-SOP-002,WO-2475,10491,06:08:16,22:16:40,16.14,FR-002-HDPE-PCR-300
2026-10-03,Blow Molding,ISBM-002,M-SOP-008,WO-2476,7917,00:32:59,12:43:47,12.18,FR-008-PETG-350
2026-10-03,Blow Molding,ISBM-002,M-SOP-008,WO-2477,10010,15:48:07,07:12:07,15.4,FR-008-HDPE-PCR-350
2026-10-04,Blow Molding,ISBM-002,M-SOP-002,WO-2478,13051,09:38:38,05:43:26,20.08,FR-002-HDPE-PCR-300
2026-10-05,Blow Molding,ISBM-002,M-SOP-005,WO-2479,8443,12:02:33,01:01:57,12.99,FR-005-rPET-330
2026-10-06,Blow Molding,ISBM-002,M-SOP-005,WO-2480,5713,03:45:16,12:32:40,8.79,FR-005-rPET-330
2026-10-06,Blow Molding,ISBM-002,M-SOP-005,WO-2481,4907,14:05:19,21:38:19,7.55,FR-005-rPET-330
2026-10-07,Blow Molding,ISBM-002,M-SOP-005,WO-2482,7917,03:56:16,16:07:04,12.18,FR-005-rPET-330
2026-10-07,blow molding,ISBM-002,M-SOP-005,WO-2483,7897,17:07:03,05:16:03,12.15,FR-005-rPET-330
2026-10-08,Blow Molding,ISBM-002,M-SOP-005,WO-2484,12096,07:10:36,01:47:12,18.61,FR-005-rPET-330
2026-10-09,  Blow Molding  ,ISBM-002,M-SOP-005,WO-2485,4901,02:46:10,10:18:34,7.54,FR-005-rPET-330
2026-10-09,Blow Molding,ISBM-002,M-SOP-002,WO-2486,13325,12:48:15,09:18:15,20.5,FR-002-HDPE-PCR-300
2026-10-10,Blow Molding,ISBM-002,M-SOP-002,WO-2487,8710,09:52:35,23:16:35,13.4,FR-002-HDPE-PCR-300
2026-10-11,Blow Molding,ISBM-002,M-SOP-002,WO-2488,5037,01:33:37,09:18:37,7.75,FR-002-HDPE-PCR-300
2026-10-11,Blow Molding,ISBM-002,M-SOP-005,WO-2489,9360,10:45:21,01:09:21,14.4,FR-005-rPET-330
2026-10-12,Blow Molding,ISBM-002,M-SOP-005,WO-2490,5947,07:22:56,16:31:56,9.15,FR-005-rPET-330
2026-10-12,Blow Molding,ISBM-002,M-SOP-008,WO-2491,8190,17:31:35,06:07:35,12.6,FR-008-PET-350
2026-10-13,Blow Molding,ISBM-002,M-SOP-005,WO-2492,9568,13:14:19,03:57:31,14.72,FR-005-rPET-330
2026-10-14,Blow Molding,ISBM-002,M-SOP-005,WO-2493,11115,09:08:15,02:14:15,17.1,FR-005-rPET-330
2026-10-15,Blow Molding,ISBM-002,M-SOP-005,WO-2494,9210,03:45:06,17:55:18,14.17,FR-005-rPET-330
2026-10-15,Blow Molding,ISBM-002,M-SOP-005,WO-2495,12967,18:19:18,14:16:18,19.95,FR-005-rPET-330
2026-10-16,Blow Molding,ISBM-002,M-SOP-002,WO-2496,6597,17:27:42,03:36:42,10.15,FR-002-HDPE-PCR-300
2026-10-17,Blow Molding,ISBM-002,M-SOP-002,WO-2497,11518,04:33:33,22:16:45,17.72,FR-002-HDPE-PCR-300
2026-10-18,Blow Molding,ISBM-002,M-SOP-005,WO-2498,10224,05:46:22,21:30:10,15.73,FR-005-rPET-330
2026-10-18,BLOW MOLDING,ISBM-002,M-SOP-008,WO-2499,6383,23:42:19,09:31:31,9.82,FR-008-rPET-350
2026-10-19,Blow Molding,ISBM-002,M-SOP-008,WO-2500,11518,10:14:53,03:58:05,17.72,FR-008-rPET-350
2026-10-20,Blow Molding,ISBM-002,M-SOP-008,WO-2501,5941,05:13:05,14:21:29,9.14,FR-008-rPET-350
2026-10-20,Blow Molding,ISBM-002,M-SOP-008,WO-2502,10783,21:02:22,13:37:46,16.59,FR-008-PETG-350
2026-10-21,BLOW MOLDING,ISBM-002,M-SOP-008,WO-2503,8456,14:43:38,03:44:14,13.01,FR-008-PETG-350
2026-10-22,Blow Molding,ISBM-002,M-SOP-008,WO-2504,7754,04:28:54,16:24:42,11.93,FR-008-LDPE-350
2026-10-22,Blow Molding,ISBM-002,M-SOP-008,WO-2505,10718,18:20:16,10:49:40,16.49,FR-008-LDPE-350
2026-10-23,Blow Molding,ISBM-002,M-SOP-002,WO-2506,10627,14:39:30,07:00:30,16.35,FR-002-HDPE-PCR-300
2026-10-24,Blow Molding,ISBM-002,M-SOP-002,WO-2507,8547,08:13:56,21:22:56,13.15,FR-002-HDPE-PCR-300
2026-10-25,Blow Molding,ISBM-002,M-SOP-005,WO-2508,8879,02:01:57,15:41:33,13.66,FR-005-rPET-330
2026-10-25,Blow Molding,ISBM-002,M-SOP-008,WO-2509,9717,17:23:57,08:20:57,14.95,FR-008-PP-PCR-350
2026-10-26,Blow Molding,ISBM-002,M-SOP-008,WO-2510,13234,09:08:11,05:29:47,20.36,FR-008-LDPE-350
2026-10-27,Blow Molding,ISBM-002,M-SOP-008,WO-2511,8203,06:21:25,18:58:37,12.62,FR-008-LDPE-350
2026-10-27,Blow Molding,ISBM-002,M-SOP-005,WO-2512,6571,21:01:36,07:08:12,10.11,FR-005-rPET-330
2026-10-28,Blow Molding,ISBM-002,M-SOP-005,WO-2513,7806,08:34:12,20:34:48,12.01,FR-005-rPET-330
2026-10-29,Blow Molding,ISBM-002,M-SOP-008,WO-2514,9405,01:05:36,15:33:48,14.47,FR-008-PETG-350
2026-10-29,Blow Molding,ISBM-002,M-SOP-008,WO-2515,7156,18:05:06,05:05:42,11.01,FR-008-PETG-350
2026-10-30,Blow Molding,ISBM-002,M-SOP-008,WO-2516,12428,08:42:01,03:49:13,19.12,FR-008-PETG-350
2026-10-31,Blow Molding,ISBM-002,M-SOP-002,WO-2517,9009,06:21:13,20:12:49,13.86,FR-002-HDPE-PCR-300
2026-10-31,Blow Molding,ISBM-002,M-SOP-002,WO-2518,8203,21:31:05,10:08:17,12.62,FR-002-HDPE-PCR-300
2026-11-01,Blow Molding,ISBM-002,M-SOP-002,WO-2519,8157,11:18:45,23:51:45,12.55,FR-002-HDPE-PCR-300
2026-11-02,Blow Molding,ISBM-002,M-SOP-002,WO-2520,6994,03:26:11,14:11:47,10.76,FR-002-HDPE-PCR-300
2026-11-02,Blow Molding,ISBM-002,M-SOP-002,WO-2521,10679,15:34:27,08:00:15,16.43,FR-002-HDPE-PCR-300
2026-11-03,Blow Molding,ISBM-002,M-SOP-002,WO-2522,9171,15:38:42,05:45:18,14.11,FR-002-HDPE-PCR-300
2026-11-04,Blow Molding,ISBM-002,M-SOP-002,WO-2523,10120,09:55:11,01:29:23,15.57,FR-002-HDPE-PCR-300
2026-11-05,Blow Molding,ISBM-002,M-SOP-008,WO-2524,6902,02:48:03,13:25:15,10.62,FR-008-HDPE-350
2026-11-05,Blow Molding,ISBM-002,M-SOP-008,WO-2525,9340,14:56:31,05:18:43,14.37,FR-008-HDPE-350
2026-11-06,Blow Molding,ISBM-002,M-SOP-008,WO-2526,6090,07:09:10,16:31:22,9.37,FR-008-HDPE-350
2026-11-07,Blow Molding,ISBM-002,M-SOP-002,WO-2527,7975,02:10:00,14:26:12,12.27,FR-002-HDPE-PCR-300
2026-11-07,Blow Molding,ISBM-002,M-SOP-008,WO-2528,5902,18:11:21,03:16:09,9.08,FR-008-rPET-350
2026-11-08,Blow Molding,ISBM-002,M-SOP-008,WO-2529,12382,05:43:27,00:46:27,19.05,FR-008-rPET-350
2026-11-09,Blow Molding,ISBM-002,M-SOP-005,WO-2530,10380,05:27:58,21:26:10,15.97,FR-005-rPET-330
2026-11-09,Blow Molding,ISBM-002,M-SOP-005,WO-2531,8138,22:14:14,10:45:26,12.52,FR-005-rPET-330
2026-11-10,Blow Molding,ISBM-002,M-SOP-005,WO-2532,9340,12:08:20,02:30:32,14.37,FR-005-rPET-330
2026-11-11,Blow Molding,ISBM-002,M-SOP-002,WO-2533,7221,03:44:47,14:51:23,11.11,FR-002-HDPE-PCR-300
2026-11-11,Blow Molding,ISBM-002,M-SOP-008,WO-2534,5427,16:38:39,00:59:39,8.35,FR-008-rPET-350
2026-11-12,  Blow Molding  ,ISBM-002,M-SOP-002,WO-2535,7806,02:35:04,14:35:40,12.01,FR-002-HDPE-PCR-300
2026-11-12,Blow Molding,ISBM-002,M-SOP-002,WO-2536,10283,15:24:20,07:13:32,15.82,FR-002-HDPE-PCR-300
2026-11-13,Blow Molding,ISBM-002,M-SOP-002,WO-2537,10959,14:37:50,07:29:26,16.86,FR-002-HDPE-PCR-300
2026-11-14,Blow Molding,ISBM-002,M-SOP-002,WO-2538,8359,09:53:45,22:45:21,12.86,FR-002-HDPE-PCR-300
2026-11-15,Blow Molding,ISBM-002,M-SOP-002,WO-2539,10296,01:33:07,17:23:31,15.84,FR-002-HDPE-PCR-300
2026-11-16,Blow Molding,ISBM-002,M-SOP-002,WO-2540,8736,00:30:20,13:56:44,13.44,FR-002-HDPE-PCR-300
2026-11-16,Blow Molding,ISBM-002,M-SOP-002,WO-2541,10016,17:27:46,08:52:22,15.41,FR-002-HDPE-PCR-300
2026-11-17,Blow Molding,ISBM-002,M-SOP-002,WO-2542,6942,09:22:26,20:03:14,10.68,FR-002-HDPE-PCR-300
2026-11-17,Blow Molding,ISBM-002,M-SOP-002,WO-2543,10179,22:17:43,13:57:19,15.66,FR-002-HDPE-PCR-300
2026-11-18,Blow Molding,ISBM-002,M-SOP-002,WO-2544,7683,14:58:11,02:47:23,11.82,FR-002-HDPE-PCR-300
2026-11-19,Blow Molding,ISBM-002,M-SOP-005,WO-2545,11180,09:10:27,02:22:27,17.2,FR-005-rPET-330
2026-11-20,BLOW MOLDING,ISBM-002,M-SOP-005,WO-2546,9444,06:24:48,20:56:36,14.53,FR-005-rPET-330
2026-11-21,Blow Molding,ISBM-002,M-SOP-002,WO-2547,10159,01:45:25,17:23:13,15.63,FR-002-HDPE-PCR-300
2026-11-21,Blow Molding,ISBM-002,M-SOP-002,WO-2548,13728,20:40:07,17:47:19,21.12,FR-002-HDPE-PCR-300
2026-11-22,Blow Molding,ISBM-002,M-SOP-002,WO-2549,8664,21:09:49,10:29:37,13.33,FR-002-HDPE-PCR-300
2026-11-23,Blow Molding,ISBM-002,M-SOP-008,WO-2550,6409,15:04:47,00:56:23,9.86,FR-008-PET-350
2026-11-24,  Blow Molding  ,ISBM-002,M-SOP-008,WO-2551,7215,01:26:52,12:32:52,11.1,FR-008-PET-350
2026-11-24,Blow Molding,ISBM-002,M-SOP-008,WO-2552,9230,14:04:43,04:16:43,14.2,FR-008-PET-350
2026-11-25,Blow Molding,ISBM-002,M-SOP-002,WO-2553,8573,07:00:26,20:11:50,13.19,FR-002-HDPE-PCR-300
2026-11-25,Blow Molding,ISBM-002,M-SOP-002,WO-2554,11979,20:35:18,15:01:06,18.43,FR-002-HDPE-PCR-300
2026-11-26,Blow Molding,ISBM-002,M-SOP-002,WO-2555,7377,15:50:34,03:11:34,11.35,FR-002-HDPE-PCR-300
2026-11-27,Blow Molding,ISBM-002,M-SOP-002,WO-2556,9782,04:15:11,19:18:11,15.05,FR-002-HDPE-PCR-300
2026-11-27,Blow Molding,ISBM-002,M-SOP-005,WO-2557,9184,21:30:58,11:38:46,14.13,FR-005-rPET-330
2026-11-28,Blow Molding,ISBM-002,M-SOP-005,WO-2558,12609,13:26:53,08:50:53,19.4,FR-005-rPET-330
2026-11-29,Blow Molding,ISBM-002,M-SOP-005,WO-2559,12096,13:40:25,08:17:01,18.61,FR-005-rPET-330
2026-11-30,Blow Molding,ISBM-002,M-SOP-008,WO-2560,8820,10:17:25,23:51:37,13.57,FR-008-PET-350
2026-12-01,Blow Molding,ISBM-002,M-SOP-008,WO-2561,8807,06:25:19,19:58:19,13.55,FR-008-PET-350
2026-12-01,Blow Molding,ISBM-002,M-SOP-005,WO-2562,8612,21:51:10,11:06:10,13.25,FR-005-rPET-330
2026-12-02,Blow Molding,ISBM-002,M-SOP-005,WO-2563,12220,13:25:17,08:13:17,18.8,FR-005-rPET-330
2026-12-03,Blow Molding,ISBM-002,M-SOP-005,WO-2564,9093,09:34:22,23:33:46,13.99,FR-005-rPET-330
2026-12-04,  Blow Molding  ,ISBM-002,M-SOP-002,WO-2565,11160,01:46:18,18:56:30,17.17,FR-002-HDPE-PCR-300
2026-12-05,Blow Molding,ISBM-002,M-SOP-008,WO-2566,8463,03:17:37,16:18:49,13.02,FR-008-PET-350
2026-12-05,Blow Molding,ISBM-002,M-SOP-002,WO-2567,8924,17:48:26,07:32:14,13.73,FR-002-HDPE-PCR-300
2026-12-06,Blow Molding,ISBM-002,M-SOP-002,WO-2568,5863,09:10:20,18:11:32,9.02,FR-002-HDPE-PCR-300
2026-12-06,Blow Molding,ISBM-002,M-SOP-008,WO-2569,9236,19:47:00,09:59:36,14.21,FR-008-HDPE-PCR-350
2026-12-07,Blow Molding,ISBM-002,M-SOP-008,WO-2570,5850,11:14:16,20:14:16,9.0,FR-008-HDPE-PCR-350
2026-12-07,Blow Molding,ISBM-002,M-SOP-002,WO-2571,13351,22:04:24,18:36:48,20.54,FR-002-HDPE-PCR-300
2026-12-08,Blow Molding,ISBM-002,M-SOP-008,WO-2572,5759,21:03:11,05:54:47,8.86,FR-008-LDPE-350
2026-12-09,BLOW MOLDING,ISBM-002,M-SOP-005,WO-2573,7995,07:16:32,19:34:32,12.3,FR-005-rPET-330
2026-12-09,Blow Molding,ISBM-002,M-SOP-005,WO-2574,5590,20:47:02,05:23:02,8.6,FR-005-rPET-330
2026-12-10,Blow Molding,ISBM-002,M-SOP-002,WO-2575,10419,12:59:06,05:00:54,16.03,FR-002-HDPE-PCR-300
2026-12-11,Blow Molding,ISBM-002,M-SOP-002,WO-2576,9906,05:34:43,20:49:07,15.24,FR-002-HDPE-PCR-300
2026-12-11,Blow Molding,ISBM-002,M-SOP-005,WO-2577,9048,22:47:42,12:42:54,13.92,FR-005-rPET-330
2026-12-12,Blow Molding,ISBM-002,M-SOP-005,WO-2578,9418,13:54:09,04:23:33,14.49,FR-005-rPET-330
2026-12-13,Blow Molding,ISBM-002,M-SOP-008,WO-2579,9210,05:44:12,19:54:24,14.17,FR-008-LDPE-350
2026-12-13,Blow Molding,ISBM-002,M-SOP-008,WO-2580,9854,20:47:51,11:57:27,15.16,FR-008-LDPE-350
2026-12-14,Blow Molding,ISBM-002,M-SOP-008,WO-2581,7982,13:15:35,01:32:23,12.28,FR-008-LDPE-350
2026-12-15,Blow Molding,ISBM-002,M-SOP-005,WO-2582,7007,06:23:39,17:10:27,10.78,FR-005-rPET-330
2026-12-15,Blow Molding,ISBM-002,M-SOP-008,WO-2583,7774,18:39:19,06:36:55,11.96,FR-008-PET-350
2026-12-16,Blow Molding,ISBM-002,M-SOP-008,WO-2584,11082,08:09:48,01:12:48,17.05,FR-008-PET-350
2026-12-17,Blow Molding,ISBM-002,M-SOP-008,WO-2585,4810,01:59:26,09:23:26,7.4,FR-008-PET-350
2026-12-17,Blow Molding,ISBM-002,M-SOP-005,WO-2586,9249,11:51:56,02:05:44,14.23,FR-005-rPET-330
2026-12-18,Blow Molding,ISBM-002,M-SOP-008,WO-2587,8378,05:24:24,18:17:48,12.89,FR-008-HDPE-PCR-350
2026-12-18,Blow Molding,ISBM-002,M-SOP-008,WO-2588,7338,20:33:40,07:51:04,11.29,FR-008-HDPE-PCR-350
2026-12-19,Blow Molding,ISBM-002,M-SOP-005,WO-2589,9893,10:06:03,01:19:15,15.22,FR-005-rPET-330
2026-12-20,Blow Molding,ISBM-002,M-SOP-005,WO-2590,12726,04:01:37,23:36:25,19.58,FR-005-rPET-330
2026-12-21,Blow Molding,ISBM-002,M-SOP-008,WO-2591,5863,01:50:33,10:51:45,9.02,FR-008-HDPE-350
2026-12-21,Blow Molding,ISBM-002,M-SOP-005,WO-2592,8586,12:41:37,01:54:13,13.21,FR-005-rPET-330
2026-12-22,blow molding,ISBM-002,M-SOP-005,WO-2593,5167,03:22:11,11:19:11,7.95,FR-005-rPET-330
2026-12-22,Blow Molding,ISBM-002,M-SOP-005,WO-2594,11693,11:52:35,05:51:59,17.99,FR-005-rPET-330
2026-12-23,Blow Molding,ISBM-002,M-SOP-005,WO-2595,10705,07:24:06,23:52:18,16.47,FR-005-rPET-330
2026-12-24,Blow Molding,ISBM-002,M-SOP-005,WO-2596,7442,01:55:58,13:22:58,11.45,FR-005-rPET-330
2026-12-24,Blow Molding,ISBM-002,M-SOP-005,WO-2597,8651,14:39:02,03:57:38,13.31,FR-005-rPET-330
2026-12-25,Blow Molding,ISBM-002,M-SOP-008,WO-2598,12785,05:34:45,01:14:57,19.67,FR-008-LDPE-350
2026-12-26,Blow Molding,ISBM-002,M-SOP-008,WO-2599,6902,04:45:40,15:22:52,10.62,FR-008-LDPE-350
2026-12-26,Blow Molding,ISBM-002,M-SOP-008,WO-2600,9158,18:45:06,08:50:30,14.09,FR-008-LDPE-350
2026-12-27,Blow Molding,ISBM-002,M-SOP-008,WO-2601,13305,10:33:07,07:01:19,20.47,FR-008-HDPE-PCR-350
2026-12-28,Blow Molding,ISBM-002,M-SOP-002,WO-2602,9990,09:05:20,00:27:32,15.37,FR-002-HDPE-PCR-300
2026-12-29,Blow Molding,ISBM-002,M-SOP-002,WO-2603,5993,01:14:39,10:27:51,9.22,FR-002-HDPE-PCR-300
2026-12-29,Blow Molding,ISBM-002,M-SOP-002,WO-2604,8541,14:11:03,03:19:27,13.14,FR-002-HDPE-PCR-300
2026-12-30,Blow Molding,ISBM-002,M-SOP-005,WO-2605,7306,05:33:04,16:47:28,11.24,FR-005-rPET-330
2026-12-30,  Blow Molding  ,ISBM-002,M-SOP-005,WO-2606,9132,17:37:59,07:40:59,14.05,FR-005-rPET-330
2025-07-01,Blow Molding,ISBM-003,M-SOP-006,WO-2607,7752,01:00:18,17:19:30,16.32,FR-006-rPET-330
2025-07-01,Blow Molding,ISBM-003,M-SOP-021,WO-2608,7419,19:00:09,10:37:21,15.62,FR-021-rPET-750
2025-07-02,Blow Molding,ISBM-003,M-SOP-021,WO-2609,7063,14:01:35,04:53:47,14.87,FR-021-HDPE-750
2025-07-03,Blow Molding,ISBM-003,M-SOP-021,WO-2610,6697,07:21:12,21:27:12,14.1,FR-021-HDPE-750
2025-07-03,Blow Molding,ISBM-003,M-SOP-021,WO-2611,4398,23:41:57,08:57:33,9.26,FR-021-rPET-750
2025-07-04,Blow Molding,ISBM-003,M-SOP-021,WO-2612,6574,09:37:08,23:27:32,13.84,FR-021-rPET-750
2025-07-05,Blow Molding,ISBM-003,M-SOP-021,WO-2613,6716,00:49:23,14:57:47,14.14,FR-021-rPET-750
2025-07-05,Blow Molding,ISBM-003,M-SOP-003,WO-2614,6654,18:08:02,08:08:38,14.01,FR-003-rPET-300
2025-07-06,Blow Molding,ISBM-003,M-SOP-025,WO-2615,4481,11:25:27,01:12:51,13.79,FR-025-PET-1000
2025-07-07,Blow Molding,ISBM-003,M-SOP-009,WO-2616,5747,02:54:27,15:00:27,12.1,FR-009-PETG-350
2025-07-07,Blow Molding,ISBM-003,M-SOP-009,WO-2617,6175,18:28:39,07:28:39,13.0,FR-009-PETG-350
2025-07-08,Blow Molding,ISBM-003,M-SOP-006,WO-2618,8284,11:54:12,05:20:36,17.44,FR-006-rPET-330
2025-07-09,Blow Molding,ISBM-003,M-SOP-006,WO-2619,3856,07:25:20,15:32:32,8.12,FR-006-rPET-330
2025-07-09,Blow Molding,ISBM-003,M-SOP-006,WO-2620,6151,20:14:14,09:11:14,12.95,FR-006-rPET-330
2025-07-10,Blow Molding,ISBM-003,M-SOP-003,WO-2621,9756,12:20:53,08:53:17,20.54,FR-003-rPET-300
2025-07-11,BLOW MOLDING,ISBM-003,M-SOP-003,WO-2622,7652,12:56:55,05:03:31,16.11,FR-003-rPET-300
2025-07-12,Blow Molding,ISBM-003,M-SOP-025,WO-2623,5281,06:49:43,23:04:43,16.25,FR-025-PET-1000
2025-07-13,Blow Molding,ISBM-003,M-SOP-025,WO-2624,3409,00:13:14,10:42:38,10.49,FR-025-PET-1000
2025-07-13,Blow Molding,ISBM-003,M-SOP-025,WO-2625,5154,13:13:05,05:04:41,15.86,FR-025-PET-1000
2025-07-14,Blow Molding,ISBM-003,M-SOP-006,WO-2626,4336,09:09:42,18:17:30,9.13,FR-006-rPET-330
2025-07-14,Blow Molding,ISBM-003,M-SOP-006,WO-2627,7115,19:19:52,10:18:40,14.98,FR-006-rPET-330
2025-07-15,Blow Molding,ISBM-003,M-SOP-021,WO-2628,8887,12:50:35,07:33:11,18.71,FR-021-HDPE-750
2025-07-16,Blow Molding,ISBM-003,M-SOP-021,WO-2629,4693,08:52:05,18:44:53,9.88,FR-021-HDPE-750
