ProductBatch,WorkOrder,ProductionDate,Shift,MachineId,MoldId,CapId,Material,CapType,Characteristic,Class,AQL,Standard,InspectionLevel,LotSize,CodeLetter,SampleSize,AcceptanceNumber,RejectionNumber,DefectsFound,LotDecision,InspectionDateTime,Inspector
LOTE-M-INJ-002-6069,WO-8493,2026-01-15,Shift 1,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,12139,M,315,7,8,1,Approved,2026-01-15 11:44:42.798,Ana Silva
LOTE-M-INJ-002-6069,WO-8493,2026-01-15,Shift 1,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,12139,M,315,7,8,3,Approved,2026-01-15 23:03:41.429,Elena Santos
LOTE-M-INJ-002-6069,WO-8493,2026-01-15,Shift 1,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,12139,M,315,14,15,6,Approved,2026-01-15 11:14:39.883,Ana Silva
LOTE-M-INJ-002-6070,WO-8494,2026-01-16,Shift 3,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,11302,M,315,0,1,0,Approved,2026-01-16 04:37:44.251,Ana Silva
LOTE-M-INJ-002-6070,WO-8494,2026-01-16,Shift 3,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,11302,M,315,7,8,0,Approved,2026-01-16 16:41:57.908,Ana Silva
LOTE-M-INJ-002-6070,WO-8494,2026-01-16,Shift 3,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,11302,M,315,14,15,3,Approved,2026-01-16 13:40:02.396,Beatriz Costa
LOTE-M-INJ-002-6070,WO-8495,2026-01-16,Shift 2,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,11869,M,315,0,1,1,Rejected,2026-01-16 20:50:04.214,Carlos Mendes
LOTE-M-INJ-002-6070,WO-8495,2026-01-16,Shift 2,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,11869,M,315,7,8,2,Approved,2026-01-17 07:21:41.210,Beatriz Costa
LOTE-M-INJ-002-6070,WO-8495,2026-01-16,Shift 2,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,11869,M,315,14,15,11,Approved,2026-01-17 01:00:12.996,Diogo Ferreira
LOTE-M-INJ-002-6070,WO-8495,2026-01-16,Shift 2,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,11869,M,315,14,15,6,Approved,2026-01-16 22:07:20.819,Beatriz Costa
LOTE-M-INJ-002-6071,WO-8496,2026-01-17,Shift 1,IM-002,M-INJ-002,TR-002-PP-PCR-24410,PP-PCR,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,16305,M,315,0,1,0,Approved,2026-01-17 12:17:58.461,Carlos Mendes
LOTE-M-INJ-002-6071,WO-8496,2026-01-17,Shift 1,IM-002,M-INJ-002,TR-002-PP-PCR-24410,PP-PCR,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,16305,M,315,7,8,2,Approved,2026-01-17 22:00:10.544,Carlos Mendes
LOTE-M-INJ-002-6071,WO-8496,2026-01-17,Shift 1,IM-002,M-INJ-002,TR-002-PP-PCR-24410,PP-PCR,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,16305,M,315,14,15,6,Approved,2026-01-17 12:08:13.131,Beatriz Costa
LOTE-M-INJ-002-6071,WO-8497,2026-01-18,Shift 1,IM-002,M-INJ-002,TR-002-PP-PCR-24410,PP-PCR,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,11367,M,315,0,1,0,Approved,2026-01-18 15:28:28.531,Carlos Mendes
LOTE-M-INJ-002-6071,WO-8497,2026-01-18,Shift 1,IM-002,M-INJ-002,TR-002-PP-PCR-24410,PP-PCR,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,11367,M,315,0,1,0,Approved,2026-01-18 12:30:50.803,Carlos Mendes
LOTE-M-INJ-002-6071,WO-8497,2026-01-18,Shift 1,IM-002,M-INJ-002,TR-002-PP-PCR-24410,PP-PCR,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,11367,M,315,14,15,4,Approved,2026-01-18 18:36:15.288,Elena Santos
LOTE-M-INJ-002-6072,WO-8498,2026-01-18,Shift 3,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,16369,M,315,7,8,2,Approved,2026-01-19 01:57:02.862,Ana Silva
LOTE-M-INJ-002-6072,WO-8498,2026-01-18,Shift 3,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,16369,M,315,7,8,8,Rejected,2026-01-19 09:12:22.549,Carlos Mendes
LOTE-M-INJ-002-6072,WO-8499,2026-01-19,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,1874,L,200,0,1,0,Approved,2026-01-20 07:39:55.417,Beatriz Costa
LOTE-M-INJ-002-6072,WO-8499,2026-01-19,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,1874,L,200,5,6,3,Approved,2026-01-20 00:08:56.693,Ana Silva
LOTE-M-INJ-002-6072,WO-8499,2026-01-19,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,1874,L,200,10,11,3,Approved,2026-01-20 08:09:49.203,Beatriz Costa
LOTE-M-INJ-002-6072,WO-8499,2026-01-19,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,1874,L,200,10,11,3,Approved,2026-01-19 20:47:07.342,Ana Silva
LOTE-M-INJ-002-6073,WO-8500,2026-01-20,Shift 1,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,12429,M,315,0,1,1,Rejected,2026-01-20 15:41:46.241,Carlos Mendes
LOTE-M-INJ-002-6073,WO-8500,2026-01-20,SHIFT 1,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,12429,M,315,0,1,0,Approved,2026-01-20 23:17:36.468,Diogo Ferreira
LOTE-M-INJ-002-6073,WO-8500,2026-01-20,Shift 1,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,12429,M,315,7,8,5,Approved,2026-01-20 13:51:23.043,Beatriz Costa
LOTE-M-INJ-002-6073,WO-8500,2026-01-20,shift 1,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,12429,M,315,14,15,3,Approved,2026-01-20 16:43:02.214,Diogo Ferreira
LOTE-M-INJ-002-6073,WO-8500,2026-01-20,Shift 1,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,12429,M,315,14,15,3,Approved,2026-01-21 01:08:15.191,Ana Silva
LOTE-M-INJ-002-6073,WO-8501,2026-01-21,Shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,14007,M,315,0,1,1,Rejected,2026-01-21 17:34:16.100,Carlos Mendes
LOTE-M-INJ-002-6073,WO-8501,2026-01-21,Shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,14007,M,315,7,8,4,Approved,2026-01-21 07:54:29.845,Diogo Ferreira
LOTE-M-INJ-002-6073,WO-8501,2026-01-21,Shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,14007,M,315,14,15,2,Approved,2026-01-21 16:03:56.432,Diogo Ferreira
LOTE-M-INJ-002-6073,WO-8501,2026-01-21,shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,14007,M,315,14,15,4,Approved,2026-01-21 12:30:05.261,Elena Santos
LOTE-M-INJ-002-6074,WO-8502,2026-01-21,Shift 3,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,7267,L,200,5,6,2,Approved,2026-01-22 05:15:20.904,Beatriz Costa
LOTE-M-INJ-002-6074,WO-8503,2026-01-22,Shift 1,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,11161,M,315,7,8,0,Approved,2026-01-22 17:32:58.479,Beatriz Costa
LOTE-M-INJ-002-6074,WO-8503,2026-01-22,Shift 1,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,11161,M,315,14,15,7,Approved,2026-01-22 15:19:38.418,Beatriz Costa
LOTE-M-INJ-002-6074,WO-8504,2026-01-23,Shift 3,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,6496,L,200,0,1,0,Approved,2026-01-23 09:59:02.152,Elena Santos
LOTE-M-INJ-002-6074,WO-8504,2026-01-23,Shift 3,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,6496,L,200,0,1,0,Approved,2026-01-23 05:10:58.489,Ana Silva
LOTE-M-INJ-002-6074,WO-8504,2026-01-23,Shift 3,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,6496,L,200,5,6,1,Approved,2026-01-23 05:53:10.331,Elena Santos
LOTE-M-INJ-002-6074,WO-8504,2026-01-23,Shift 3,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,6496,L,200,5,6,4,Approved,2026-01-23 09:42:01.610,Elena Santos
LOTE-M-INJ-002-6075,WO-8505,2026-01-23,Shift 1,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,8240,L,200,5,6,2,Approved,2026-01-23 22:10:57.947,Elena Santos
LOTE-M-INJ-002-6075,WO-8505,2026-01-23,Shift 1,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,8240,L,200,5,6,2,Approved,2026-01-23 14:41:16.636,Beatriz Costa
LOTE-M-INJ-002-6075,WO-8505,2026-01-23,Shift 1,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,8240,L,200,10,11,2,Approved,2026-01-23 14:44:36.745,Diogo Ferreira
LOTE-M-INJ-002-6075,WO-8506,2026-01-24,Shift 3,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,12941,M,315,0,1,0,Approved,2026-01-24 09:23:47.697,Beatriz Costa
LOTE-M-INJ-002-6075,WO-8506,2026-01-24,Shift 3,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,12941,M,315,0,1,0,Approved,2026-01-24 11:24:40.782,Carlos Mendes
LOTE-M-INJ-002-6075,WO-8506,2026-01-24,Shift 3,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,12941,M,315,7,8,1,Approved,2026-01-24 06:48:36.678,Ana Silva
LOTE-M-INJ-002-6075,WO-8506,2026-01-24,Shift 3,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,12941,M,315,7,8,4,Approved,2026-01-24 06:07:21.612,Carlos Mendes
LOTE-M-INJ-002-6075,WO-8506,2026-01-24,Shift 3,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,12941,M,315,14,15,1,Approved,2026-01-24 09:26:28.645,Beatriz Costa
LOTE-M-INJ-002-6076,WO-8507,2026-01-24,SHIFT 2,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,8457,L,200,0,1,0,Approved,2026-01-25 09:25:45.915,Ana Silva
LOTE-M-INJ-002-6076,WO-8507,2026-01-24,Shift 2,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,8457,L,200,5,6,4,Approved,2026-01-25 00:59:04.369,Diogo Ferreira
LOTE-M-INJ-002-6076,WO-8507,2026-01-24,Shift 2,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,8457,L,200,5,6,7,Rejected,2026-01-25 10:05:55.012,Beatriz Costa
LOTE-M-INJ-002-6076,WO-8507,2026-01-24,Shift 2,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,8457,L,200,10,11,3,Approved,2026-01-25 09:06:51.993,Carlos Mendes
LOTE-M-INJ-002-6077,WO-8509,2026-01-26,Shift 3,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,5143,L,200,0,1,0,Approved,2026-01-26 13:21:01.655,Beatriz Costa
LOTE-M-INJ-002-6077,WO-8509,2026-01-26,Shift 3,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,5143,L,200,0,1,0,Approved,2026-01-26 12:00:21.156,Beatriz Costa
LOTE-M-INJ-002-6077,WO-8509,2026-01-26,Shift 3,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,5143,L,200,5,6,1,Approved,2026-01-26 08:45:48.606,Carlos Mendes
LOTE-M-INJ-002-6077,WO-8509,2026-01-26,Shift 3,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,5143,L,200,5,6,1,Approved,2026-01-26 16:00:06.188,Ana Silva
LOTE-M-INJ-002-6077,WO-8510,2026-01-26,Shift 2,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,11777,M,315,0,1,0,Approved,2026-01-27 01:36:31.354,Ana Silva
LOTE-M-INJ-002-6077,WO-8510,2026-01-26,Shift 2,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,11777,M,315,0,1,0,Approved,2026-01-27 11:53:08.639,Diogo Ferreira
LOTE-M-INJ-002-6077,WO-8510,2026-01-26,Shift 2,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,11777,M,315,7,8,3,Approved,2026-01-27 01:54:33.968,Diogo Ferreira
LOTE-M-INJ-002-6077,WO-8510,2026-01-26,Shift 2,IM-002,M-INJ-002,TR-002-HDPE-24410,HDPE,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,11777,M,315,14,15,3,Approved,2026-01-27 06:32:33.810,Elena Santos
LOTE-M-INJ-002-6078,WO-8511,2026-01-27,Shift 1,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,8307,L,200,0,1,0,Approved,2026-01-27 17:08:43.368,Ana Silva
LOTE-M-INJ-002-6078,WO-8511,2026-01-27,Shift 1,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,8307,L,200,0,1,0,Approved,2026-01-27 17:57:36.425,Diogo Ferreira
LOTE-M-INJ-002-6078,WO-8511,2026-01-27,shift 1,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,8307,L,200,5,6,4,Approved,2026-01-27 22:02:53.066,Diogo Ferreira
LOTE-M-INJ-002-6078,WO-8511,2026-01-27,Shift 1,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,8307,L,200,10,11,2,Approved,2026-01-27 22:49:18.365,Ana Silva
LOTE-M-INJ-002-6078,WO-8512,2026-01-28,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,8528,L,200,0,1,0,Approved,2026-01-28 18:04:32.667,Ana Silva
LOTE-M-INJ-002-6078,WO-8512,2026-01-28,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,8528,L,200,5,6,2,Approved,2026-01-28 16:30:04.946,Beatriz Costa
LOTE-M-INJ-002-6078,WO-8512,2026-01-28,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,8528,L,200,5,6,3,Approved,2026-01-28 18:58:49.190,Ana Silva
LOTE-M-INJ-002-6078,WO-8512,2026-01-28,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,8528,L,200,10,11,2,Approved,2026-01-29 00:28:47.983,Beatriz Costa
LOTE-M-INJ-002-6078,WO-8513,2026-01-29,Shift 3,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,6759,L,200,0,1,0,Approved,2026-01-29 05:31:24.125,Diogo Ferreira
LOTE-M-INJ-002-6078,WO-8513,2026-01-29,Shift 3,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,6759,L,200,10,11,2,Approved,2026-01-29 08:26:22.983,Ana Silva
LOTE-M-INJ-002-6079,WO-8514,2026-01-29,Shift 2,IM-002,M-INJ-002,TR-002-PP-PCR-24410,PP-PCR,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,6331,L,200,0,1,0,Approved,2026-01-29 22:19:40.828,Carlos Mendes
LOTE-M-INJ-002-6079,WO-8514,2026-01-29,Shift 2,IM-002,M-INJ-002,TR-002-PP-PCR-24410,PP-PCR,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,6331,L,200,10,11,4,Approved,2026-01-29 15:01:27.583,Ana Silva
LOTE-M-INJ-002-6080,WO-8515,2026-01-30,shift 3,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,10030,M,315,14,15,4,Approved,2026-01-30 03:37:11.474,Diogo Ferreira
LOTE-M-INJ-002-6080,WO-8516,2026-01-30,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,6362,L,200,0,1,0,Approved,2026-01-31 00:13:19.466,Carlos Mendes
LOTE-M-INJ-002-6080,WO-8516,2026-01-30,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,6362,L,200,0,1,0,Approved,2026-01-31 00:16:11.983,Diogo Ferreira
LOTE-M-INJ-002-6080,WO-8516,2026-01-30,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,6362,L,200,5,6,1,Approved,2026-01-30 18:02:46.306,Diogo Ferreira
LOTE-M-INJ-002-6080,WO-8516,2026-01-30,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,6362,L,200,5,6,4,Approved,2026-01-31 00:28:07.200,Beatriz Costa
LOTE-M-INJ-002-6080,WO-8516,2026-01-30,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,6362,L,200,10,11,5,Approved,2026-01-31 00:55:13.737,Diogo Ferreira
LOTE-M-INJ-002-6080,WO-8516,2026-01-30,  Shift 2  ,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,6362,L,200,10,11,6,Approved,2026-01-30 23:18:54.206,Ana Silva
LOTE-M-INJ-002-6081,WO-8517,2026-01-31,Shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,9828,L,200,0,1,0,Approved,2026-01-31 10:11:44.573,Carlos Mendes
LOTE-M-INJ-002-6081,WO-8517,2026-01-31,Shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,9828,L,200,0,1,0,Approved,2026-01-31 03:01:37.501,Ana Silva
LOTE-M-INJ-002-6081,WO-8517,2026-01-31,Shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,9828,L,200,5,6,1,Approved,2026-01-31 12:43:58.674,Diogo Ferreira
LOTE-M-INJ-002-6081,WO-8517,2026-01-31,Shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,9828,L,200,10,11,3,Approved,2026-01-31 19:02:23.734,Elena Santos
LOTE-M-INJ-002-6081,WO-8517,2026-01-31,Shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,9828,L,200,10,11,3,Approved,2026-01-31 11:23:56.931,Ana Silva
LOTE-M-INJ-002-6082,WO-8518,2026-01-31,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,10845,M,315,0,1,1,Rejected,2026-02-01 02:38:36.945,Diogo Ferreira
LOTE-M-INJ-002-6082,WO-8518,2026-01-31,  Shift 2  ,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,10845,M,315,0,1,0,Approved,2026-02-01 14:05:47.980,Carlos Mendes
LOTE-M-INJ-002-6082,WO-8518,2026-01-31,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,10845,M,315,7,8,7,Approved,2026-01-31 22:46:00.647,Diogo Ferreira
LOTE-M-INJ-002-6082,WO-8519,2026-02-01,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,3974,L,200,5,6,3,Approved,2026-02-01 17:51:31.314,Diogo Ferreira
LOTE-M-INJ-002-6082,WO-8519,2026-02-01,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,3974,L,200,10,11,4,Approved,2026-02-01 15:38:48.157,Diogo Ferreira
LOTE-M-INJ-002-6082,WO-8519,2026-02-01,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,3974,L,200,10,11,5,Approved,2026-02-01 20:19:19.165,Ana Silva
LOTE-M-INJ-002-6083,WO-8520,2026-02-01,shift 3,IM-002,M-INJ-002,TR-002-PP-PCR-24410,PP-PCR,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,12427,M,315,7,8,1,Approved,2026-02-02 12:41:02.933,Ana Silva
LOTE-M-INJ-002-6083,WO-8520,2026-02-01,Shift 3,IM-002,M-INJ-002,TR-002-PP-PCR-24410,PP-PCR,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,12427,M,315,7,8,2,Approved,2026-02-02 05:33:14.509,Ana Silva
LOTE-M-INJ-002-6083,WO-8520,2026-02-01,Shift 3,IM-002,M-INJ-002,TR-002-PP-PCR-24410,PP-PCR,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,12427,M,315,14,15,7,Approved,2026-02-02 01:29:28.717,Elena Santos
LOTE-M-INJ-002-6084,WO-8521,2026-02-02,Shift 2,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,6350,L,200,5,6,0,Approved,2026-02-03 04:03:06.059,Elena Santos
LOTE-M-INJ-002-6084,WO-8522,2026-02-03,SHIFT 1,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,11339,M,315,0,1,0,Approved,2026-02-03 13:00:55.666,Ana Silva
LOTE-M-INJ-002-6084,WO-8522,2026-02-03,Shift 1,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,11339,M,315,0,1,1,Rejected,2026-02-03 12:49:24.575,Beatriz Costa
LOTE-M-INJ-002-6084,WO-8522,2026-02-03,Shift 1,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,11339,M,315,7,8,1,Approved,2026-02-03 16:04:56.565,Diogo Ferreira
LOTE-M-INJ-002-6084,WO-8522,2026-02-03,Shift 1,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,11339,M,315,14,15,2,Approved,2026-02-03 18:34:39.496,Elena Santos
LOTE-M-INJ-002-6084,WO-8523,2026-02-04,Shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,8523,L,200,0,1,0,Approved,2026-02-04 07:21:54.655,Carlos Mendes
LOTE-M-INJ-002-6084,WO-8523,2026-02-04,Shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,8523,L,200,5,6,1,Approved,2026-02-04 07:37:31.255,Diogo Ferreira
LOTE-M-INJ-002-6084,WO-8523,2026-02-04,Shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,8523,L,200,5,6,5,Approved,2026-02-04 12:13:21.005,Ana Silva
LOTE-M-INJ-002-6084,WO-8523,2026-02-04,Shift 3,IM-002,M-INJ-002,TR-002-PP-24410,PP,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,8523,L,200,10,11,2,Approved,2026-02-04 02:56:54.473,Beatriz Costa
LOTE-M-INJ-002-6085,WO-8524,2026-02-04,  Shift 2  ,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,12380,M,315,7,8,2,Approved,2026-02-04 19:58:53.363,Carlos Mendes
LOTE-M-INJ-002-6085,WO-8524,2026-02-04,Shift 2,IM-002,M-INJ-002,TR-002-PETG-24410,PETG,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,12380,M,315,7,8,5,Approved,2026-02-05 05:28:13.358,Ana Silva
